audio_timestamp,dx,dy,frequencies,index,mic_positions,motors_pwm,motors_thrust,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,source_direction_deg,timestamp,topic,vbat,yaw_deg,yaw_rate_deg,z
,,,,0,,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,,,,,3150678,crazyflie/motors,,,,
,0.0,0.0,,1,,,,,,,,90.0,3150680,geometry/pose_raw,,82.98365020751953,0.08062078058719635,0.0
,0.0,0.0,,2,,,,,,,,90.0,3150689,geometry/pose_raw,,82.98369598388672,-0.008417929522693157,0.0
,0.0,0.0,,3,,,,,,,,90.0,3150700,geometry/pose_raw,,82.98423767089844,-0.05015837401151657,0.0
,0.0,0.0,,4,,,,,,,,90.0,3150717,geometry/pose_raw,,82.98489379882812,0.031101299449801445,0.0
,0.0,0.0,,5,,,,,,,,90.0,3150723,geometry/pose_raw,,82.98591613769531,0.057547684758901596,0.0
,0.0,0.0,,6,,,,,,,,90.0,3150728,geometry/pose_raw,,82.98635864257812,-0.01465847808867693,0.0
,0.0,0.0,,7,,,,,,,,90.0,3150740,geometry/pose_raw,,82.9872055053711,0.020080167800188065,0.0
,0.0,0.0,,8,,,,,,,,90.0,3150748,geometry/pose_raw,,82.98834228515625,0.135804682970047,0.0
,0.0,0.0,,9,,,,,,,,90.0,3150758,geometry/pose_raw,,82.98820495605469,-0.10508622229099274,0.0
,0.0,0.0,,10,,,,,,,,90.0,3150770,geometry/pose_raw,,82.98914337158203,0.09336813539266586,0.0
866188925,,,"[1000 1125 1250 1375 1500 1625 1750 1875 2000 2125 2250 2375 2500 2625 2750
 2875 3000 3125 3250 3375 3500 3625 3750 3875 4000 4125 4250 4375 4500 4625
 4750 4875]",11,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],,,32,4,"[ -4.70688147e-03   1.29447179e-03  -1.99839287e-03  -2.02241051e-03
   1.96819846e-03   1.55155105e-03   1.06607401e-03   1.36574730e-03
  -8.25128634e-04   2.26566009e-03   2.04685144e-03  -2.54114624e-04
  -1.13679352e-03   1.04772291e-04  -7.70089740e-04  -3.37398757e-04
   7.70304905e-05  -1.52119831e-03   4.62473487e-04   1.07500679e-03
  -3.91206151e-04  -5.83440531e-04  -9.52497066e-05   3.00612999e-04
   9.20283957e-04  -1.11551129e-03  -1.28381583e-03  -1.16775022e-03
   7.27071951e-04   4.49266343e-04  -6.17375597e-04   4.16508381e-04
  -1.01999938e-03   7.15170638e-04  -6.16908132e-04  -3.28848721e-04
  -3.63347208e-05  -3.67773813e-04   2.96321552e-04   1.10836269e-03
  -6.69714063e-06   4.76009183e-04   6.54647010e-04  -1.56764610e-04
   2.75185419e-04  -4.23717604e-04  -2.17087654e-04  -1.29031760e-05
  -6.21648156e-04  -4.19819495e-04  -3.02739470e-04   3.10242875e-04
  -4.63067554e-04   4.73349472e-04   2.71975914e-05   1.58789713e-04
  -2.14608270e-03  -1.26799510e-04  -5.50794473e-04  -3.67721572e-04
   2.66547722e-04   8.79152067e-05  -7.53353161e-05   1.27072562e-05
  -3.13701632e-04   2.86094350e-04   7.89794256e-04   7.63039920e-04
   5.43168513e-04  -1.14374980e-03   9.20657360e-04  -4.31400520e-04
   9.80112236e-06   7.37449736e-04   4.51621570e-04  -2.70081655e-05
   3.17790080e-04  -6.27022935e-04   4.50635271e-05   1.38575619e-04
  -7.37300026e-04   3.87823893e-05  -1.32703062e-05   1.18977652e-04
  -4.33653040e-05  -2.96958664e-04   1.44339720e-04  -2.33688741e-04
  -1.65130547e-03  -6.43996580e-04  -3.77656776e-04   3.49767972e-04
   5.35140316e-05  -6.80841214e-04   1.44721635e-04  -4.35770198e-04
  -7.42483535e-04   7.42904260e-04  -1.38305186e-04  -7.45733123e-05
   3.67140128e-05  -8.26898788e-04  -8.29910510e-04   1.05956024e-04
   3.76901415e-04   2.81560817e-04  -4.00158286e-04   8.12626677e-05
   9.13547046e-05   4.50851774e-04  -8.92379729e-04  -5.03132411e-04
   7.38032628e-04  -2.14803789e-04   3.90905218e-04   3.03699722e-04
  -3.09104653e-04   1.52823195e-04   1.24992061e-04   1.31575638e-04
  -8.09063436e-04   6.57439930e-04  -4.75513894e-04   3.99445562e-04
  -3.59047292e-04   4.74473229e-04   3.18565551e-04   3.13481316e-04]","[ -2.17159209e-03  -7.39490846e-04  -2.00781447e-04  -2.05949089e-03
   1.10442855e-03  -4.15510498e-03  -6.58590230e-04   2.58367788e-03
  -4.13113274e-03   3.65375937e-03  -8.98797298e-04   1.07857352e-03
   1.82183483e-03   1.03598592e-04  -5.52138838e-04   8.80878186e-04
   4.05223545e-04   8.04384821e-04  -9.97330295e-04  -1.03753211e-03
  -2.33885323e-04   9.51298513e-04   7.87824974e-04  -1.66289881e-03
   3.20361182e-03  -1.95773947e-03   3.93681548e-04  -2.96833750e-05
   2.10314975e-04  -9.60901089e-04  -2.60486704e-04  -6.43284293e-04
  -7.33780558e-04  -9.53867682e-04  -1.70077808e-04  -3.20868829e-04
  -5.09609003e-04  -1.44047744e-03  -2.54329178e-04  -1.50498046e-04
  -1.04291993e-03   1.06170261e-03  -6.64642546e-04   6.57994009e-04
  -1.20071512e-04   6.86967978e-04   1.11131012e-04  -1.93721906e-04
  -2.84532295e-03  -3.50707094e-04   9.26589273e-05  -1.56711394e-06
   3.27152724e-04   8.29448632e-04   3.46840505e-04   2.08601879e-04
  -3.69670079e-03  -6.64486841e-04  -4.05389874e-04   1.43993529e-05
   1.03086559e-03   2.25909462e-04  -1.35953640e-04  -8.93573044e-04
  -1.61551859e-03  -2.79885018e-04  -3.32340220e-04   3.62176594e-04
  -2.32988357e-04   1.41420387e-04   4.63471690e-04  -4.35240276e-04
   1.05279381e-03   1.79308001e-04   5.50071476e-04  -9.69447501e-05
  -6.13228534e-04   4.33892710e-04   1.09768749e-04  -1.01258571e-04
   7.64282071e-04   2.20424641e-04  -2.94156082e-04   1.34150585e-04
  -1.65572419e-04  -2.05132848e-04   4.53317160e-04  -3.02761357e-04
  -1.14598870e-03   9.75935836e-06   1.72913074e-04   8.27909680e-05
  -7.62879790e-04  -8.02010938e-04   5.76884253e-04  -1.85647077e-04
  -1.74174667e-03  -1.03083812e-03  -8.82973545e-04  -2.59246954e-05
   1.17813222e-04  -3.49594309e-04   1.40999618e-04   3.39895079e-04
  -3.04147485e-04   6.78923330e-04  -2.97946535e-05  -4.89635393e-04
   3.55459022e-04   2.98530678e-04  -4.21283650e-04   3.78465120e-05
  -1.05804158e-03   3.18576553e-04  -1.23785983e-04   7.24634563e-04
  -3.34389479e-04  -4.33884910e-04   5.57788066e-04  -6.18088059e-04
  -2.18744879e-03   1.19061995e-04   2.26971315e-04  -1.12457178e-03
   1.28329848e-04   8.30444333e-05   5.96424798e-04   2.34429062e-05]",,3150777,audio/signals_f,,,,
,0.0,0.0,,12,,,,,,,,90.0,3150780,geometry/pose_raw,,82.98929595947266,0.20108485221862793,0.0
,,,,13,,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,,,,,3150778,crazyflie/motors,,,,
,0.0,0.0,,14,,,,,,,,90.0,3150788,geometry/pose_raw,,82.99153900146484,0.23575259745121002,0.0
,0.0,0.0,,15,,,,,,,,90.0,3150799,geometry/pose_raw,,82.9906234741211,-0.10408511757850647,0.0
,0.0,0.0,,16,,,,,,,,90.0,3150808,geometry/pose_raw,,82.99182891845703,0.10616347938776016,0.0
,0.0,0.0,,17,,,,,,,,90.0,3150818,geometry/pose_raw,,82.99268341064453,0.08959021419286728,0.0
,0.0,0.0,,18,,,,,,,,90.0,3150829,geometry/pose_raw,,82.9925308227539,0.1038474291563034,0.0
,0.0,0.0,,19,,,,,,,,90.0,3150838,geometry/pose_raw,,82.99382781982422,0.012698537670075893,0.0
,0.0,0.0,,20,,,,,,,,90.0,3150854,geometry/pose_raw,,82.99542236328125,0.12261541187763214,0.0
,0.0,0.0,,21,,,,,,,,90.0,3150859,geometry/pose_raw,,82.99442291259766,-0.04371531307697296,0.0
,0.0,0.0,,22,,,,,,,,90.0,3150869,geometry/pose_raw,,82.99473571777344,-0.026519017294049263,0.0
