dx,dy,index,motors_pwm,motors_thrust,source_direction_deg,timestamp,topic,vbat,yaw_deg,yaw_rate_deg,z
0.0,0.0,0,,,90.0,1375299,geometry/pose_raw,,-82.24394226074219,0.034248556941747665,0.0
,,1,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,1375312,crazyflie/motors,,,,
0.0,0.0,2,,,90.0,1375320,geometry/pose_raw,,-82.24308776855469,0.027847032994031906,0.0
0.0,0.0,3,,,90.0,1375328,geometry/pose_raw,,-82.24224853515625,0.1429533213376999,0.0
0.0,0.0,4,,,90.0,1375334,geometry/pose_raw,,-82.24261474609375,-0.11346220225095749,0.0
0.0,0.0,5,,,90.0,1375340,geometry/pose_raw,,-82.243896484375,0.10375585407018661,0.0
0.0,0.0,6,,,90.0,1375348,geometry/pose_raw,,-82.24429321289062,0.047097787261009216,0.0
0.0,0.0,7,,,90.0,1375360,geometry/pose_raw,,-82.24449920654297,-0.13532564043998718,0.0
0.0,0.0,8,,,90.0,1375368,geometry/pose_raw,,-82.245361328125,0.11489728093147278,0.0
0.0,0.0,9,,,90.0,1375379,geometry/pose_raw,,-82.24374389648438,0.10921332985162735,0.0
0.0,0.0,10,,,90.0,1375390,geometry/pose_raw,,-82.24334716796875,0.11709929257631302,0.0
0.0,0.0,11,,,90.0,1375399,geometry/pose_raw,,-82.2417221069336,0.1101607158780098,0.0
,,12,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,1375404,crazyflie/motors,,,,
0.0,0.0,13,,,90.0,1375409,geometry/pose_raw,,-82.24103546142578,0.12134789675474167,0.0
0.0,0.0,14,,,90.0,1375427,geometry/pose_raw,,-82.24091339111328,-0.2459895759820938,0.0
0.0,0.0,15,,,90.0,1375434,geometry/pose_raw,,-82.24121856689453,0.04301466792821884,0.0
0.0,0.0,16,,,90.0,1375441,geometry/pose_raw,,-82.24076080322266,0.07581360638141632,0.0
0.0,0.0,17,,,90.0,1375451,geometry/pose_raw,,-82.24175262451172,0.038378387689590454,0.0
0.0,0.0,18,,,90.0,1375463,geometry/pose_raw,,-82.24267578125,0.03842233866453171,0.0
0.0,0.0,19,,,90.0,1375471,geometry/pose_raw,,-82.24385833740234,0.207790806889534,0.0
0.0,0.0,20,,,90.0,1375480,geometry/pose_raw,,-82.24311828613281,-0.0851900652050972,0.0
0.0,0.0,21,,,90.0,1375487,geometry/pose_raw,,-82.24235534667969,-0.14437249302864075,0.0
0.0,0.0,22,,,90.0,1375498,geometry/pose_raw,,-82.242431640625,-0.12609831988811493,0.0
,,23,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,1375502,crazyflie/motors,,,,
0.0,0.0,24,,,90.0,1375509,geometry/pose_raw,,-82.2432632446289,0.1365356594324112,0.0
0.0,0.0,25,,,90.0,1375518,geometry/pose_raw,,-82.2428970336914,0.13384564220905304,0.0
0.0,0.0,26,,,90.0,1375529,geometry/pose_raw,,-82.24250793457031,-0.09868711233139038,0.0
0.0,0.0,27,,,90.0,1375540,geometry/pose_raw,,-82.24311828613281,-0.041686832904815674,0.0
0.0,0.0,28,,,90.0,1375549,geometry/pose_raw,,-82.24342346191406,-0.04515248164534569,0.0
0.0,0.0,29,,,90.0,1375563,geometry/pose_raw,,-82.24351501464844,-0.08913999795913696,0.0
0.0,0.0,30,,,90.0,1375568,geometry/pose_raw,,-82.2444839477539,-0.09584000706672668,0.0
0.0,0.0,31,,,90.0,1375579,geometry/pose_raw,,-82.24342346191406,-0.036440081894397736,0.0
0.0,0.0,32,,,90.0,1375589,geometry/pose_raw,,-82.24311828613281,-0.03425207734107971,0.0
0.0,0.0,33,,,90.0,1375606,geometry/pose_raw,,-82.24372100830078,-0.12975993752479553,0.0
,,34,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,1375612,crazyflie/motors,,,,
0.0,0.0,35,,,90.0,1375621,geometry/pose_raw,,-82.24303436279297,0.20994311571121216,0.0
0.0,0.0,36,,,90.0,1375638,geometry/pose_raw,,-82.24250793457031,-0.163937047123909,0.0
0.0,0.0,37,,,90.0,1375654,geometry/pose_raw,,-82.24246215820312,0.23489883542060852,0.0
0.0,0.0,38,,,90.0,1375659,geometry/pose_raw,,-82.24089813232422,0.09784280508756638,0.0
0.0,0.0,39,,,90.0,1375670,geometry/pose_raw,,-82.2405776977539,-0.06486900895833969,0.0
0.0,0.0,40,,,90.0,1375678,geometry/pose_raw,,-82.24012756347656,-0.01820284314453602,0.0
0.0,0.0,41,,,90.0,1375697,geometry/pose_raw,,-82.23983001708984,0.4043220579624176,0.0
0.0,0.0,42,,,90.0,1375703,geometry/pose_raw,,-82.23847961425781,0.2224242091178894,0.0
,,43,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,1375708,crazyflie/motors,,,,
0.0,0.0,44,,,90.0,1375721,geometry/pose_raw,,-82.2372055053711,0.2400515228509903,0.0
0.0,0.0,45,,,90.0,1375729,geometry/pose_raw,,-82.2385025024414,0.06892818212509155,0.0
0.0,0.0,46,,,90.0,1375737,geometry/pose_raw,,-82.23851776123047,-0.14993423223495483,0.0
0.0,0.0,47,,,90.0,1375750,geometry/pose_raw,,-82.23814392089844,0.12335171550512314,0.0
0.0,0.0,48,,,90.0,1375759,geometry/pose_raw,,-82.23792266845703,-0.036482010036706924,0.0
0.0,0.0,49,,,90.0,1375769,geometry/pose_raw,,-82.23795318603516,-0.16407380998134613,0.0
0.0,0.0,50,,,90.0,1375779,geometry/pose_raw,,-82.23721313476562,0.24234440922737122,0.0
0.0,0.0,51,,,90.0,1375789,geometry/pose_raw,,-82.23731994628906,-0.05923483893275261,0.0
0.0,0.0,52,,,90.0,1375800,geometry/pose_raw,,-82.23631286621094,0.2697664499282837,0.0
,,53,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,1375803,crazyflie/motors,,,,
0.0,0.0,54,,,90.0,1375808,geometry/pose_raw,,-82.23583221435547,0.16518574953079224,0.0
