audio_timestamp,dx,dy,frequencies,index,mic_positions,motors_pwm,motors_thrust,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,source_direction_deg,timestamp,topic,vbat,yaw_deg,yaw_rate_deg,z
,,,,0,,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,,,,,162898,crazyflie/motors,,,,
,0.0,0.0,,1,,,,,,,,90.0,162903,geometry/pose_raw,,-1.3168386220932007,-0.022309359163045883,0.0
,0.0,0.0,,2,,,,,,,,90.0,162913,geometry/pose_raw,,-1.3173657655715942,0.14146797358989716,0.0
,0.0,0.0,,3,,,,,,,,90.0,162922,geometry/pose_raw,,-1.3149569034576416,0.2550128996372223,0.0
,0.0,0.0,,4,,,,,,,,90.0,162933,geometry/pose_raw,,-1.3146946430206299,-0.17025679349899292,0.0
,0.0,0.0,,5,,,,,,,,90.0,162943,geometry/pose_raw,,-1.3141964673995972,0.03261156380176544,0.0
,0.0,0.0,,6,,,,,,,,90.0,162952,geometry/pose_raw,,-1.3141422271728516,0.1470777690410614,0.0
,0.0,0.0,,7,,,,,,,,90.0,162963,geometry/pose_raw,,-1.3147674798965454,0.05308537930250168,0.0
,0.0,0.0,,8,,,,,,,,90.0,162972,geometry/pose_raw,,-1.3152616024017334,-0.14932385087013245,0.0
,0.0,0.0,,9,,,,,,,,90.0,162983,geometry/pose_raw,,-1.315014362335205,0.18819469213485718,0.0
,0.0,0.0,,10,,,,,,,,90.0,162999,geometry/pose_raw,,-1.314549446105957,-0.05467755347490311,0.0
,,,,11,,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,,,,,163003,crazyflie/motors,,,,
,0.0,0.0,,12,,,,,,,,90.0,163006,geometry/pose_raw,,-1.3143848180770874,0.099497489631176,0.0
,0.0,0.0,,13,,,,,,,,90.0,163012,geometry/pose_raw,,-1.3153470754623413,-0.21304477751255035,0.0
,0.0,0.0,,14,,,,,,,,90.0,163023,geometry/pose_raw,,-1.3143885135650635,0.20361995697021484,0.0
,0.0,0.0,,15,,,,,,,,90.0,163033,geometry/pose_raw,,-1.3137415647506714,-0.08805674314498901,0.0
,0.0,0.0,,16,,,,,,,,90.0,163041,geometry/pose_raw,,-1.3138998746871948,-0.06524088978767395,0.0
,0.0,0.0,,17,,,,,,,,90.0,163052,geometry/pose_raw,,-1.313679575920105,0.14589731395244598,0.0
222814232,,,"[1000 1093 1140 1203 1359 1156 2734 2015 1234 1281 1218 1046 4000 1343 1015
 2046 1812 2062 1062 3015 1968 4015 3000 1734 4609 1109 1671 1515 2343 1171
 1718 1437]",18,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],,,32,4,"[ -9.42401402e-03  -1.85219152e-03  -2.92727305e-03   2.12115631e-03
  -9.34508571e-04   2.90612387e-03  -3.02536739e-03  -4.35270555e-03
  -7.60195544e-05   1.08001777e-03  -4.35032276e-03  -2.17515902e-04
  -1.83914159e-03   4.36396047e-04   1.70788006e-03  -1.58216828e-03
  -3.86989932e-03  -1.61143544e-03  -4.10660589e-03   1.86475785e-03
   4.03509336e-03   1.85943395e-03  -7.94491789e-05  -3.28579266e-03
  -2.57003936e-03   1.11284747e-03  -4.45738481e-03  -2.44454807e-03
   2.31720251e-03  -6.79098011e-04   9.72499955e-04   3.88813042e-03
  -2.58737151e-03  -4.60666226e-04   2.03173695e-04   3.18688952e-04
   8.93065822e-04   5.73581550e-04  -1.28628337e-03  -1.13864965e-03
   5.70031931e-04  -5.03583287e-05  -1.03311380e-03  -5.35876432e-04
  -1.35991501e-03   7.40895397e-04   1.44418492e-03  -7.32871529e-04
  -5.73483005e-04  -3.21694941e-04  -1.59576756e-03  -8.50945245e-04
   6.29917544e-04   9.14271805e-05   1.30571122e-03   1.58214883e-04
   9.37934383e-04   7.57648595e-05  -9.78656695e-04  -8.04115552e-04
   1.94748805e-04   5.73856290e-04  -1.98579204e-04   4.35449096e-04
   7.23994628e-04  -4.38644638e-04   7.56059191e-04   1.01220456e-03
  -2.63338152e-04   2.83803412e-04  -1.04354823e-03  -3.89702909e-04
  -2.67112511e-04  -8.98786995e-04  -1.92289837e-04  -1.17806645e-04
  -1.23642664e-03   8.74316436e-04  -4.71094158e-04  -4.97489178e-04
  -1.00241625e-03   4.06865467e-04   4.89850281e-05   1.15894107e-03
  -9.81159101e-05   6.20712060e-04  -1.02486252e-03  -3.88185552e-04
  -2.33868323e-03   2.55681953e-05   1.13113050e-03   1.11336529e-04
  -1.80848787e-04  -5.48425771e-04  -2.39006797e-04  -2.61043955e-04
  -1.09784468e-03   1.14554539e-03   1.56981216e-04  -5.09913196e-04
  -5.35441795e-04   5.61771099e-04   8.06517317e-04  -7.77777750e-04
   6.83179474e-04   4.65022691e-04   1.45095144e-03  -3.00633663e-04
  -4.30757762e-04  -5.13370789e-04   5.38373541e-04  -3.98314965e-04
  -5.90352109e-04  -2.83006579e-04  -2.98209401e-04   1.66634491e-05
   4.18151380e-04  -5.06726734e-04  -1.34977920e-04   4.17355004e-05
   1.23503013e-03  -7.22117838e-04  -7.23304809e-04  -6.53266557e-04
   5.31341066e-04   1.53020592e-05   6.54679316e-05   7.56384281e-04]","[  4.97183646e-04  -6.68943021e-03   1.56523217e-03  -5.88492025e-03
   5.93634322e-03   1.48318417e-03  -5.26085403e-03  -5.89925679e-04
   4.68038954e-03  -5.05599845e-03   2.43047671e-03   1.78248156e-03
   1.00153661e-03  -3.41178663e-03   4.28907154e-03  -3.47091025e-03
   1.67725794e-03  -4.89654951e-03  -2.58968474e-04   1.36360526e-03
   1.80619652e-04  -3.34711833e-04   1.41502242e-04   2.57429574e-03
   1.61717791e-04  -3.73959992e-05   1.18816388e-03   3.15240491e-03
   3.99592565e-03   1.91810471e-03  -3.84004414e-03   1.63115328e-03
   4.79970069e-04  -9.29060625e-04  -1.37086445e-03  -2.28563207e-03
   2.23369873e-03   1.38713775e-04  -1.05780782e-03  -4.24842699e-04
   1.50383636e-03  -1.26607064e-03   8.07479024e-04   1.65558071e-03
  -1.96317653e-03  -8.86128400e-04   1.15081610e-03  -1.36145297e-03
   5.76953462e-04  -1.63321302e-03   2.12598126e-04   3.20879137e-03
  -6.26605120e-04   2.97336373e-03  -1.76924025e-03   5.00407885e-04
  -1.03620789e-03   7.77777401e-04   2.50779471e-04   1.34075852e-03
   3.75082018e-04   2.14929794e-04  -7.48178398e-04   3.03662615e-04
  -9.79900942e-04   4.37996874e-04   1.02605810e-03  -3.22750013e-04
   9.22849285e-04  -7.64324912e-04   3.88835586e-04  -1.25070001e-05
   6.23119879e-04  -6.97604555e-04   7.33969937e-05   5.47780597e-04
  -1.94719294e-04  -6.66464184e-05   9.69955756e-04   2.14516418e-04
   3.62151884e-04  -6.65110769e-04  -4.02144215e-04   1.85218945e-04
  -2.77514162e-04   9.24730673e-04  -2.02207314e-03   5.11315593e-04
   1.21259457e-03  -1.00813445e-03  -1.75575027e-04   1.00948301e-03
   9.54571078e-05   5.39299435e-05  -5.10520942e-04  -6.39374193e-04
  -9.57828364e-04  -5.39786415e-04   6.05826150e-04   5.16414992e-04
  -5.45805669e-05  -9.08851158e-04   4.11484652e-04  -1.67213730e-04
  -6.01648178e-04  -4.47066850e-04   1.03317248e-03   2.41754897e-04
  -2.52313167e-03   1.26250816e-04   9.53966344e-04  -2.66615098e-04
   7.79966242e-04  -2.30632897e-04   2.85517192e-04  -3.51183058e-04
  -7.29023595e-04   2.78926222e-03  -1.88740334e-04  -4.42591336e-05
   7.18085357e-05   5.41121408e-04  -3.87685373e-04   6.17403421e-04
  -1.28121683e-05  -6.31515635e-04  -1.09314475e-04  -2.30529928e-04]",,163053,audio/signals_f,,,,
,0.0,0.0,,19,,,,,,,,90.0,163061,geometry/pose_raw,,-1.314521074295044,-0.07666192948818207,0.0
,0.0,0.0,,20,,,,,,,,90.0,163072,geometry/pose_raw,,-1.31467866897583,0.0019100876525044441,0.0
,0.0,0.0,,21,,,,,,,,90.0,163083,geometry/pose_raw,,-1.31484854221344,-0.06346684694290161,0.0
,0.0,0.0,,22,,,,,,,,90.0,163092,geometry/pose_raw,,-1.3157598972320557,-0.20282994210720062,0.0
,,,,23,,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,,,,,163097,crazyflie/motors,,,,
,0.0,0.0,,24,,,,,,,,90.0,163102,geometry/pose_raw,,-1.3170870542526245,-0.274787575006485,0.0
,0.0,0.0,,25,,,,,,,,90.0,163113,geometry/pose_raw,,-1.316576600074768,0.062473710626363754,0.0
,0.0,0.0,,26,,,,,,,,90.0,163130,geometry/pose_raw,,-1.3171864748001099,-0.10292286425828934,0.0
,0.0,0.0,,27,,,,,,,,90.0,163134,geometry/pose_raw,,-1.3158624172210693,0.1432049572467804,0.0
,0.0,0.0,,28,,,,,,,,90.0,163142,geometry/pose_raw,,-1.3167165517807007,0.03447704017162323,0.0
,0.0,0.0,,29,,,,,,,,90.0,163152,geometry/pose_raw,,-1.316992163658142,-0.08496478945016861,0.0
,0.0,0.0,,30,,,,,,,,90.0,163161,geometry/pose_raw,,-1.3168928623199463,-0.0695841908454895,0.0
,0.0,0.0,,31,,,,,,,,90.0,163172,geometry/pose_raw,,-1.3187512159347534,-0.12116269767284393,0.0
,0.0,0.0,,32,,,,,,,,90.0,163182,geometry/pose_raw,,-1.31837797164917,0.10728158056735992,0.0
,0.0,0.0,,33,,,,,,,,90.0,163192,geometry/pose_raw,,-1.3171961307525635,0.16314536333084106,0.0
,,,,34,,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,,,,,163198,crazyflie/motors,,,,
,0.0,0.0,,35,,,,,,,,90.0,163203,geometry/pose_raw,,-1.3182281255722046,-0.14642144739627838,0.0
,0.0,0.0,,36,,,,,,,,90.0,163212,geometry/pose_raw,,-1.3192328214645386,-0.09899193793535233,0.0
,0.0,0.0,,37,,,,,,,,90.0,163222,geometry/pose_raw,,-1.3185391426086426,0.11392796784639359,0.0
,0.0,0.0,,38,,,,,,,,90.0,163232,geometry/pose_raw,,-1.318242073059082,0.19567659497261047,0.0
,0.0,0.0,,39,,,,,,,,90.0,163242,geometry/pose_raw,,-1.317991852760315,-0.04710499942302704,0.0
222937912,,,"[1000 1109 1250 1093 1234 4000 1359 1156 1125 1031 3000 1984 1203 1140 2000
 3015 1046 1640 2046 4015 1218 1015 1343 1859 1281 1796 1078 1562 2734 1546
 2109 1437]",40,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],,,32,4,"[ -6.11269148e-04   5.55684231e-03   6.59464207e-03  -1.93175930e-03
  -3.45522747e-03  -1.78091705e-03  -2.64970702e-03   3.03696492e-03
   2.80363113e-03  -3.24613112e-03   1.97648630e-03   3.13220010e-03
  -2.66824989e-03   2.40886235e-04  -3.92026827e-03  -6.64195977e-04
  -6.17569953e-04  -2.50936486e-03   2.78397254e-03   1.43701560e-03
  -2.67102988e-03  -1.91576616e-03   2.55182199e-03   2.88947253e-03
  -1.79031258e-03   4.25772183e-03  -3.93590983e-03   3.52236186e-03
   1.50294637e-03  -3.64010921e-03  -1.13174610e-04   3.34748556e-03
  -3.85976455e-04   2.76283221e-03   1.42173714e-03  -1.04975258e-03
  -1.95814506e-03   2.01010215e-03  -1.15179166e-03  -2.65058683e-04
   1.26927145e-04  -8.31606681e-04  -1.90459727e-03   1.08468754e-03
   1.65523197e-05   6.13580458e-04   1.21693411e-04   3.88728920e-04
  -1.67456368e-04  -3.11316340e-04   8.42662819e-04  -1.24605349e-03
  -1.58895826e-04  -6.63157960e-04   9.73011018e-04   1.38980395e-04
  -2.50390382e-04   3.97516909e-04  -6.16624129e-06   1.21311366e-03
   5.31186757e-04  -1.05433725e-03  -5.40381705e-04   8.46733339e-04
   1.03032675e-04   2.19640177e-04   4.32550529e-04   9.96844727e-04
   3.18251005e-05   7.81061244e-04  -2.22044022e-04  -3.33503674e-04
   2.60894274e-04   5.42306952e-05   1.61612290e-03   1.18469703e-04
   2.63442722e-04  -6.61792699e-04  -5.48296375e-04  -2.29434320e-03
   8.38591193e-04  -3.29710630e-04   2.39213085e-04   1.77823575e-04
   5.80100168e-05  -6.58922771e-04   5.38353575e-04   3.15379060e-04
   8.93790042e-04   6.12483011e-04  -6.54470176e-04   2.38989582e-04
   1.39614829e-04   6.24357315e-04  -4.39939438e-04   7.89856829e-04
  -4.57680668e-04   2.53309356e-03   8.93745455e-04   4.87479439e-04
  -4.14963288e-04   2.53852410e-03  -8.17832421e-04   1.90624152e-04
  -1.10396510e-03  -9.21181272e-05   9.22546198e-04   8.43563874e-04
   6.49383932e-04  -4.46120539e-04  -5.12324681e-04   2.16291701e-05
  -1.62808259e-03  -2.11924737e-04   1.09900706e-04  -2.16676947e-03
  -1.33212452e-04  -1.52815439e-04   1.35817405e-04   8.51205550e-05
  -6.25124667e-04  -1.09780311e-04   5.47232339e-04   7.73905136e-04
  -1.84503093e-04  -3.14588033e-05   2.32457402e-04   3.17927945e-04]","[ -1.04934555e-02   4.45966725e-04  -7.18085968e-04   2.44382536e-03
  -2.71081296e-03  -1.46349601e-03  -2.46841903e-03   2.52869236e-03
  -4.36376221e-03   3.40200914e-03   1.78921514e-03  -3.91716324e-03
  -1.79614028e-04   8.58087500e-04   2.48355325e-03  -1.30985433e-03
   7.92900333e-04   3.65264807e-03   2.02665129e-03   8.99643172e-04
   1.15403079e-03   2.10387935e-03   9.87024861e-04   2.89369724e-03
   9.94115020e-04   3.22136504e-04   3.55868862e-04   2.23263563e-03
   2.51510326e-04  -1.39747164e-03  -4.60547209e-03   7.51254847e-04
  -3.32848821e-03  -7.69140664e-04  -2.75885919e-04   7.91106140e-04
   8.03351868e-04  -2.45455955e-03  -1.34179520e-03   5.81554021e-04
  -1.06115500e-03   1.10171991e-03   2.82576471e-03  -7.52580294e-04
   3.92051908e-04  -1.09768531e-03   9.52584320e-04  -3.28050321e-03
   1.56506523e-03   6.83430466e-04   7.99871224e-04   2.47817510e-03
   5.17955690e-04   1.44106336e-03   1.47925632e-03   1.07057649e-03
   5.40950103e-04  -4.77596332e-04  -2.39608853e-05  -4.40693635e-04
   9.85669467e-05  -3.60897684e-05  -7.05791928e-04  -2.43109083e-04
  -6.66368403e-04  -5.31801139e-04   2.89816759e-04  -4.47661732e-04
   2.59117747e-04  -1.27505453e-03   3.99015116e-04   3.60622187e-04
  -1.33751964e-04   1.43378205e-03   1.24175602e-03   5.08308935e-04
   1.45250679e-05  -1.09725224e-03  -5.66917297e-05  -1.39555428e-04
   1.45846256e-03  -2.83069588e-04  -1.75962108e-04   1.03763246e-03
  -5.38681459e-04  -4.39903437e-04   1.21245634e-04  -6.44167420e-04
  -5.76356251e-05  -6.32645795e-04   8.06051365e-04   7.28423547e-05
  -2.30912643e-04   4.71470295e-04  -2.26264441e-04  -6.04118977e-04
  -1.63015071e-03   6.59474113e-04  -1.32096156e-05  -4.58724739e-04
   3.00130923e-04  -1.23297062e-03  -3.00749089e-05  -7.05255195e-04
  -1.34369952e-03   1.03372079e-03  -1.37474752e-04   2.95512029e-04
   3.82315833e-04   1.81591109e-04   2.99853331e-04   5.32499689e-04
   1.76897156e-03   4.30172222e-04  -4.46816121e-04   7.88926147e-04
   4.87031939e-04  -6.85008767e-04   7.96537905e-04   3.75701929e-04
  -1.44899567e-03  -2.59577326e-04   1.14100077e-03  -6.07096823e-04
   9.33171905e-05  -2.97258550e-04  -4.03655897e-04  -3.56055330e-04]",,163258,audio/signals_f,,,,
,0.0,0.0,,41,,,,,,,,90.0,163259,geometry/pose_raw,,-1.3171374797821045,-0.052271876484155655,0.0
,0.0,0.0,,42,,,,,,,,90.0,163265,geometry/pose_raw,,-1.3162837028503418,0.06915976107120514,0.0
,0.0,0.0,,43,,,,,,,,90.0,163272,geometry/pose_raw,,-1.3162615299224854,-0.13740208745002747,0.0
,0.0,0.0,,44,,,,,,,,90.0,163282,geometry/pose_raw,,-1.3173505067825317,-0.2626888155937195,0.0
,0.0,0.0,,45,,,,,,,,90.0,163293,geometry/pose_raw,,-1.3185672760009766,-0.11949515342712402,0.0
,,,,46,,[ 0.  0.  0.  0.],[ 0.  0.  0.  0.],,,,,,163296,crazyflie/motors,,,,
,0.0,0.0,,47,,,,,,,,90.0,163303,geometry/pose_raw,,-1.3190944194793701,-0.12393190711736679,0.0
,0.0,0.0,,48,,,,,,,,90.0,163313,geometry/pose_raw,,-1.3199725151062012,0.08518031984567642,0.0
,0.0,0.0,,49,,,,,,,,90.0,163323,geometry/pose_raw,,-1.3196617364883423,-0.014548566192388535,0.0
,0.0,0.0,,50,,,,,,,,90.0,163333,geometry/pose_raw,,-1.3209521770477295,-0.28804510831832886,0.0
,0.0,0.0,,51,,,,,,,,90.0,163342,geometry/pose_raw,,-1.3208448886871338,-0.1582130491733551,0.0
,0.0,0.0,,52,,,,,,,,90.0,163352,geometry/pose_raw,,-1.3204699754714966,0.016940899193286896,0.0
