audio_timestamp,dx,dy,frequencies,index,mic_positions,motors_pwm,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,source_direction_deg,timestamp,topic,vbat,yaw_deg,yaw_rate_deg,z
,7.0,5.0,,10,,,,,,,90.0,544422,geometry/pose_raw,,0.3099707365036011,-0.01215563528239727,2.0
,-7.0,-3.0,,11,,,,,,,90.0,544430,geometry/pose_raw,,0.3188853859901428,-0.14843721687793732,2.0
,-28.0,-6.0,,12,,,,,,,90.0,544442,geometry/pose_raw,,0.35014402866363525,0.09116796404123306,2.0
,-3.0,0.0,,13,,,,,,,90.0,544450,geometry/pose_raw,,0.3563883900642395,0.15049219131469727,2.0
,-1.0,4.0,,14,,,,,,,90.0,544462,geometry/pose_raw,,0.36220982670783997,-0.21677599847316742,2.0
,0.0,-9.0,,15,,,,,,,90.0,544472,geometry/pose_raw,,0.3552989065647125,-0.13588951528072357,2.0
,35.0,1.0,,16,,,,,,,90.0,544482,geometry/pose_raw,,0.31483128666877747,-0.08404423296451569,1.0
,5.0,3.0,,17,,,,,,,90.0,544492,geometry/pose_raw,,0.3122597932815552,-0.16757385432720184,1.0
,4.0,2.0,,18,,,,,,,90.0,544501,geometry/pose_raw,,0.3104073703289032,0.039911311119794846,1.0
,-4.0,-6.0,,19,,,,,,,90.0,544512,geometry/pose_raw,,0.3103165328502655,-0.006261884234845638,1.0
,,,,20,,[0. 0. 0. 0.],,,,,,544520,crazyflie/motors,,,,
,5.0,1.0,,21,,,,,,,90.0,544522,geometry/pose_raw,,0.3139490783214569,-9.946260979631916e-05,1.0
,27.0,23.0,,22,,,,,,,90.0,544531,geometry/pose_raw,,0.3119816184043884,-0.048275209963321686,1.0
555652958,,,"[187 203 218 250 265 281 296 328 343 359 375 390 421 437 453 468 500 515
 531 546 562 593 609 625 640 656 687 703 718 734 765 781]",23,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],,32,4,"[ 3.6155456e-03  2.3291260e-02 -8.8906614e-04 -4.6161371e-03
  6.0634180e-03  1.1738214e-03 -2.6035174e-03 -1.3460936e-03
 -1.6575232e-03 -3.1807916e-03  2.9572734e-04  2.4643450e-04
 -2.3719317e-03  3.1776675e-03 -4.2275852e-04  6.4551539e-04
 -1.3480501e-03 -1.5993100e-03  9.0274587e-04 -6.3900097e-04
  1.6460975e-04  2.3397745e-03  7.3194387e-04 -1.7686742e-03
  6.1971042e-04  5.0133897e-04  3.0599823e-04 -1.3817629e-03
  2.1157524e-04 -4.1771636e-05 -1.2303839e-03  1.9211855e-03
 -1.7949538e-03  2.8283956e-02 -3.2475838e-03 -4.3486352e-03
  3.8183345e-03  2.7013039e-03 -4.9353573e-03 -5.1588152e-04
  1.5472475e-03 -4.7337143e-03 -1.0587018e-03  4.7105772e-04
 -8.4272551e-04  1.7981215e-03 -1.2511577e-03  4.3690839e-04
 -2.8097902e-03 -2.1971799e-03  5.7738827e-05 -7.8646583e-04
 -7.3729316e-04  2.5642724e-03  3.0101265e-04 -1.2948737e-03
  2.6144637e-03  3.2399707e-03  3.3452027e-04 -2.6533357e-03
  1.0098831e-04  3.4094483e-04 -1.2892452e-03  2.7260627e-03
  1.0988960e-03  2.3476856e-02 -4.0012277e-03 -2.8652011e-03
  5.2158660e-03 -5.5304193e-04 -2.2122364e-03 -1.1346610e-03
  8.5237587e-04 -4.1397298e-03 -1.0914293e-03  1.0665833e-03
 -4.7881380e-04  9.1823540e-04 -3.0896807e-04 -9.3030935e-04
 -1.9875180e-03 -5.3348148e-04 -3.1505612e-04 -4.6579464e-04
  3.7555082e-04  1.5135210e-03  1.6774543e-04 -7.3808034e-05
  9.9640049e-05  6.7972078e-04  2.0343013e-04  5.8525737e-04
  6.8808126e-04 -3.4508691e-04 -1.1181345e-03 -8.1760937e-04
 -7.1619740e-03  2.5307748e-02  7.9374231e-04 -3.7069558e-03
  1.7225002e-03  1.6197761e-03 -2.0677117e-03 -2.1243820e-03
  4.4233713e-04 -2.6065059e-04  5.8105309e-04 -9.4991509e-04
  1.1735683e-05  1.6825018e-04 -1.6425221e-03  1.5291694e-03
 -1.3421655e-03 -1.9278070e-03 -8.8379093e-05  1.0193305e-03
  5.1349815e-04  1.3344001e-03  9.8529062e-04 -1.2440317e-03
 -3.3012626e-04  1.2156166e-03 -9.3640789e-04  1.2575909e-03
 -4.5208377e-04  9.1962348e-04 -1.4447551e-03  4.1307227e-05]","[-1.62709296e-01 -1.14903510e-01 -4.71770987e-02  3.60244066e-02
  4.06630039e-02  4.78819162e-02  2.21337155e-02 -2.71168202e-02
 -2.48686261e-02 -2.18800176e-02 -9.16333310e-03  2.02137604e-03
  1.21220034e-02  1.10954717e-02  5.25941048e-03 -3.35245684e-04
 -8.34479742e-03 -7.85115734e-03 -3.15484731e-03  1.34840887e-03
  3.22963716e-03  3.13490047e-03  2.11287523e-03  7.05010723e-04
 -2.53747636e-03 -3.26672383e-03 -2.45433510e-03  1.84132252e-03
  1.27986737e-03  2.15140288e-03  4.83527954e-04 -8.00413545e-04
 -1.53845102e-01 -1.14547923e-01 -4.60144877e-02  3.49373445e-02
  4.10954654e-02  4.53158394e-02  2.38068923e-02 -2.48551704e-02
 -2.85060667e-02 -1.98117942e-02 -9.33678821e-03  1.81901548e-03
  1.23193273e-02  1.26130190e-02  4.14620526e-03 -6.17190031e-04
 -8.88942555e-03 -6.92003407e-03 -2.46441504e-03  7.90419290e-04
  2.62650428e-03  4.29354701e-03  2.19886936e-03  1.86272850e-03
 -3.18395440e-03 -6.27195789e-03 -4.56103095e-04  2.26617139e-03
  1.03807368e-03  1.13289128e-03  6.35127653e-04  2.63774389e-04
 -1.40164316e-01 -1.02742359e-01 -4.11663800e-02  3.11849304e-02
  3.65105718e-02  4.09505107e-02  2.39987411e-02 -2.29229722e-02
 -2.25536078e-02 -1.93410218e-02 -7.55425449e-03 -7.18733936e-05
  1.08584259e-02  1.13442540e-02  4.82938951e-03 -1.43566239e-03
 -5.18560922e-03 -5.12660388e-03 -4.09646099e-03  3.74043680e-04
  2.08294275e-03  1.67560286e-03  1.66957639e-03  1.36551913e-03
 -3.75289680e-03 -3.03756539e-03 -1.13016227e-03  1.24537246e-03
  1.80952996e-03  6.71452843e-04  2.51723314e-03  3.55035416e-04
 -1.51304692e-01 -1.15208670e-01 -4.77355644e-02  3.66594233e-02
  4.32512909e-02  4.15225700e-02  2.50895806e-02 -2.38711759e-02
 -2.58593820e-02 -2.38720216e-02 -7.52987713e-03  1.69883319e-03
  1.08219134e-02  1.23400707e-02  4.92989551e-03 -1.86628336e-03
 -6.79828459e-03 -4.60196985e-03 -3.31777101e-03  1.29537808e-03
  1.20877614e-03  4.30710753e-03  2.29289685e-03  2.78791646e-04
 -2.50192126e-03 -4.86687105e-03  3.38946847e-04  1.09849076e-04
  8.72822129e-04  2.24044081e-03  1.27635794e-04 -1.10147856e-04]",,544534,audio/signals_f,,,,
,-1.0,-1.0,,24,,,,,,,90.0,544540,geometry/pose_raw,,0.2986166179180145,0.004797112662345171,1.0
,-1.0,-1.0,,25,,,,,,,90.0,544550,geometry/pose_raw,,0.3021359443664551,-0.09497609734535217,1.0
,4.0,-3.0,,26,,,,,,,90.0,544562,geometry/pose_raw,,0.29756927490234375,0.10385013371706009,1.0
,-6.0,-1.0,,27,,,,,,,90.0,544571,geometry/pose_raw,,0.3077613413333893,-0.2695244550704956,1.0
,-24.0,-17.0,,28,,,,,,,90.0,544580,geometry/pose_raw,,0.3254673480987549,-0.12819044291973114,1.0
,0.0,0.0,,29,,,,,,,90.0,544591,geometry/pose_raw,,0.32466235756874084,-0.034713055938482285,1.0
,4.0,0.0,,30,,,,,,,90.0,544601,geometry/pose_raw,,0.3243461847305298,0.14439967274665833,1.0
,-5.0,0.0,,31,,,,,,,90.0,544611,geometry/pose_raw,,0.33168449997901917,-0.08244024962186813,1.0
,,,,32,,[0. 0. 0. 0.],,,,,,544619,crazyflie/motors,,,,
,0.0,0.0,,33,,,,,,,90.0,544623,geometry/pose_raw,,0.33066216111183167,-0.02653461880981922,4.0
,-5.0,-2.0,,34,,,,,,,90.0,544631,geometry/pose_raw,,0.34367337822914124,-0.041643764823675156,4.0
,0.0,6.0,,35,,,,,,,90.0,544641,geometry/pose_raw,,0.34697264432907104,0.10338122397661209,4.0
555779668,,,"[187 203 218 250 265 281 296 328 343 359 375 390 421 437 453 468 500 515
 531 546 562 593 609 625 640 656 687 703 718 734 765 781]",36,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],,32,4,"[-8.5915849e-03  1.9767880e-02  2.4556899e-03 -1.5020387e-03
 -1.6835202e-03  6.3035181e-03  3.3561708e-03 -2.1082698e-03
 -6.6778427e-03  3.2887454e-03  2.1754736e-03 -2.2237236e-03
 -8.4226753e-04 -4.9336790e-04  2.8468932e-03  1.5475618e-03
  1.8361390e-03  1.2837285e-03 -5.9545401e-04  3.5431815e-04
 -3.0116006e-04 -2.4087890e-03 -4.6402230e-03 -1.2891822e-03
  1.9703093e-03  2.2816379e-03  4.2200903e-04 -6.1961473e-04
  1.0365131e-03  4.0486694e-04 -1.6710446e-04 -1.2842744e-03
 -4.7060391e-03  2.1090969e-02 -4.6563137e-04  1.9322848e-03
 -4.8338510e-03  7.2047748e-03  1.8822477e-04 -1.8276547e-03
 -5.1691215e-03 -2.9977923e-04  4.3417262e-03  3.1749727e-03
  6.2229193e-04 -1.9438505e-03  1.3713399e-03 -1.9274821e-04
  3.4310946e-03 -1.8126448e-03  2.0796319e-03 -9.1107271e-04
  1.5850024e-03 -1.0725722e-03 -6.1908811e-03  1.3477288e-03
  2.5193086e-03  7.7203609e-04  4.5786193e-04 -1.6298202e-03
  6.1628170e-04  1.6311090e-04 -9.7656128e-04 -1.8360434e-03
 -8.4091816e-03  2.1385020e-02 -2.9471307e-04 -3.2542907e-03
 -1.9721957e-03  7.4578272e-03  1.6696930e-03 -3.9195837e-03
 -3.3126918e-03  4.4192448e-03  3.3827154e-03 -1.8595948e-04
  1.6509304e-03 -2.7023060e-03  2.4496757e-03  2.1487491e-03
  7.0911710e-04  6.4688793e-04 -1.8588824e-03 -2.0091873e-04
 -1.5308274e-04 -1.8899799e-03 -2.1154138e-03  2.1969927e-04
  1.7737788e-03  1.7467967e-03  1.2918696e-04 -1.1619800e-03
 -6.0530263e-05  6.7996225e-05 -9.6204010e-04  3.7985476e-04
 -7.1116975e-03  2.4372282e-02 -6.2405379e-03 -2.3745666e-03
 -2.4980113e-03  8.9886067e-03 -2.5744094e-03  1.0635298e-03
 -2.8041094e-03 -3.7639185e-03  4.5593116e-03  1.3995141e-03
  1.1737737e-03 -7.5039011e-04  6.8167940e-04  1.4783582e-03
  1.6620533e-03 -6.2880624e-04 -1.5039498e-03 -1.2947206e-04
 -4.0878222e-06 -7.6091941e-04 -1.6486639e-03  2.1817218e-04
  1.8110925e-03  1.5242669e-03 -9.2009763e-04 -3.4093551e-04
 -4.8563053e-04  1.6392538e-03 -2.6051715e-04 -9.5313392e-04]","[-1.63752258e-01 -1.24182642e-01 -5.63103966e-02  4.07233462e-02
  5.31682447e-02  3.90596464e-02  2.75071375e-02 -2.89487634e-02
 -2.21491866e-02 -9.96957999e-03 -1.75281614e-02 -3.81539017e-03
  1.39004337e-02  9.79549624e-03  5.63626364e-03  7.51561369e-04
 -6.13173470e-03 -7.73472060e-03 -4.91968449e-03 -1.24059152e-03
  2.31813919e-03  5.89865353e-03  2.16813246e-03  5.66020724e-04
 -3.60830082e-03 -4.70113894e-03 -2.21107504e-03 -2.15747423e-04
  1.83713599e-03  3.14636435e-03  4.89952450e-04 -1.11618720e-03
 -1.54379725e-01 -1.21561348e-01 -5.23950160e-02  3.74100879e-02
  4.88712266e-02  3.72110084e-02  2.85106655e-02 -2.81943902e-02
 -2.18565352e-02 -1.00138877e-02 -1.27752647e-02 -3.25243454e-03
  1.13482438e-02  6.75826054e-03  6.03979640e-03 -5.59408334e-04
 -4.77174856e-03 -5.27508697e-03 -3.99872242e-03  4.28503728e-04
  1.21650216e-03  6.37770258e-03 -1.54432229e-04 -6.77697826e-04
 -3.45794600e-03 -3.06551345e-04 -3.64515046e-03 -4.36725793e-04
  6.43373409e-04  3.24370060e-03 -1.52111752e-03 -9.99756157e-04
 -1.46374047e-01 -1.07844621e-01 -4.60366197e-02  3.59023996e-02
  4.43523414e-02  2.98674181e-02  2.57243253e-02 -2.43391842e-02
 -1.67295411e-02 -1.13621661e-02 -1.44695453e-02 -5.39629767e-03
  1.16948485e-02  8.18809308e-03  5.82627207e-03 -3.57762794e-04
 -6.76483614e-03 -4.05363925e-03 -3.99358477e-03 -8.35304847e-04
  1.71348127e-03  2.89498828e-03  3.39224329e-03  1.33544719e-03
 -5.01332618e-03 -2.69143144e-03 -8.05875403e-04  3.40450642e-04
  9.69274901e-04  3.20085115e-03 -2.46351090e-04 -1.79933070e-03
 -1.60360485e-01 -1.21721566e-01 -5.10353222e-02  4.14087176e-02
  4.74875420e-02  3.44444104e-02  2.94855610e-02 -2.49545127e-02
 -2.11813264e-02 -1.38725601e-02 -1.11359898e-02 -1.25495682e-03
  8.67380109e-03  8.66653305e-03  7.04932353e-03 -3.78697354e-04
 -6.41185232e-03 -7.00343028e-03 -3.63280415e-03  5.38770750e-04
  2.51117279e-03  5.21312188e-03  1.77957211e-03 -1.29714678e-03
 -2.92917248e-03 -3.14285466e-03 -1.27259095e-03  4.67484700e-04
  2.27284571e-03  2.11926107e-03  5.07140765e-04  1.07218220e-04]",,544648,audio/signals_f,,,,
,0.0,-8.0,,37,,,,,,,90.0,544649,geometry/pose_raw,,0.3452985882759094,0.2042870819568634,4.0
,0.0,0.0,,38,,,,,,,90.0,544661,geometry/pose_raw,,0.3454056680202484,-0.10299286246299744,3.0
,0.0,0.0,,39,,,,,,,90.0,544670,geometry/pose_raw,,0.34413662552833557,-0.06549373269081116,3.0
,4.0,-5.0,,40,,,,,,,90.0,544683,geometry/pose_raw,,0.340221107006073,-0.19996574521064758,3.0
,-8.0,0.0,,41,,,,,,,90.0,544690,geometry/pose_raw,,0.3447097837924957,-0.15867984294891357,3.0
,0.0,-1.0,,42,,,,,,,90.0,544700,geometry/pose_raw,,0.343666672706604,-0.03735498711466789,3.0
,27.0,-3.0,,43,,,,,,,90.0,544710,geometry/pose_raw,,0.3304934501647949,0.027720775455236435,2.0
,,,,44,,[0. 0. 0. 0.],,,,,,544718,crazyflie/motors,,,,
,0.0,4.0,,45,,,,,,,90.0,544723,geometry/pose_raw,,0.3304440379142761,0.008030783385038376,2.0
,-4.0,-8.0,,46,,,,,,,90.0,544732,geometry/pose_raw,,0.32953694462776184,0.2524794042110443,2.0
,4.0,2.0,,47,,,,,,,90.0,544742,geometry/pose_raw,,0.33479300141334534,0.07810544222593307,2.0
,-15.0,-4.0,,48,,,,,,,90.0,544754,geometry/pose_raw,,0.3327382206916809,0.28022217750549316,2.0
,-15.0,-4.0,,49,,,,,,,90.0,544763,geometry/pose_raw,,0.33995914459228516,0.09038665890693665,2.0
555906355,,,"[187 203 218 250 265 281 296 328 343 359 375 390 421 437 453 468 500 515
 531 546 562 593 609 625 640 656 687 703 718 734 765 781]",50,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],,32,4,"[ 7.5362762e-03 -9.2006568e-03  2.7298406e-03 -9.2994445e-04
 -1.3129605e-03  8.6097121e-03  3.0804477e-03 -1.6249873e-04
 -2.5198178e-03  7.2666584e-03 -5.0531938e-03 -3.0462677e-03
  1.7046080e-03  1.4258377e-03 -1.2150734e-03  1.7966712e-03
  1.0307892e-03 -3.8672106e-03  1.8209959e-03 -1.3862087e-03
  5.2908418e-04 -3.3487333e-05  1.8922613e-03  8.7513117e-04
 -2.2934284e-03  1.2000736e-03 -9.8330597e-04  1.0824797e-04
  7.5134676e-04 -1.0704047e-05 -1.5277584e-04  3.3900602e-04
  1.3757861e-02 -7.8701805e-03  9.7680837e-04 -1.1673318e-03
 -1.6036418e-03  1.2037649e-02  3.4929547e-03 -6.3353614e-04
 -4.4195210e-03  8.4545203e-03 -7.7061420e-03 -1.6023221e-03
 -8.1251562e-04  2.0829877e-03 -2.2853303e-03  3.5951741e-03
 -4.8194916e-04 -3.1672551e-03  5.5960114e-03 -3.7354173e-03
  7.5102440e-04 -1.5065781e-04  1.2282091e-03  4.6528791e-04
 -2.0061831e-03 -6.1628263e-05  9.2124101e-04  3.7844735e-04
 -1.7483515e-03  2.7563472e-03 -5.8835547e-04 -1.1956042e-03
  6.0898289e-03 -1.3001641e-02  3.5014348e-03  2.5589219e-03
  4.9657712e-04  5.4285168e-03  6.4490834e-04  8.2899514e-04
 -5.0601596e-04  7.6342039e-03 -5.3797527e-03 -3.9087199e-03
  1.3941545e-03 -3.4585610e-04 -1.1024404e-03  2.1129574e-03
  1.8897930e-03 -3.2610763e-03 -1.8993003e-04 -6.8456668e-04
 -4.6082860e-04  5.5301224e-04  1.1282619e-03 -1.1116342e-03
 -1.2774570e-03  1.6317593e-03 -8.0332486e-04  2.0937294e-04
 -1.1149261e-04 -6.3250482e-04  4.7461124e-04  8.0063601e-04
  1.2184367e-02 -1.6322402e-02  4.6484161e-04  4.8755477e-03
  9.4216620e-04  8.1435349e-03  7.2474359e-04 -8.1425847e-04
 -9.4106956e-04  7.5939205e-03 -6.0349642e-03 -3.7659006e-03
  1.1728907e-03  2.1924253e-03  1.2931231e-03  1.1537273e-04
  2.2435272e-03 -2.9755940e-03 -2.7330348e-04 -9.2791370e-04
 -5.7725515e-04  1.0337920e-03  9.1957737e-04  7.3146359e-05
 -3.2403821e-04 -1.1175617e-03  1.3964017e-03 -1.9218584e-03
 -4.0486842e-04  1.1502878e-03  3.2549677e-04 -6.6380796e-04]","[-1.88272819e-01 -1.05049655e-01 -4.94178347e-02  3.12236231e-02
  5.18627502e-02  3.90758663e-02  2.23027170e-02 -2.13895440e-02
 -2.43513659e-02 -2.58548521e-02 -6.29178062e-03  2.08241679e-03
  1.17177069e-02  1.01562524e-02  2.67732493e-03 -2.24546669e-03
 -7.67383957e-03 -5.29681658e-03 -4.21494897e-03 -1.65265298e-03
  2.82858592e-03  3.92944692e-03  3.32041411e-03  7.09110755e-04
 -1.88789365e-03 -3.31002683e-03 -1.91575661e-03 -1.01522659e-04
  1.67297479e-03  1.23873586e-03  1.92562735e-03  3.02181696e-04
 -1.80991977e-01 -9.91428867e-02 -4.47682515e-02  3.31345536e-02
  4.93755713e-02  3.47791836e-02  1.97165199e-02 -2.27484144e-02
 -2.42513865e-02 -1.85374729e-02 -7.46817328e-03  4.75686742e-04
  1.09176831e-02  8.26759171e-03  3.83648416e-03  1.11301185e-03
 -5.99428825e-03 -5.66431042e-03 -4.65991301e-03 -7.57740636e-04
  1.51723661e-05  7.51351751e-03  3.31149646e-03 -9.14743723e-05
 -1.87136186e-03 -3.36940982e-03 -1.13902334e-03 -8.00533453e-04
 -1.95988733e-03  1.87738519e-03  1.90297014e-03  7.83862080e-04
 -1.69002980e-01 -9.57801268e-02 -4.29924130e-02  2.94199251e-02
  4.51088510e-02  3.31171304e-02  2.12950297e-02 -1.93442106e-02
 -2.07633376e-02 -2.59845294e-02 -3.25144990e-03  2.77721602e-03
  1.14340186e-02  1.04138078e-02  2.90173641e-03 -2.45126151e-03
 -8.15871824e-03 -5.63134626e-03 -4.70979791e-03 -1.63793541e-03
  2.03180965e-03  4.72814264e-03  3.21972836e-03  5.05237549e-04
 -3.32604721e-03 -3.48607125e-03  3.52251518e-04 -1.25261303e-03
  9.15048295e-04  3.21013201e-03  1.17163127e-03 -3.15400772e-04
 -1.78044707e-01 -1.03337616e-01 -4.29976583e-02  3.28105092e-02
  4.93962318e-02  3.78039964e-02  2.19061393e-02 -2.15994343e-02
 -2.44896188e-02 -2.10772790e-02 -8.47907551e-03  1.26380101e-03
  1.19155161e-02  1.08138788e-02  5.37795667e-03 -1.37946429e-03
 -7.32363714e-03 -6.79923315e-03 -6.68171700e-03 -4.15405142e-04
  3.92941479e-03  5.90938097e-03  2.80970824e-03  8.61265347e-04
 -2.68348819e-03 -3.72834085e-03 -2.54725781e-03  1.47942672e-04
 -4.31623994e-06  1.63606415e-03  2.64581060e-03  6.79965131e-04]",,544766,audio/signals_f,,,,
,-15.0,-9.0,,51,,,,,,,90.0,544772,geometry/pose_raw,,0.3476364314556122,0.0739029049873352,2.0
,-1.0,4.0,,52,,,,,,,90.0,544782,geometry/pose_raw,,0.34557995200157166,-0.014581180177628994,2.0
,-3.0,-9.0,,53,,,,,,,90.0,544790,geometry/pose_raw,,0.3505752980709076,0.1428314596414566,2.0
,8.0,0.0,,54,,,,,,,90.0,544804,geometry/pose_raw,,0.34914347529411316,-0.012256817892193794,2.0
,-3.0,-2.0,,55,,,,,,,90.0,544819,geometry/pose_raw,,0.349189817905426,0.04129811376333237,2.0
,,,,56,,[0. 0. 0. 0.],,,,,,544828,crazyflie/motors,,,,
,4.0,-3.0,,57,,,,,,,90.0,544833,geometry/pose_raw,,0.3502574563026428,-0.07190018892288208,2.0
,-8.0,-3.0,,58,,,,,,,90.0,544844,geometry/pose_raw,,0.34891951084136963,-0.12524348497390747,2.0
,-1.0,0.0,,59,,,,,,,90.0,544851,geometry/pose_raw,,0.345702201128006,0.018324807286262512,0.0
