audio_timestamp,dx,dy,frequencies,index,mic_positions,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,source_direction_deg,timestamp,topic,yaw_deg,yaw_rate_deg,z
,0.0,0.0,,0,,,,,,90.0,2106652,geometry/pose_raw,3.423097848892212,0.13418659567832947,0.0
,0.0,0.0,,1,,,,,,90.0,2106659,geometry/pose_raw,3.422250747680664,0.09042144566774368,0.0
,0.0,0.0,,2,,,,,,90.0,2106665,geometry/pose_raw,3.423424482345581,-0.04710397124290466,0.0
,0.0,0.0,,3,,,,,,90.0,2106673,geometry/pose_raw,3.4230875968933105,0.03828645870089531,0.0
2294638872,,,"[1000 1125 1250 1375 1500 1625 1750 1875 2000 2125 2250 2375 2500 2625
 2750 2875 3000 3125 3250 3375 3500 3625 3750 3875 4000 4125 4250 4375
 4500 4625 4750 4875]",4,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],32,4,"[-6.47657551e-04 -1.79092702e-03 -7.66963814e-04 -5.72552439e-04
  7.61394855e-04  1.60417031e-03  6.99884898e-04  1.40733365e-03
  4.65084682e-04  4.29947802e-04  4.75514971e-05 -9.59163648e-04
  3.17158381e-04 -8.22063361e-04 -1.58654293e-04 -3.11598327e-04
  1.25428685e-03  5.28202218e-04  5.62489840e-05  3.10465519e-04
 -5.94490208e-04  5.88057213e-04 -7.63936696e-05  8.23340015e-05
 -2.66072061e-03  1.80635834e-06 -8.69919022e-04 -2.47981283e-04
 -9.64402570e-04  2.77139421e-04  2.23193245e-04 -2.25742333e-04
  9.43731924e-04  3.45354289e-04 -3.32770898e-04  2.97045888e-04
 -7.87797850e-04 -7.31921813e-04  1.95063389e-04 -1.67410108e-05
 -4.23474645e-04 -4.16265830e-05 -6.10218907e-04 -5.24754360e-05
 -4.62309516e-04  3.33257020e-04 -1.15192604e-04 -4.85056633e-04
 -5.07437566e-04  5.28705896e-05  3.52414470e-04 -1.11222398e-05
 -1.03633276e-04  3.47679423e-04 -4.19576361e-04  3.61611455e-05
 -4.04308550e-04 -2.23298441e-04  3.56383505e-04  8.79391009e-05
 -1.61221134e-04  3.64267704e-04  7.62744312e-05 -5.90805605e-04
 -8.43721093e-04  1.64792826e-03 -4.43324214e-04 -3.70438385e-04
 -3.69439105e-04 -5.26163021e-05 -2.56099564e-04 -6.51376322e-04
 -6.50969567e-04 -3.46102839e-04  7.76929432e-04 -3.79642297e-05
 -4.74666682e-04  5.82095818e-04 -5.02700801e-04 -2.59235443e-04
  1.92740554e-04 -4.11392422e-04 -4.16363881e-04 -7.41924800e-04
  1.06177479e-03 -3.03430425e-05 -4.22295561e-04  7.45898462e-04
 -1.50600565e-03 -7.02515477e-04 -2.51055841e-04  9.02355649e-04
  4.26584098e-04  6.21788495e-04  4.51626489e-04  1.05563173e-04
  7.30620464e-04 -2.81304820e-05 -5.59236250e-05 -2.47550852e-05
 -5.85066911e-04 -5.37795946e-04 -5.35798026e-05  3.82903090e-06
 -3.73598014e-05  3.12194228e-04 -1.10279268e-03  4.87310434e-04
 -1.05698174e-03  8.68564457e-05  1.46032049e-04 -7.88664795e-04
  3.05745838e-04  6.85992825e-04 -3.80981393e-04 -7.52687280e-04
 -8.71132870e-05 -3.49918089e-04 -9.57379089e-05 -3.01589258e-04
  1.53785280e-04  6.23685075e-04  1.59229268e-04  5.01029775e-04
  4.07718559e-04  5.16556844e-04 -7.95831365e-05  6.46211411e-05]","[-1.09764747e-03  2.12190440e-03  1.14255282e-03  1.70603755e-03
 -1.95747148e-03 -1.80337275e-03  3.86860745e-04 -1.17770513e-03
  1.24448515e-03  6.83089020e-04 -1.94204296e-03  1.59431715e-03
  5.85917500e-04  4.19413671e-04  9.08014481e-04 -3.79997946e-05
 -1.01602252e-03  2.85572023e-04  1.15323004e-04 -1.22513156e-03
 -1.50768246e-04 -5.89779520e-04 -3.14200093e-04 -2.97606806e-04
  4.83300188e-04 -7.22850848e-04 -2.77311483e-05 -9.31064424e-04
  1.36056892e-03  9.31328570e-04  4.98381793e-04  9.18314545e-05
 -7.94822641e-04 -6.22408115e-05 -4.41250595e-04  9.46715474e-04
 -3.90395318e-04 -7.27753621e-04  6.31797011e-05 -6.00483268e-04
  7.60419178e-04 -1.21024577e-03 -1.12597554e-05  6.51429873e-04
  6.11777767e-04  1.50443055e-04  5.84318535e-04  1.87324113e-05
 -2.95282109e-04 -1.68994244e-04 -3.34930955e-04 -4.00962017e-04
  2.58584158e-04 -4.07602114e-04 -1.01972691e-04 -2.97600141e-04
 -3.07265017e-03  2.63899099e-04  4.18003678e-04 -7.71932187e-04
 -1.06726118e-04  2.72072677e-04  7.50818232e-04  1.52168650e-06
 -1.22729503e-03 -4.65625417e-05  7.24247657e-04  7.44708377e-05
 -4.66993864e-04  3.25185189e-04 -7.54819135e-04  5.10459300e-04
 -2.88464624e-04 -2.48573837e-04 -2.42711918e-04  1.40173547e-03
 -5.62397356e-04 -7.73227774e-04 -1.19893200e-04 -2.39034591e-04
  1.08458866e-04  5.71715063e-05  6.34630036e-04 -3.04435467e-04
 -2.28444173e-04  3.93083435e-04 -5.85856033e-04 -1.05272833e-04
  1.21183723e-04 -4.41167940e-04 -5.40320354e-04 -6.65587431e-05
  1.35026668e-04  1.43299869e-04 -6.50212169e-05  8.73417244e-04
 -1.20891142e-03 -6.93888578e-04 -7.32854125e-04  5.79824264e-05
  8.00331472e-04  1.82884978e-04  8.83685425e-06  4.76157409e-04
  9.02735512e-04 -2.10145416e-04  7.29026971e-04 -3.27625079e-04
 -1.07902539e-04 -4.70960804e-04 -4.00112767e-04 -4.79073758e-04
  2.42234892e-04  5.33401384e-04  4.11636574e-04  8.73658690e-04
  1.55482208e-04 -3.18396123e-05  7.91296887e-04 -1.69782899e-04
 -2.43111094e-03 -6.26475783e-04 -1.38955563e-03 -4.48244173e-05
  1.54913170e-04  5.83167421e-04 -1.53578614e-04 -1.09785869e-04]",,2106679,audio/signals_f,,,
,0.0,0.0,,5,,,,,,90.0,2106684,geometry/pose_raw,3.423689365386963,0.04415552318096161,0.0
,0.0,0.0,,6,,,,,,90.0,2106694,geometry/pose_raw,3.422992706298828,0.057271357625722885,0.0
,0.0,0.0,,7,,,,,,90.0,2106703,geometry/pose_raw,3.423201560974121,0.07617732882499695,0.0
,0.0,0.0,,8,,,,,,90.0,2106715,geometry/pose_raw,3.423243761062622,-0.24955841898918152,0.0
,0.0,0.0,,9,,,,,,90.0,2106724,geometry/pose_raw,3.4229815006256104,-0.04608055204153061,0.0
,0.0,0.0,,10,,,,,,90.0,2106733,geometry/pose_raw,3.4224653244018555,0.03390825167298317,0.0
