signals_real_vect,topic,frequencies,n_frequencies,signals_imag_vect,timestamp,n_mics,index
"[-2.23386176e-02  1.19581692e-01  5.03729701e-01 -7.52430558e-02
 -1.66882783e-01 -5.70646971e-02 -8.22755620e-02  3.48053165e-02
 -5.13997935e-02  4.74566258e-02 -6.22639358e-02 -5.09602204e-03
 -1.41523005e-02  1.87889654e-02 -3.08907609e-02 -9.58209783e-02
 -2.66428553e-02 -2.69537373e-03  1.84139516e-02  2.51813000e-03
 -4.62605618e-03 -3.23986076e-03 -2.01935768e-02 -6.57097530e-03
 -6.70144614e-03 -5.62669663e-03 -9.13404766e-03  2.63940077e-02
 -2.44152104e-03 -7.61174969e-03  2.09454689e-02 -1.36797014e-03
  6.07646629e-03 -2.13471577e-02 -1.61716044e-02 -4.14164476e-02
 -1.03215441e-01 -1.13864891e-01  3.85452285e-02 -1.00559838e-01
 -1.13895416e-01  1.78517818e-01  2.85919011e-02  2.58092731e-02
  4.43286002e-02  4.24244143e-02  9.52721760e-03  1.33959934e-01
  8.17926228e-03  1.03743514e-02  9.62207243e-02  1.58810467e-02
  1.39846150e-02  1.42646004e-02  2.09232308e-02  9.92490724e-03
  1.87182017e-02  1.22915274e-02  3.42020765e-04  9.72065609e-03
  2.46474938e-03 -4.01575118e-04  1.87884495e-02  1.27226096e-02
 -8.38411078e-02 -1.85033530e-01 -3.08119595e-01 -1.07845604e-01
 -1.72264799e-01 -1.00537944e+00  2.86389560e-01  2.15243131e-01
  5.73143482e-01 -9.60677862e-02 -9.63356718e-02 -3.51399295e-02
 -3.09702829e-02  1.99934486e-02 -2.34136041e-02 -1.95931457e-02
 -4.86868154e-03  6.29361719e-04 -2.55149696e-02 -4.48654592e-03
 -2.66628936e-02 -1.63036380e-02 -7.22619146e-03 -1.86475907e-02
 -2.89784502e-02 -1.81804560e-02 -1.80035718e-02 -2.63608620e-02
 -2.38824766e-02 -8.15311540e-03 -2.72076782e-02 -2.64067017e-02
 -2.54588127e-01 -4.76074755e-01 -2.21310401e+00  5.76220512e-01
  3.84049952e-01  1.79405034e-01  1.44994304e-01 -4.38874960e-03
  2.85468876e-01 -3.04208934e-01 -2.73458883e-02 -4.70631495e-02
  1.10311136e-01  7.57564083e-02 -1.53439678e-02 -7.55426735e-02
  2.35066134e-02 -3.50618549e-03  6.31279349e-02  2.68562213e-02
 -5.95321879e-04  5.91585897e-02  3.97073757e-03  2.74535064e-02
  2.34117508e-02 -6.89967675e-03  7.99560919e-03  3.70511003e-02
  1.58531703e-02 -4.97047324e-03  2.16184650e-02  8.03054683e-03]",audio/signals_f,"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",32,"[-5.3281166e-02  4.1838758e-02 -7.4892724e-01  2.2602716e-01
  6.7857653e-02  1.6368794e-01  3.5716332e-02  8.6952940e-02
  1.9371596e-01 -7.9621702e-02 -2.7295314e-02 -7.5132340e-02
  8.1734896e-02  1.7897464e-02  4.2942286e-02  2.2393662e-02
 -1.8455602e-02  3.2265965e-02 -2.6880959e-02  7.4154930e-03
  1.1340719e-02  3.8116455e-02  1.0969662e-02 -2.2098762e-03
  2.1605883e-03  1.7500617e-02 -4.3580658e-04  1.7707478e-02
  4.0719039e-03  4.4178008e-03  1.6153492e-03  6.0714060e-03
 -2.7789405e-02  1.0470899e-01  6.9973308e-01 -2.9911482e-01
 -7.5207502e-03 -7.5864933e-02 -7.4068390e-02  1.5703589e-03
 -5.2481398e-02  1.8253213e-02 -1.5597481e-02 -3.7190296e-02
  1.4176896e-02  2.0426536e-02 -4.7985446e-02  2.3056050e-01
 -3.8558692e-03 -7.3726997e-03  2.3241367e-02 -1.2656513e-02
 -1.1476668e-02 -2.8110502e-02 -4.0967297e-04 -4.6913773e-03
 -1.2693319e-02 -7.3054675e-03 -1.4552565e-02  8.8995378e-03
 -1.0288283e-03  5.5426592e-04 -8.1037991e-03 -2.0298641e-05
 -1.3226621e-01 -2.5272313e-01 -2.6905520e+00  3.7458304e-01
  6.6614300e-02 -3.7433892e-01  2.4102910e-01  1.6794701e-01
 -2.0744362e-01  1.9366494e-01  2.5521156e-01  3.8311303e-02
  1.2596911e-01  1.3189360e-01  7.0799477e-02  5.5675421e-02
  5.5146538e-02  4.6079773e-02  6.4035416e-02  4.0898860e-02
  4.4223204e-02  6.3557230e-02  2.0847222e-02  4.2297028e-02
  6.0482115e-02  3.7651133e-02  3.4230195e-02  4.5340814e-02
  3.1163044e-02  2.3267217e-02  3.1463426e-02  3.2572202e-02
  4.2601153e-03  6.9743097e-02  1.0151852e+00 -3.8206255e-01
 -1.3709560e-01 -7.1408033e-02 -1.0866588e-01 -7.8347847e-02
  3.8453624e-02 -2.0018908e-01 -3.4429215e-02 -1.1539115e-01
  5.8388006e-02 -1.2767045e-01  1.1590283e-02 -1.1501856e-01
 -6.4327843e-02 -5.7078104e-02  1.9960904e-01 -1.0967169e-02
 -6.2464420e-03 -1.6267398e-02 -3.3160500e-02 -1.6326578e-03
 -1.2786765e-02 -3.0162668e-02  2.8977469e-03 -7.0118681e-02
 -2.8137233e-02 -3.9403997e-02 -2.2996139e-02  1.0139123e-03]",425146,4,0
"[-2.23386176e-02  1.19581692e-01  5.03729701e-01 -7.52430558e-02
 -1.66882783e-01 -5.70646971e-02 -8.22755620e-02  3.48053165e-02
 -5.13997935e-02  4.74566258e-02 -6.22639358e-02 -5.09602204e-03
 -1.41523005e-02  1.87889654e-02 -3.08907609e-02 -9.58209783e-02
 -2.66428553e-02 -2.69537373e-03  1.84139516e-02  2.51813000e-03
 -4.62605618e-03 -3.23986076e-03 -2.01935768e-02 -6.57097530e-03
 -6.70144614e-03 -5.62669663e-03 -9.13404766e-03  2.63940077e-02
 -2.44152104e-03 -7.61174969e-03  2.09454689e-02 -1.36797014e-03
  6.07646629e-03 -2.13471577e-02 -1.61716044e-02 -4.14164476e-02
 -1.03215441e-01 -1.13864891e-01  3.85452285e-02 -1.00559838e-01
 -1.13895416e-01  1.78517818e-01  2.85919011e-02  2.58092731e-02
  4.43286002e-02  4.24244143e-02  9.52721760e-03  1.33959934e-01
  8.17926228e-03  1.03743514e-02  9.62207243e-02  1.58810467e-02
  1.39846150e-02  1.42646004e-02  2.09232308e-02  9.92490724e-03
  1.87182017e-02  1.22915274e-02  3.42020765e-04  9.72065609e-03
  2.46474938e-03 -4.01575118e-04  1.87884495e-02  1.27226096e-02
 -8.38411078e-02 -1.85033530e-01 -3.08119595e-01 -1.07845604e-01
 -1.72264799e-01 -1.00537944e+00  2.86389560e-01  2.15243131e-01
  5.73143482e-01 -9.60677862e-02 -9.63356718e-02 -3.51399295e-02
 -3.09702829e-02  1.99934486e-02 -2.34136041e-02 -1.95931457e-02
 -4.86868154e-03  6.29361719e-04 -2.55149696e-02 -4.48654592e-03
 -2.66628936e-02 -1.63036380e-02 -7.22619146e-03 -1.86475907e-02
 -2.89784502e-02 -1.81804560e-02 -1.80035718e-02 -2.63608620e-02
 -2.38824766e-02 -8.15311540e-03 -2.72076782e-02 -2.64067017e-02
 -2.54588127e-01 -4.76074755e-01 -2.21310401e+00  5.76220512e-01
  3.84049952e-01  1.79405034e-01  1.44994304e-01 -4.38874960e-03
  2.85468876e-01 -3.04208934e-01 -2.73458883e-02 -4.70631495e-02
  1.10311136e-01  7.57564083e-02 -1.53439678e-02 -7.55426735e-02
  2.35066134e-02 -3.50618549e-03  6.31279349e-02  2.68562213e-02
 -5.95321879e-04  5.91585897e-02  3.97073757e-03  2.74535064e-02
  2.34117508e-02 -6.89967675e-03  7.99560919e-03  3.70511003e-02
  1.58531703e-02 -4.97047324e-03  2.16184650e-02  8.03054683e-03]",audio/signals_f,"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",32,"[-5.3281166e-02  4.1838758e-02 -7.4892724e-01  2.2602716e-01
  6.7857653e-02  1.6368794e-01  3.5716332e-02  8.6952940e-02
  1.9371596e-01 -7.9621702e-02 -2.7295314e-02 -7.5132340e-02
  8.1734896e-02  1.7897464e-02  4.2942286e-02  2.2393662e-02
 -1.8455602e-02  3.2265965e-02 -2.6880959e-02  7.4154930e-03
  1.1340719e-02  3.8116455e-02  1.0969662e-02 -2.2098762e-03
  2.1605883e-03  1.7500617e-02 -4.3580658e-04  1.7707478e-02
  4.0719039e-03  4.4178008e-03  1.6153492e-03  6.0714060e-03
 -2.7789405e-02  1.0470899e-01  6.9973308e-01 -2.9911482e-01
 -7.5207502e-03 -7.5864933e-02 -7.4068390e-02  1.5703589e-03
 -5.2481398e-02  1.8253213e-02 -1.5597481e-02 -3.7190296e-02
  1.4176896e-02  2.0426536e-02 -4.7985446e-02  2.3056050e-01
 -3.8558692e-03 -7.3726997e-03  2.3241367e-02 -1.2656513e-02
 -1.1476668e-02 -2.8110502e-02 -4.0967297e-04 -4.6913773e-03
 -1.2693319e-02 -7.3054675e-03 -1.4552565e-02  8.8995378e-03
 -1.0288283e-03  5.5426592e-04 -8.1037991e-03 -2.0298641e-05
 -1.3226621e-01 -2.5272313e-01 -2.6905520e+00  3.7458304e-01
  6.6614300e-02 -3.7433892e-01  2.4102910e-01  1.6794701e-01
 -2.0744362e-01  1.9366494e-01  2.5521156e-01  3.8311303e-02
  1.2596911e-01  1.3189360e-01  7.0799477e-02  5.5675421e-02
  5.5146538e-02  4.6079773e-02  6.4035416e-02  4.0898860e-02
  4.4223204e-02  6.3557230e-02  2.0847222e-02  4.2297028e-02
  6.0482115e-02  3.7651133e-02  3.4230195e-02  4.5340814e-02
  3.1163044e-02  2.3267217e-02  3.1463426e-02  3.2572202e-02
  4.2601153e-03  6.9743097e-02  1.0151852e+00 -3.8206255e-01
 -1.3709560e-01 -7.1408033e-02 -1.0866588e-01 -7.8347847e-02
  3.8453624e-02 -2.0018908e-01 -3.4429215e-02 -1.1539115e-01
  5.8388006e-02 -1.2767045e-01  1.1590283e-02 -1.1501856e-01
 -6.4327843e-02 -5.7078104e-02  1.9960904e-01 -1.0967169e-02
 -6.2464420e-03 -1.6267398e-02 -3.3160500e-02 -1.6326578e-03
 -1.2786765e-02 -3.0162668e-02  2.8977469e-03 -7.0118681e-02
 -2.8137233e-02 -3.9403997e-02 -2.2996139e-02  1.0139123e-03]",425215,4,1
"[-2.23386176e-02  1.19581692e-01  5.03729701e-01 -7.52430558e-02
 -1.66882783e-01 -5.70646971e-02 -8.22755620e-02  3.48053165e-02
 -5.13997935e-02  4.74566258e-02 -6.22639358e-02 -5.09602204e-03
 -1.41523005e-02  1.87889654e-02 -3.08907609e-02 -9.58209783e-02
 -2.66428553e-02 -2.69537373e-03  1.84139516e-02  2.51813000e-03
 -4.62605618e-03 -3.23986076e-03 -2.01935768e-02 -6.57097530e-03
 -6.70144614e-03 -5.62669663e-03 -9.13404766e-03  2.63940077e-02
 -2.44152104e-03 -7.61174969e-03  2.09454689e-02 -1.36797014e-03
  6.07646629e-03 -2.13471577e-02 -1.61716044e-02 -4.14164476e-02
 -1.03215441e-01 -1.13864891e-01  3.85452285e-02 -1.00559838e-01
 -1.13895416e-01  1.78517818e-01  2.85919011e-02  2.58092731e-02
  4.43286002e-02  4.24244143e-02  9.52721760e-03  1.33959934e-01
  8.17926228e-03  1.03743514e-02  9.62207243e-02  1.58810467e-02
  1.39846150e-02  1.42646004e-02  2.09232308e-02  9.92490724e-03
  1.87182017e-02  1.22915274e-02  3.42020765e-04  9.72065609e-03
  2.46474938e-03 -4.01575118e-04  1.87884495e-02  1.27226096e-02
 -8.38411078e-02 -1.85033530e-01 -3.08119595e-01 -1.07845604e-01
 -1.72264799e-01 -1.00537944e+00  2.86389560e-01  2.15243131e-01
  5.73143482e-01 -9.60677862e-02 -9.63356718e-02 -3.51399295e-02
 -3.09702829e-02  1.99934486e-02 -2.34136041e-02 -1.95931457e-02
 -4.86868154e-03  6.29361719e-04 -2.55149696e-02 -4.48654592e-03
 -2.66628936e-02 -1.63036380e-02 -7.22619146e-03 -1.86475907e-02
 -2.89784502e-02 -1.81804560e-02 -1.80035718e-02 -2.63608620e-02
 -2.38824766e-02 -8.15311540e-03 -2.72076782e-02 -2.64067017e-02
 -2.54588127e-01 -4.76074755e-01 -2.21310401e+00  5.76220512e-01
  3.84049952e-01  1.79405034e-01  1.44994304e-01 -4.38874960e-03
  2.85468876e-01 -3.04208934e-01 -2.73458883e-02 -4.70631495e-02
  1.10311136e-01  7.57564083e-02 -1.53439678e-02 -7.55426735e-02
  2.35066134e-02 -3.50618549e-03  6.31279349e-02  2.68562213e-02
 -5.95321879e-04  5.91585897e-02  3.97073757e-03  2.74535064e-02
  2.34117508e-02 -6.89967675e-03  7.99560919e-03  3.70511003e-02
  1.58531703e-02 -4.97047324e-03  2.16184650e-02  8.03054683e-03]",audio/signals_f,"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",32,"[-5.3281166e-02  4.1838758e-02 -7.4892724e-01  2.2602716e-01
  6.7857653e-02  1.6368794e-01  3.5716332e-02  8.6952940e-02
  1.9371596e-01 -7.9621702e-02 -2.7295314e-02 -7.5132340e-02
  8.1734896e-02  1.7897464e-02  4.2942286e-02  2.2393662e-02
 -1.8455602e-02  3.2265965e-02 -2.6880959e-02  7.4154930e-03
  1.1340719e-02  3.8116455e-02  1.0969662e-02 -2.2098762e-03
  2.1605883e-03  1.7500617e-02 -4.3580658e-04  1.7707478e-02
  4.0719039e-03  4.4178008e-03  1.6153492e-03  6.0714060e-03
 -2.7789405e-02  1.0470899e-01  6.9973308e-01 -2.9911482e-01
 -7.5207502e-03 -7.5864933e-02 -7.4068390e-02  1.5703589e-03
 -5.2481398e-02  1.8253213e-02 -1.5597481e-02 -3.7190296e-02
  1.4176896e-02  2.0426536e-02 -4.7985446e-02  2.3056050e-01
 -3.8558692e-03 -7.3726997e-03  2.3241367e-02 -1.2656513e-02
 -1.1476668e-02 -2.8110502e-02 -4.0967297e-04 -4.6913773e-03
 -1.2693319e-02 -7.3054675e-03 -1.4552565e-02  8.8995378e-03
 -1.0288283e-03  5.5426592e-04 -8.1037991e-03 -2.0298641e-05
 -1.3226621e-01 -2.5272313e-01 -2.6905520e+00  3.7458304e-01
  6.6614300e-02 -3.7433892e-01  2.4102910e-01  1.6794701e-01
 -2.0744362e-01  1.9366494e-01  2.5521156e-01  3.8311303e-02
  1.2596911e-01  1.3189360e-01  7.0799477e-02  5.5675421e-02
  5.5146538e-02  4.6079773e-02  6.4035416e-02  4.0898860e-02
  4.4223204e-02  6.3557230e-02  2.0847222e-02  4.2297028e-02
  6.0482115e-02  3.7651133e-02  3.4230195e-02  4.5340814e-02
  3.1163044e-02  2.3267217e-02  3.1463426e-02  3.2572202e-02
  4.2601153e-03  6.9743097e-02  1.0151852e+00 -3.8206255e-01
 -1.3709560e-01 -7.1408033e-02 -1.0866588e-01 -7.8347847e-02
  3.8453624e-02 -2.0018908e-01 -3.4429215e-02 -1.1539115e-01
  5.8388006e-02 -1.2767045e-01  1.1590283e-02 -1.1501856e-01
 -6.4327843e-02 -5.7078104e-02  1.9960904e-01 -1.0967169e-02
 -6.2464420e-03 -1.6267398e-02 -3.3160500e-02 -1.6326578e-03
 -1.2786765e-02 -3.0162668e-02  2.8977469e-03 -7.0118681e-02
 -2.8137233e-02 -3.9403997e-02 -2.2996139e-02  1.0139123e-03]",425300,4,2
"[ 6.17231950e-02  3.58166024e-02  7.69243464e-02 -3.73693109e-02
  1.35509893e-02 -8.61583799e-02  4.52207439e-02  1.07779680e-02
 -7.70406378e-03  9.66004282e-03  3.02736089e-03  3.87222879e-02
 -7.53209461e-04 -2.67442819e-02 -1.11216996e-02 -1.12812417e-02
 -2.77962424e-02 -6.25317171e-03 -2.57950695e-03 -1.37010720e-02
 -4.00121673e-04  1.32208019e-02  2.84227589e-03 -5.03822835e-03
 -8.91269464e-03  7.74184754e-03 -5.23598259e-03 -1.08808149e-02
 -8.27866700e-03  8.22761469e-03 -1.14539918e-02  2.87733041e-04
 -4.21617217e-02  2.12781727e-02 -1.58619285e-02  8.06101412e-03
  2.38125585e-03  4.26273122e-02 -2.43919659e-02  5.17504700e-02
 -9.11663473e-02  1.19572513e-01 -2.04673465e-02  2.87722554e-02
  2.33414304e-02  5.68555817e-02  2.03825738e-02 -1.41606182e-01
  9.21742059e-03  4.78769001e-03  1.33373365e-01  1.10710477e-02
  1.46231558e-02  2.06773505e-02 -1.99256931e-03  1.91196799e-03
  1.14433253e-02  1.42975012e-02  1.03107877e-02  2.06134208e-02
 -6.04145881e-03  1.04253376e-02  3.42686358e-03  2.86404137e-03
 -1.09257065e-01 -1.30578667e-01 -9.71278191e-01  9.10161883e-02
  5.74868172e-03 -9.60999727e-03  1.16458684e-02  3.99549380e-02
  7.17941448e-02 -3.51555571e-02 -6.08511865e-02 -6.19955808e-02
 -9.78389848e-03 -3.20767146e-03 -4.01097238e-02 -5.95544465e-03
 -6.08654507e-02 -2.49768347e-02  5.80011457e-02 -4.72296327e-02
 -2.29351670e-02 -9.21948813e-03 -3.96841159e-03 -2.93604769e-02
 -1.06283417e-02 -9.63751692e-03 -2.07099039e-02 -1.54173346e-02
 -2.50739679e-02 -3.12397312e-02 -1.12512363e-02 -2.39870083e-02
 -2.26233721e-01 -3.39467525e-01 -1.36530960e+00  3.01440299e-01
  6.89244270e-03 -1.48310304e-01  1.15481958e-01 -1.14257559e-02
 -1.52346998e-01  3.02396685e-01  1.53669834e-01  7.09547773e-02
  5.42486161e-02  2.64904648e-03  3.85215208e-02 -4.30793315e-02
 -1.57944784e-02  1.58410482e-02 -2.92160586e-02  2.48526372e-02
  1.53067466e-02  4.08336781e-02 -5.18213212e-03  2.04973109e-02
  5.80424257e-02 -7.13197095e-03  1.06109902e-02  6.00690348e-03
  1.64349303e-02  2.51513217e-02 -7.39050470e-03  2.39963308e-02]",audio/signals_f,"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",32,"[-2.48526223e-02  2.31700838e-02 -1.18415751e-01  1.20744249e-02
  4.60091978e-03  2.51405742e-02  2.35645324e-02  5.05900197e-02
  5.74771538e-02 -2.08715498e-02 -5.64721674e-02  2.61080749e-02
 -6.74396567e-03 -8.02982450e-02 -9.75782576e-04 -4.30046134e-02
 -2.74283681e-02 -8.18100758e-04  2.53591337e-03  1.17399152e-02
  1.64855504e-04 -5.99906500e-03 -3.03993095e-03 -9.93052404e-03
  8.58974829e-03 -2.84652552e-03  1.24175777e-03  1.19084921e-02
 -1.60180330e-02  3.36583704e-04  6.89506084e-02  7.01796671e-04
  5.18778190e-02  3.77639160e-02  6.51496530e-01 -2.87821949e-01
 -6.86283112e-02 -5.39910272e-02 -9.42621082e-02 -4.82491702e-02
 -9.35950503e-02  3.71612497e-02 -7.08688051e-02 -1.04957521e-02
 -3.34730074e-02 -3.61378863e-03 -3.12988088e-02  1.14743114e-01
 -5.85953519e-03 -8.44036788e-03  1.24320343e-01 -1.49056669e-02
 -6.17330708e-03 -4.55755927e-03 -2.74034031e-03 -1.22659244e-02
 -1.08925942e-02 -1.34815304e-02 -3.17943469e-03 -1.27300806e-03
 -1.19619314e-02 -3.74554880e-02  1.50251966e-02 -1.07192304e-02
 -1.18909620e-01 -1.22654654e-01 -2.49978685e+00  3.94541830e-01
  1.70390546e-01 -4.53232795e-01  3.38568062e-01  1.74600914e-01
  4.09232944e-01  3.34829278e-02  2.96778977e-02  4.12945002e-02
  6.70336932e-02  2.13146470e-02  6.73514009e-02  7.66464472e-02
  5.62124811e-02  4.38623764e-02  5.88971078e-02  9.05292016e-03
  4.23156582e-02  3.52521390e-02  7.14185014e-02  3.52368355e-02
  3.16413864e-02  3.88142914e-02  3.69272605e-02  1.55474320e-02
  1.75160039e-02  1.90915391e-02  1.94182955e-02  1.61864907e-02
  3.32287252e-02  2.63687253e-01  1.21762407e+00 -4.06111419e-01
 -2.14594647e-01 -2.97295362e-01  1.41714722e-01  8.79764780e-02
  1.35130003e-01 -2.23196208e-01 -1.01909742e-01 -1.07013315e-01
  4.86760736e-02  3.61911058e-02  1.83957852e-02 -1.53845549e-01
 -3.60078365e-02 -2.60999575e-02 -4.76784632e-02 -3.57182324e-02
 -1.93424113e-02  8.01893882e-03 -9.40231606e-03 -3.40654328e-03
 -1.10741761e-02  4.50838916e-03 -1.45269511e-02  1.63833797e-03
 -2.07853690e-02  1.17662875e-03 -2.81766187e-02  5.88920247e-03]",425688,4,3
"[-2.0464398e-03  2.5789583e-02 -1.7846458e-01  5.1830273e-02
  1.2627970e-02  7.2646037e-02  4.0822256e-02 -5.6441026e-03
  6.9429740e-02  5.8164410e-03 -5.6805901e-02  3.9694145e-02
 -2.1296676e-02 -2.4737487e-02  1.3619848e-02 -4.2102847e-02
 -8.0892863e-03  3.6584768e-03  6.4368825e-04 -1.0017930e-02
  6.6060517e-03  3.4347298e-03  8.3827786e-03 -6.7308033e-03
 -4.3310155e-03  4.6300394e-03  7.5956997e-03  1.2901206e-02
 -2.7704844e-03 -1.6799290e-04 -5.5280514e-05  1.5662804e-02
  2.1637702e-01  3.4085000e-01  1.4421405e+00 -3.2658240e-01
 -9.1032177e-02  6.2185969e-02 -5.3617895e-02  2.0300079e-02
  2.5075457e-01 -4.1349432e-01 -1.3427511e-01 -6.0504727e-02
 -5.3030744e-02 -3.3420879e-02 -1.9675467e-02 -3.4827265e-01
 -5.4007597e-02 -2.5886141e-02 -3.2432854e-02 -2.6905198e-02
 -2.3648363e-02 -3.2851854e-03 -2.3233376e-02 -1.4443332e-02
  8.7808073e-03 -1.8597823e-02 -1.0840010e-02 -1.1898946e-02
  6.5277265e-03  3.7169838e-03 -7.7199186e-03 -1.6157407e-02
  6.1397411e-02 -9.8046854e-02 -5.1772469e-01  1.0294620e-01
  1.9496894e-01  7.2966135e-01 -1.9951800e-01 -1.5266369e-01
 -3.4333456e-01  4.6991091e-02 -7.0891261e-02  2.2211524e-02
  1.4564497e-02  3.0358318e-02  4.9316715e-03  7.8423694e-03
 -1.4718198e-02 -2.9070567e-02  3.8130406e-02 -1.0638899e-02
 -6.0360953e-03  9.5875207e-03 -1.1676057e-02  7.1189054e-03
  4.1699633e-03  2.0634697e-03  6.9445376e-03  1.4057796e-02
  8.7917699e-03  2.5762839e-02 -2.1360645e-02 -3.0223525e-03
 -5.0420117e-01 -6.7475432e-01 -3.2547565e+00  9.4299352e-01
  2.6122504e-01  2.0145655e-01  1.4700934e-01 -1.7362908e-02
  5.5155829e-02  1.7159571e-01  2.0730568e-01  1.7306775e-01
 -1.8020509e-01  7.6055773e-02  4.4424351e-02 -6.9229424e-02
  2.9443841e-02  2.0394057e-02  1.6739872e-01  2.5522012e-02
  5.2929223e-02  3.8593099e-02  4.1979350e-02  4.2333186e-02
  2.6689753e-02  4.0113971e-02  2.6189571e-02  6.5546393e-02
  1.6915612e-02 -2.2228565e-02  1.7560454e-02  2.9256493e-02]",audio/signals_f,"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",32,"[ 1.35479882e-01 -1.01707429e-02  1.69311851e-01 -6.52196631e-03
 -8.80577117e-02  1.03665441e-01 -6.74194098e-02 -6.46684915e-02
  3.35615054e-02 -6.45741597e-02 -3.19285244e-02 -3.05697992e-02
 -4.23492938e-02 -3.67834084e-02 -2.27604788e-02 -7.05770627e-02
 -4.60316800e-02 -2.85773221e-02 -1.52472463e-02 -1.23136295e-02
 -2.46478245e-02 -1.15252389e-02 -3.14435828e-03 -1.93464682e-02
 -1.39997937e-02 -1.79605260e-02 -1.47262448e-02 -1.46260578e-02
 -1.89979095e-02 -5.79467649e-03 -6.86638728e-02 -6.12229621e-03
 -3.47646177e-02 -6.07665330e-02 -2.90023535e-01  1.09270766e-01
 -1.32372975e-02  4.32014540e-02  1.05749071e-02 -4.99305427e-02
  4.45053056e-02 -1.26918778e-02  3.22635286e-02  1.15224272e-02
 -2.55628265e-02 -1.11510232e-03  1.54788829e-02 -8.47562253e-02
  6.58304989e-03 -5.77553734e-03  7.72766024e-02 -7.64961448e-03
  6.81892969e-04 -1.16496254e-03  1.88881010e-02  5.54907508e-03
 -1.74712949e-03  9.87234712e-03 -1.13217812e-03 -7.51734572e-03
  9.98041499e-03  4.10732813e-02 -2.46562622e-02  6.91941008e-03
  6.82612881e-03  2.84271762e-02 -2.18230069e-01  9.26432461e-02
  1.81837037e-01  6.26335621e-01 -1.90090686e-01 -9.19296890e-02
 -1.41149610e-01  1.05321556e-02  1.33405700e-02  2.34800056e-02
 -4.05741110e-02 -1.01955570e-01  3.89315002e-03 -1.94345340e-02
  1.21585000e-03 -1.84478145e-02  6.15660846e-03 -3.17632891e-02
 -2.56179012e-02  7.30983913e-03  1.53119750e-02  5.93504589e-03
 -2.05750633e-02 -9.06503946e-03 -4.54926025e-03 -1.76987480e-02
  5.15584648e-03 -1.61510017e-02  1.92326214e-02 -5.82821784e-04
  1.43137380e-01  4.73117709e-01  3.47580266e+00 -1.19158387e+00
 -4.50703621e-01 -2.57051587e-01 -3.91818732e-01 -1.83708563e-01
 -3.54386806e-01  9.56496596e-03 -1.28881857e-02 -8.42455551e-02
 -1.53597891e-01 -1.51716799e-01 -1.00927725e-01 -1.97728127e-02
 -9.71515253e-02 -9.67212170e-02  1.22871496e-01 -6.13575839e-02
 -4.05115709e-02 -3.24978344e-02 -4.37705964e-02 -5.61777651e-02
 -2.07885392e-02 -4.99732159e-02 -5.84898964e-02 -2.90058851e-02
 -4.11944315e-02 -5.35141602e-02  7.52245169e-03 -4.55134138e-02]",426554,4,4
