frequencies,signals_imag_vect,topic,index,n_mics,n_frequencies,signals_real_vect,timestamp,mic_positions
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]","[-2.50175386e-03 -7.95784348e-04 -1.73432659e-03 -3.36062833e-04
  5.43210015e-04  6.89213630e-04 -2.02866460e-04  4.49396059e-04
 -8.90874580e-05 -9.88380998e-05 -1.14628114e-04 -5.74187106e-05
 -1.36594244e-04 -3.44526750e-04  6.22123844e-05 -9.35323696e-05
 -3.82280778e-05 -1.31247260e-04 -1.35235736e-04 -8.23124428e-05
 -1.04271516e-04 -1.10145720e-05 -6.19595521e-05 -9.29668167e-05
 -1.69105391e-04 -2.58178363e-04  1.44389633e-04 -1.36981922e-04
  1.66372207e-04 -4.04935090e-05  8.67120907e-05 -1.64294062e-04
 -4.28728090e-04  4.00718680e-04  1.76420563e-05  2.24459291e-05
 -9.21927567e-05 -6.04590750e-04 -2.05071818e-04 -6.72070819e-05
 -1.00886449e-04  1.99220653e-04  8.18951667e-05 -1.34085829e-04
 -1.09489883e-06 -1.85350742e-04 -1.99149436e-04  1.40701406e-04
 -6.98056101e-06  2.30030073e-05 -5.15957581e-05  1.32475310e-04
  4.64962832e-05 -2.18949688e-04  4.03192498e-05 -5.34297214e-05
 -1.76954782e-05  4.37926064e-05  6.41780643e-05 -2.81470420e-05
  2.61593959e-06 -1.33858790e-04  4.07179577e-05  5.10422688e-05
 -4.65244427e-03 -1.05588825e-03 -4.40886198e-03 -6.21797808e-04
  8.04349664e-04  1.29410287e-03 -3.47133901e-04  1.08317683e-04
 -2.70696270e-04 -3.66462074e-04  1.83562253e-04  3.45788954e-04
 -7.08054577e-05 -3.49588925e-04 -1.69533057e-04 -9.57969605e-05
 -5.73671059e-06  1.99635324e-05  8.12852595e-05  6.85434206e-05
  1.30678542e-04  1.80407093e-04  1.32906702e-04  1.46080711e-04
 -6.60111109e-05  1.29160413e-04  1.15536677e-04 -1.42589473e-04
  1.61989257e-04  1.29813445e-04  7.48114326e-05  1.34271977e-06
 -1.83853204e-03 -1.67318387e-04 -2.42469599e-03 -2.09721737e-04
  3.39028484e-04  8.98136001e-04 -1.01647820e-04 -2.47368065e-04
 -2.85114103e-04 -2.46233365e-04 -8.61078952e-05 -1.47104991e-04
  6.98385847e-05  5.38822860e-05 -2.43648698e-04 -1.13437869e-04
 -9.31787508e-05  6.58230128e-05  1.44050136e-04  7.82199277e-05
 -2.18558460e-04 -4.61917371e-05  8.27294134e-05 -9.79083925e-05
  3.93457885e-05  1.22808386e-04  5.58164429e-05 -4.84352240e-05
  5.20194808e-05  1.64309065e-04 -5.61957750e-05  9.02991887e-05]",audio/signals_f,0,4,32,"[-4.50619002e-04 -2.95364007e-04 -8.16536369e-04 -1.49435684e-04
  2.64222908e-05  3.89883571e-05 -1.54866633e-04 -5.71866767e-05
  1.49333544e-04  1.17849479e-04 -3.22465581e-04 -5.18431625e-05
  2.46377283e-04 -7.33087727e-05 -8.30526697e-05  4.78179951e-04
  1.12203379e-04  1.21929435e-04 -9.93895083e-05 -2.12857180e-04
  7.07771542e-05 -1.08571345e-04  3.16951773e-05  7.00210294e-05
  1.30954650e-05 -8.52577432e-05  1.17845229e-05  1.63041637e-04
  1.40242308e-04  2.02484262e-05 -1.47665298e-04  1.99757575e-04
  2.45403324e-04  1.43332203e-04 -6.56466364e-05 -1.80763658e-04
 -6.64972176e-05  2.63062888e-04  3.16949503e-04 -2.89887394e-04
  2.06277808e-04 -2.14335130e-04  1.41570723e-04 -4.07398184e-05
 -3.06108232e-05 -2.65723938e-04 -2.85055488e-04 -1.18750722e-05
 -1.09277753e-04  3.92363763e-05  1.86285048e-04 -1.61280550e-05
 -1.65042875e-04 -3.61867606e-05 -2.04939570e-04 -3.68989749e-05
 -3.13233832e-05 -2.85511895e-04  1.74534420e-04 -1.97139976e-04
  1.15051924e-04 -7.91255588e-05 -2.42158530e-05 -9.64473438e-05
 -2.31059850e-03 -2.33947998e-04 -1.56332168e-03 -1.16665266e-03
  6.82146347e-04  7.04806182e-04  4.43829689e-04 -7.66251396e-05
 -1.61030432e-04  1.26554107e-04  3.33574280e-05 -3.11790354e-04
 -3.46200104e-05  1.09407090e-04  2.56065076e-04  3.78918776e-06
  1.35270820e-05  2.06854369e-04 -1.39040523e-04  2.68424155e-05
 -1.08052125e-04 -1.96926248e-06  3.08002564e-06  5.24391398e-05
  2.29389952e-05  1.61020245e-04 -1.75023924e-05  4.88781589e-05
  2.30191406e-04  7.24504935e-05  3.70768248e-06  4.62307071e-07
 -9.42961895e-04  2.41984206e-04 -7.13852700e-04 -6.56230375e-04
  4.65380348e-04  3.78071942e-04 -5.76548337e-06 -3.46579502e-04
 -1.26430066e-04 -9.27709843e-05  3.06520698e-04  1.00764213e-04
 -5.14284693e-05  5.71859418e-05  1.71217835e-05  8.07846154e-05
 -1.88845297e-06 -2.97712468e-05  1.73875378e-05  4.90541388e-05
  1.61835211e-04 -6.71888411e-05  1.16673626e-04  1.08653578e-04
  1.32728921e-04 -7.91718958e-06 -7.30994361e-06  2.23661395e-04
 -4.89708109e-05 -1.68053710e-04  2.32381106e-04 -5.52190977e-05]",235204,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054]
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]","[-2.50175386e-03 -7.95784348e-04 -1.73432659e-03 -3.36062833e-04
  5.43210015e-04  6.89213630e-04 -2.02866460e-04  4.49396059e-04
 -8.90874580e-05 -9.88380998e-05 -1.14628114e-04 -5.74187106e-05
 -1.36594244e-04 -3.44526750e-04  6.22123844e-05 -9.35323696e-05
 -3.82280778e-05 -1.31247260e-04 -1.35235736e-04 -8.23124428e-05
 -1.04271516e-04 -1.10145720e-05 -6.19595521e-05 -9.29668167e-05
 -1.69105391e-04 -2.58178363e-04  1.44389633e-04 -1.36981922e-04
  1.66372207e-04 -4.04935090e-05  8.67120907e-05 -1.64294062e-04
 -4.28728090e-04  4.00718680e-04  1.76420563e-05  2.24459291e-05
 -9.21927567e-05 -6.04590750e-04 -2.05071818e-04 -6.72070819e-05
 -1.00886449e-04  1.99220653e-04  8.18951667e-05 -1.34085829e-04
 -1.09489883e-06 -1.85350742e-04 -1.99149436e-04  1.40701406e-04
 -6.98056101e-06  2.30030073e-05 -5.15957581e-05  1.32475310e-04
  4.64962832e-05 -2.18949688e-04  4.03192498e-05 -5.34297214e-05
 -1.76954782e-05  4.37926064e-05  6.41780643e-05 -2.81470420e-05
  2.61593959e-06 -1.33858790e-04  4.07179577e-05  5.10422688e-05
 -4.65244427e-03 -1.05588825e-03 -4.40886198e-03 -6.21797808e-04
  8.04349664e-04  1.29410287e-03 -3.47133901e-04  1.08317683e-04
 -2.70696270e-04 -3.66462074e-04  1.83562253e-04  3.45788954e-04
 -7.08054577e-05 -3.49588925e-04 -1.69533057e-04 -9.57969605e-05
 -5.73671059e-06  1.99635324e-05  8.12852595e-05  6.85434206e-05
  1.30678542e-04  1.80407093e-04  1.32906702e-04  1.46080711e-04
 -6.60111109e-05  1.29160413e-04  1.15536677e-04 -1.42589473e-04
  1.61989257e-04  1.29813445e-04  7.48114326e-05  1.34271977e-06
 -1.83853204e-03 -1.67318387e-04 -2.42469599e-03 -2.09721737e-04
  3.39028484e-04  8.98136001e-04 -1.01647820e-04 -2.47368065e-04
 -2.85114103e-04 -2.46233365e-04 -8.61078952e-05 -1.47104991e-04
  6.98385847e-05  5.38822860e-05 -2.43648698e-04 -1.13437869e-04
 -9.31787508e-05  6.58230128e-05  1.44050136e-04  7.82199277e-05
 -2.18558460e-04 -4.61917371e-05  8.27294134e-05 -9.79083925e-05
  3.93457885e-05  1.22808386e-04  5.58164429e-05 -4.84352240e-05
  5.20194808e-05  1.64309065e-04 -5.61957750e-05  9.02991887e-05]",audio/signals_f,1,4,32,"[-4.50619002e-04 -2.95364007e-04 -8.16536369e-04 -1.49435684e-04
  2.64222908e-05  3.89883571e-05 -1.54866633e-04 -5.71866767e-05
  1.49333544e-04  1.17849479e-04 -3.22465581e-04 -5.18431625e-05
  2.46377283e-04 -7.33087727e-05 -8.30526697e-05  4.78179951e-04
  1.12203379e-04  1.21929435e-04 -9.93895083e-05 -2.12857180e-04
  7.07771542e-05 -1.08571345e-04  3.16951773e-05  7.00210294e-05
  1.30954650e-05 -8.52577432e-05  1.17845229e-05  1.63041637e-04
  1.40242308e-04  2.02484262e-05 -1.47665298e-04  1.99757575e-04
  2.45403324e-04  1.43332203e-04 -6.56466364e-05 -1.80763658e-04
 -6.64972176e-05  2.63062888e-04  3.16949503e-04 -2.89887394e-04
  2.06277808e-04 -2.14335130e-04  1.41570723e-04 -4.07398184e-05
 -3.06108232e-05 -2.65723938e-04 -2.85055488e-04 -1.18750722e-05
 -1.09277753e-04  3.92363763e-05  1.86285048e-04 -1.61280550e-05
 -1.65042875e-04 -3.61867606e-05 -2.04939570e-04 -3.68989749e-05
 -3.13233832e-05 -2.85511895e-04  1.74534420e-04 -1.97139976e-04
  1.15051924e-04 -7.91255588e-05 -2.42158530e-05 -9.64473438e-05
 -2.31059850e-03 -2.33947998e-04 -1.56332168e-03 -1.16665266e-03
  6.82146347e-04  7.04806182e-04  4.43829689e-04 -7.66251396e-05
 -1.61030432e-04  1.26554107e-04  3.33574280e-05 -3.11790354e-04
 -3.46200104e-05  1.09407090e-04  2.56065076e-04  3.78918776e-06
  1.35270820e-05  2.06854369e-04 -1.39040523e-04  2.68424155e-05
 -1.08052125e-04 -1.96926248e-06  3.08002564e-06  5.24391398e-05
  2.29389952e-05  1.61020245e-04 -1.75023924e-05  4.88781589e-05
  2.30191406e-04  7.24504935e-05  3.70768248e-06  4.62307071e-07
 -9.42961895e-04  2.41984206e-04 -7.13852700e-04 -6.56230375e-04
  4.65380348e-04  3.78071942e-04 -5.76548337e-06 -3.46579502e-04
 -1.26430066e-04 -9.27709843e-05  3.06520698e-04  1.00764213e-04
 -5.14284693e-05  5.71859418e-05  1.71217835e-05  8.07846154e-05
 -1.88845297e-06 -2.97712468e-05  1.73875378e-05  4.90541388e-05
  1.61835211e-04 -6.71888411e-05  1.16673626e-04  1.08653578e-04
  1.32728921e-04 -7.91718958e-06 -7.30994361e-06  2.23661395e-04
 -4.89708109e-05 -1.68053710e-04  2.32381106e-04 -5.52190977e-05]",235280,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054]
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]","[-2.50175386e-03 -7.95784348e-04 -1.73432659e-03 -3.36062833e-04
  5.43210015e-04  6.89213630e-04 -2.02866460e-04  4.49396059e-04
 -8.90874580e-05 -9.88380998e-05 -1.14628114e-04 -5.74187106e-05
 -1.36594244e-04 -3.44526750e-04  6.22123844e-05 -9.35323696e-05
 -3.82280778e-05 -1.31247260e-04 -1.35235736e-04 -8.23124428e-05
 -1.04271516e-04 -1.10145720e-05 -6.19595521e-05 -9.29668167e-05
 -1.69105391e-04 -2.58178363e-04  1.44389633e-04 -1.36981922e-04
  1.66372207e-04 -4.04935090e-05  8.67120907e-05 -1.64294062e-04
 -4.28728090e-04  4.00718680e-04  1.76420563e-05  2.24459291e-05
 -9.21927567e-05 -6.04590750e-04 -2.05071818e-04 -6.72070819e-05
 -1.00886449e-04  1.99220653e-04  8.18951667e-05 -1.34085829e-04
 -1.09489883e-06 -1.85350742e-04 -1.99149436e-04  1.40701406e-04
 -6.98056101e-06  2.30030073e-05 -5.15957581e-05  1.32475310e-04
  4.64962832e-05 -2.18949688e-04  4.03192498e-05 -5.34297214e-05
 -1.76954782e-05  4.37926064e-05  6.41780643e-05 -2.81470420e-05
  2.61593959e-06 -1.33858790e-04  4.07179577e-05  5.10422688e-05
 -4.65244427e-03 -1.05588825e-03 -4.40886198e-03 -6.21797808e-04
  8.04349664e-04  1.29410287e-03 -3.47133901e-04  1.08317683e-04
 -2.70696270e-04 -3.66462074e-04  1.83562253e-04  3.45788954e-04
 -7.08054577e-05 -3.49588925e-04 -1.69533057e-04 -9.57969605e-05
 -5.73671059e-06  1.99635324e-05  8.12852595e-05  6.85434206e-05
  1.30678542e-04  1.80407093e-04  1.32906702e-04  1.46080711e-04
 -6.60111109e-05  1.29160413e-04  1.15536677e-04 -1.42589473e-04
  1.61989257e-04  1.29813445e-04  7.48114326e-05  1.34271977e-06
 -1.83853204e-03 -1.67318387e-04 -2.42469599e-03 -2.09721737e-04
  3.39028484e-04  8.98136001e-04 -1.01647820e-04 -2.47368065e-04
 -2.85114103e-04 -2.46233365e-04 -8.61078952e-05 -1.47104991e-04
  6.98385847e-05  5.38822860e-05 -2.43648698e-04 -1.13437869e-04
 -9.31787508e-05  6.58230128e-05  1.44050136e-04  7.82199277e-05
 -2.18558460e-04 -4.61917371e-05  8.27294134e-05 -9.79083925e-05
  3.93457885e-05  1.22808386e-04  5.58164429e-05 -4.84352240e-05
  5.20194808e-05  1.64309065e-04 -5.61957750e-05  9.02991887e-05]",audio/signals_f,2,4,32,"[-4.50619002e-04 -2.95364007e-04 -8.16536369e-04 -1.49435684e-04
  2.64222908e-05  3.89883571e-05 -1.54866633e-04 -5.71866767e-05
  1.49333544e-04  1.17849479e-04 -3.22465581e-04 -5.18431625e-05
  2.46377283e-04 -7.33087727e-05 -8.30526697e-05  4.78179951e-04
  1.12203379e-04  1.21929435e-04 -9.93895083e-05 -2.12857180e-04
  7.07771542e-05 -1.08571345e-04  3.16951773e-05  7.00210294e-05
  1.30954650e-05 -8.52577432e-05  1.17845229e-05  1.63041637e-04
  1.40242308e-04  2.02484262e-05 -1.47665298e-04  1.99757575e-04
  2.45403324e-04  1.43332203e-04 -6.56466364e-05 -1.80763658e-04
 -6.64972176e-05  2.63062888e-04  3.16949503e-04 -2.89887394e-04
  2.06277808e-04 -2.14335130e-04  1.41570723e-04 -4.07398184e-05
 -3.06108232e-05 -2.65723938e-04 -2.85055488e-04 -1.18750722e-05
 -1.09277753e-04  3.92363763e-05  1.86285048e-04 -1.61280550e-05
 -1.65042875e-04 -3.61867606e-05 -2.04939570e-04 -3.68989749e-05
 -3.13233832e-05 -2.85511895e-04  1.74534420e-04 -1.97139976e-04
  1.15051924e-04 -7.91255588e-05 -2.42158530e-05 -9.64473438e-05
 -2.31059850e-03 -2.33947998e-04 -1.56332168e-03 -1.16665266e-03
  6.82146347e-04  7.04806182e-04  4.43829689e-04 -7.66251396e-05
 -1.61030432e-04  1.26554107e-04  3.33574280e-05 -3.11790354e-04
 -3.46200104e-05  1.09407090e-04  2.56065076e-04  3.78918776e-06
  1.35270820e-05  2.06854369e-04 -1.39040523e-04  2.68424155e-05
 -1.08052125e-04 -1.96926248e-06  3.08002564e-06  5.24391398e-05
  2.29389952e-05  1.61020245e-04 -1.75023924e-05  4.88781589e-05
  2.30191406e-04  7.24504935e-05  3.70768248e-06  4.62307071e-07
 -9.42961895e-04  2.41984206e-04 -7.13852700e-04 -6.56230375e-04
  4.65380348e-04  3.78071942e-04 -5.76548337e-06 -3.46579502e-04
 -1.26430066e-04 -9.27709843e-05  3.06520698e-04  1.00764213e-04
 -5.14284693e-05  5.71859418e-05  1.71217835e-05  8.07846154e-05
 -1.88845297e-06 -2.97712468e-05  1.73875378e-05  4.90541388e-05
  1.61835211e-04 -6.71888411e-05  1.16673626e-04  1.08653578e-04
  1.32728921e-04 -7.91718958e-06 -7.30994361e-06  2.23661395e-04
 -4.89708109e-05 -1.68053710e-04  2.32381106e-04 -5.52190977e-05]",235366,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054]
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]","[ 4.25725040e-04  5.61140769e-06 -8.82554450e-05  5.43280214e-04
  1.15105679e-04 -2.28357007e-04  4.65075544e-04 -2.05956618e-04
  1.20738288e-04 -6.07840229e-06 -9.80067853e-06  1.52583802e-04
  2.37226719e-04 -1.62053606e-04 -3.13463497e-05  2.78629072e-04
  4.83996064e-06  4.91709274e-04  1.42861390e-05 -2.52790516e-04
  8.29331402e-05 -2.63665628e-04 -5.68243704e-05 -1.55625166e-04
  1.59689749e-04  1.30252796e-04 -6.61343802e-05  1.44444784e-05
 -9.61959813e-05  3.60631791e-04 -3.08592353e-05 -4.34054564e-05
 -1.02054182e-04 -6.20905485e-04 -1.21767342e-04 -2.69840937e-04
 -4.03545593e-04 -3.56105127e-04 -6.24419627e-05  2.37757922e-04
  1.69407176e-05 -2.91959383e-04  3.38327009e-05 -2.67440395e-04
  2.49102246e-04 -1.35225520e-04 -2.56672065e-05  1.52379944e-04
  1.02438105e-04  2.43740433e-05 -1.34480462e-04 -1.24206897e-04
  9.71327827e-05 -9.58354140e-05  3.93804730e-05  2.80976295e-04
 -2.44898954e-04 -1.18009018e-04 -1.23565464e-04  8.81085434e-05
 -1.56143156e-04  4.24903446e-05  9.10332819e-05  2.73905520e-04
 -8.28490418e-04  1.01660786e-03  4.26657964e-04  8.60360335e-04
 -7.07247062e-04  6.06063404e-05  4.03780723e-05 -7.48532533e-04
 -1.69839201e-04  1.36499410e-04 -2.17247798e-05  1.90019564e-04
  1.90277278e-04 -3.22596665e-04 -7.65441000e-05  5.52824698e-04
  2.34019099e-04  1.93975153e-04 -1.94541426e-04  2.54120823e-05
  2.64970236e-04  2.80892476e-04 -8.15026724e-05  1.94750202e-04
 -2.57202701e-05 -3.63495492e-05 -4.10471002e-05 -2.26854409e-05
 -4.76515197e-05  1.04121173e-04  1.78374285e-05  1.69015228e-04
  4.43348836e-04  4.40504227e-04 -3.93440598e-04  4.76773188e-04
 -7.85748067e-04  1.78651826e-05  7.11222092e-05 -9.32649709e-05
 -4.44398524e-04 -6.35987453e-05 -5.15935390e-05  1.16876487e-04
  1.91366402e-04  8.38921842e-05 -5.02522744e-05  2.27416414e-04
  4.21304685e-05  1.04007559e-04 -1.19398472e-04 -1.95227767e-04
  1.01920850e-04 -9.28214940e-05 -2.88353986e-05  2.68551987e-04
  2.36398337e-05 -1.19997567e-04 -1.00747602e-04  4.01969228e-05
  1.32280606e-04  1.98091111e-05  1.31102424e-04 -3.72658891e-04]",audio/signals_f,3,4,32,"[ 7.0534908e-05 -3.9772387e-04 -1.6041084e-03  3.4519270e-04
 -1.8369351e-04 -1.2615623e-04  3.1815984e-04  7.0856477e-06
 -2.9914675e-04  1.1998504e-04 -2.2117680e-04 -5.5910386e-05
 -2.3283272e-05  1.6368224e-04  1.2940160e-04  7.6629003e-05
  1.4570897e-04 -2.7858492e-05  5.6042918e-06  7.1591123e-05
 -1.9363944e-04  1.4567756e-04  4.7734949e-05  3.4713183e-05
  4.9449081e-05 -2.3258186e-04 -8.9750320e-05 -2.2092936e-05
 -2.2347514e-05  9.0837511e-06 -2.5711841e-05 -4.2983993e-06
  2.4287376e-04  6.4518943e-04 -1.4229244e-04 -8.4669853e-05
  4.8338034e-04  2.4998875e-04 -5.0647763e-05 -2.7011498e-04
  1.5065994e-05  2.0123578e-05  5.9411046e-05  3.0643924e-04
  1.2664429e-04  8.6953460e-06 -5.6943638e-05  1.1814996e-04
 -3.5716005e-04 -1.2640480e-04  9.9586483e-05 -3.4206780e-05
  2.6093921e-04  4.9452363e-05 -2.9295194e-05 -2.9595810e-04
 -4.0249442e-04 -6.5563218e-05  2.5233421e-05 -2.2510292e-05
  4.4022021e-05 -2.7462009e-05 -9.6073876e-05  1.5612971e-04
  1.9426406e-03 -2.5570591e-04 -3.5379529e-03  9.9576905e-04
 -3.5849996e-04 -2.1027730e-04 -2.4043859e-04  2.5199750e-04
 -7.6410906e-05  2.2107169e-04 -3.6630343e-04 -1.3533958e-05
  1.9301122e-04  4.0117421e-04 -1.3560060e-04 -1.8338031e-04
  4.8407273e-05 -2.9084287e-04  9.9092111e-05 -4.2410276e-05
  1.6484738e-04 -4.9325015e-05 -8.2359256e-05 -2.2964119e-05
  1.4527832e-06 -4.2525542e-05 -4.6406363e-05  7.4172029e-05
  2.7195165e-05 -8.5720232e-05 -3.4821854e-04 -2.1421514e-04
  5.7292602e-04  2.4718523e-04 -2.0653130e-03  4.2365427e-04
  1.6519451e-04  2.1285196e-04  2.1863556e-04 -1.3396432e-04
 -2.4281401e-04  1.5623195e-04  4.6977839e-05  3.6750756e-05
  1.5158741e-05 -5.6437380e-05 -1.6242125e-04 -8.8768138e-06
 -8.3998879e-05 -8.9087684e-05 -2.3974069e-05  2.0663483e-05
 -6.9039379e-05 -1.8344025e-04 -2.1072861e-04 -2.2387390e-05
 -1.1425886e-04  1.6891115e-04 -1.2416863e-04 -2.1682073e-04
  1.2198649e-04  9.8400938e-05 -1.9367102e-04 -2.1907320e-04]",235909,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054]
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]","[-1.75107236e-03 -2.14378379e-04 -9.07258131e-04 -7.87404599e-04
 -5.93009579e-04 -3.08843155e-04 -5.91177886e-05 -3.44659027e-04
 -4.84053249e-04 -4.97283108e-05 -1.96918365e-04 -2.14823391e-04
 -4.83481417e-05  2.46242107e-05 -2.37372893e-04  2.28052813e-04
 -5.03772644e-05  8.34382990e-06 -3.43038526e-04  2.43409231e-05
 -1.55194684e-05 -2.29283960e-05 -9.27910878e-05 -1.80745730e-04
  9.16230856e-05 -1.89669168e-04 -7.85800949e-05 -1.28148080e-04
 -2.56545936e-05  8.66305127e-05  1.16527226e-05 -2.89543328e-04
  3.93374939e-05  1.33228663e-04  4.52053573e-05  2.39657718e-04
 -3.37980659e-04  7.48936727e-05 -7.90401828e-05 -1.34139755e-05
  2.56027924e-05 -1.25433871e-04 -1.20856930e-04 -1.31513647e-04
 -9.69039684e-05 -7.93920481e-05 -1.83322249e-04 -1.52562978e-04
 -1.44562262e-04  2.55451159e-05 -3.01842752e-04 -1.29395499e-04
  1.85647921e-04  4.65125122e-05  1.23806502e-04 -3.55996090e-05
 -2.00417253e-05 -6.37587582e-05 -1.35346301e-04 -8.56979896e-05
 -9.74698924e-05 -2.39387191e-05 -9.61160040e-05  3.72694740e-06
 -1.58298761e-03 -6.24393520e-04 -6.53680472e-04 -9.81503981e-04
 -5.44610375e-04 -2.91965771e-05 -7.73502223e-04 -2.13218911e-04
 -8.97957827e-04  3.72015638e-04 -9.11394600e-05  1.35372713e-04
 -3.11397074e-04 -4.31675930e-04  1.14034781e-04 -1.63377990e-07
 -3.80573765e-04 -1.43247307e-04 -2.11752296e-04  1.08832712e-04
 -1.22973172e-04 -3.37795245e-05  1.85978934e-05  1.12237722e-04
 -7.15672213e-05  6.45764594e-05 -1.48596984e-04  2.00528921e-05
 -6.99315569e-06 -5.36095358e-05  1.38316405e-04  6.72638125e-05
  8.59559281e-04  1.03657483e-04 -7.63895514e-04 -1.16893236e-04
  1.44577323e-04 -6.46261906e-05 -5.40515466e-05 -1.39444775e-04
  1.29520689e-04  3.85226333e-04 -4.26042301e-04 -2.20141519e-04
  1.38453528e-04 -3.12541495e-04 -1.05310872e-04  6.09464332e-05
 -3.09935509e-04  1.08080087e-04  1.69202191e-04 -1.89469676e-04
 -5.29265308e-05 -3.13665805e-05  1.88353646e-04  5.35327781e-05
 -2.31981656e-04  1.20364442e-04 -5.63524918e-05  4.39724718e-05
  4.27698251e-05 -8.12094586e-05 -5.06301512e-05  7.32609988e-05]",audio/signals_f,4,4,32,"[ 2.0111841e-03 -1.9170505e-04 -6.6831463e-04 -3.2927835e-04
 -6.4165215e-07  1.3984430e-04 -7.9720950e-05  1.3076021e-04
 -2.2068692e-04 -3.2299812e-04 -2.3654201e-04 -2.9549774e-04
 -2.6518421e-04 -1.8554395e-04  2.3466637e-05  3.5913818e-04
 -2.3058034e-05  5.0438590e-05 -9.8920355e-06  2.1604408e-04
 -1.7656772e-05 -2.3589272e-04 -1.8266712e-05  9.3529270e-05
 -5.2569809e-05  1.8404164e-05 -3.5528450e-05 -1.0660477e-04
  6.5347798e-05  9.0809233e-05 -1.5541491e-04 -1.6298752e-04
  7.0134219e-04  1.8005741e-04 -2.2198845e-04 -2.7029851e-04
  2.3835670e-04  7.4895906e-05  1.8033308e-04 -2.9066595e-04
 -2.5039186e-05  1.5430973e-04 -9.0792331e-05  3.7460581e-05
  9.6578588e-05 -1.7835897e-04  5.5888740e-05  8.9027744e-06
 -2.6077937e-04 -6.0329352e-05 -6.6814660e-05  3.5591394e-05
  1.4099444e-05  2.7017572e-04 -1.4076027e-04  1.8424395e-04
  1.4476685e-04 -6.4759231e-05 -1.9244026e-04 -1.2862164e-04
 -3.5328827e-05 -1.9879892e-04  7.7129545e-05  2.1821499e-04
  2.7127163e-03  3.0452176e-04 -1.2687665e-03 -1.1871860e-03
  1.2315193e-04  3.8404990e-04  2.6538386e-04 -8.0873266e-05
 -3.3218856e-04 -3.5858418e-05 -2.2597800e-04  4.9099963e-05
 -1.9767630e-04 -1.2183492e-04  9.6913078e-05  1.6645641e-05
  1.9477418e-04  2.2330947e-04 -7.3425344e-06  2.3163494e-04
 -1.1873276e-04 -4.8920301e-05  2.0925459e-04  2.6932510e-04
  2.4448405e-05  1.6549180e-05 -5.0750736e-05  1.3806358e-04
 -1.2317958e-05 -3.8368796e-04 -9.5168965e-05  4.1302017e-05
  1.5982565e-03  5.3859531e-04 -7.3855167e-04 -3.3063852e-04
  2.3213080e-04  3.0948038e-05  2.1761483e-04  3.9151273e-05
 -2.2850980e-04 -3.0200690e-04 -3.1314482e-04  8.3786588e-05
 -7.0223658e-05 -8.9278612e-05  3.9522676e-04 -2.3564193e-04
  2.2498329e-04  8.6938402e-05  1.1688772e-04  6.7696936e-05
 -7.6839373e-05  1.2601601e-04  6.4034430e-07  6.8150788e-05
  3.8869798e-04 -1.6434850e-04 -1.5052719e-04  1.2879135e-04
  2.1483662e-04  3.7268019e-05 -1.4268044e-06 -3.8629056e-05]",236613,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054]
