frequencies,index,mic_positions,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,timestamp,topic
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",0,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054],32,4,"[ 0.09983368  0.04348353  0.5051936   0.02887262  0.09374577  0.98514456
 -0.6553792  -0.2560436  -0.26309657 -0.1158864  -0.16336535 -0.0868398
 -0.0992661  -0.08877248 -0.08669883 -0.16031095 -0.06443659 -0.05223121
 -0.0211325  -0.02995776 -0.04435553 -0.0873102  -0.05154202 -0.0467512
 -0.07144314 -0.04528645 -0.03904262 -0.03974441 -0.04100758 -0.0175131
 -0.01365124 -0.01157953  0.05077196  0.31537908  1.8638368  -0.7027266
 -0.4330762  -0.15294997 -0.1916221  -0.23517457 -0.05946072 -0.19492558
 -0.13403977 -0.1104331  -0.09398168 -0.10331763 -0.06962397 -0.1009976
 -0.06440262 -0.06087156 -0.03243929 -0.05340908 -0.04276303 -0.05687866
 -0.04058793 -0.04097849 -0.06827892 -0.02814925 -0.01571734 -0.03458195
 -0.0204586  -0.02202728 -0.01483304 -0.0242516   0.00878974 -0.15875876
 -0.07102036 -0.07103503 -0.14324287 -0.43322462  0.05590177 -0.02012266
 -0.62430316  0.26224378  0.0981506  -0.10844173  0.1697683   0.07387802
  0.059585    0.08606175  0.0285016   0.04836949  0.04005574  0.0431405
  0.02769861  0.04031117  0.03740132  0.02987063  0.04367082  0.02144681
  0.03021952  0.01139712  0.01889926  0.01232795  0.01417114  0.0071583
  0.14187342  0.10797609  0.8440825  -0.30570406 -0.19038078  0.16201675
 -0.3261593  -0.10312423 -0.11854317 -0.15395123 -0.05764712 -0.09614307
 -0.03343141  0.03092029 -0.04315779 -0.00458969 -0.06611815 -0.05106878
 -0.03470517 -0.05664383 -0.03648468 -0.06216316 -0.0126595  -0.0118673
 -0.01954313 -0.05484491 -0.0367255  -0.01908714 -0.03616717 -0.06606326
 -0.02479838  0.06923053]","[-2.56009251e-02  1.22588351e-01  1.55827999e-02  3.01972479e-02
  5.79304546e-02  1.81592986e-01 -1.10007390e-01 -1.10676162e-01
 -2.44911343e-01  1.56620860e-01 -2.53311936e-02  3.53176184e-02
  4.76689450e-02 -3.00273169e-02  3.23489308e-02  7.36061707e-02
  1.18430071e-02  1.97620876e-02  2.71713249e-02  1.10434350e-02
  1.99066903e-02  2.27881111e-02  3.09529826e-02  8.78967158e-03
  3.67828757e-02  4.03248556e-02  3.17913443e-02  3.41293402e-02
  1.92951355e-02  2.26299521e-02  1.45637048e-02  2.60421187e-02
  5.81895411e-02 -1.72180831e-01 -4.41688180e-01  1.45589471e-01
  4.92933765e-02  2.69301310e-02  3.46648023e-02 -1.21638756e-02
  5.33188693e-02  2.33151019e-02  3.05009708e-02  2.49295197e-02
  5.10709360e-03  1.10919457e-02  3.37436572e-02 -7.81568587e-02
  1.88614782e-02  1.65657774e-02  1.61732323e-02  1.91266071e-02
  2.53394023e-02  3.76934074e-02  3.52956839e-02  2.90039685e-02
  3.19341384e-02  8.24328326e-03  3.18930857e-02  2.86595616e-02
  3.07351444e-02  1.84464715e-02  1.89126581e-02  1.10609829e-02
  7.65189528e-03  2.06197023e-01  6.80220366e-01 -2.49554738e-02
  1.14484780e-01  1.29351348e-01  3.84540483e-02  8.19270536e-02
  6.75346375e-01 -2.68261313e-01 -1.45462126e-01 -8.71928856e-02
 -3.38333994e-02 -9.07754153e-02 -7.22169550e-03 -2.12691054e-02
 -4.70777526e-02 -3.44003141e-02 -2.59865616e-02 -3.61264236e-02
 -2.98328549e-02 -1.41163385e-02 -2.29567476e-02 -2.84908786e-02
 -3.22467163e-02 -1.29931876e-02 -2.34203879e-02 -2.71215830e-02
  6.48194924e-04 -2.06280686e-03 -3.50280777e-02 -2.41673887e-02
  7.91330636e-02  1.56195551e-01  1.08245015e-02 -1.98991895e-02
 -1.09499097e-02  7.93434381e-02 -6.27917498e-02 -8.12995136e-02
  3.94756719e-03 -3.44309025e-02 -8.72103497e-04 -6.43168390e-02
  2.34035924e-01  8.21310207e-02  6.87350519e-04 -3.48162144e-01
  4.23205458e-02  2.58897822e-02  4.60863933e-02  2.28522513e-02
  3.38066816e-02  1.04193091e-02  2.29404438e-02  1.53579898e-02
  4.27898541e-02  1.18139004e-02  3.98401059e-02  3.49450484e-03
  2.52719559e-02  1.75615828e-02  3.38000543e-02 -1.56936795e-03]",275727,audio/signals_f
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",1,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054],32,4,"[ 2.24483293e-02  4.29927893e-02  8.12465847e-01 -3.64745677e-01
 -2.29535803e-01 -6.81085587e-01  2.91634738e-01  1.12875156e-01
  2.43332043e-01 -1.49550438e-01 -7.14775622e-02 -3.69418338e-02
 -3.12179327e-05  1.41110467e-02 -1.34079847e-02 -4.62554023e-03
 -2.49041896e-03 -3.90592730e-03 -6.77685719e-03 -6.93510659e-03
 -7.60527374e-03  2.00174004e-02 -1.67522803e-02 -4.08157939e-03
 -3.31728756e-02 -1.49678411e-02  3.99206113e-03  7.75742345e-04
  7.11968588e-03 -8.40364303e-03 -7.11796433e-03  2.33845087e-04
  1.82562843e-02  2.13667080e-02  2.52942652e-01 -1.57823294e-01
 -9.86351594e-02 -1.45306081e-01  9.15413946e-02  2.02003986e-01
  6.93354905e-02 -8.42761993e-02  5.29957563e-03 -1.12247821e-02
 -3.70120555e-02 -1.17798112e-02 -9.76295583e-03  7.17477053e-02
 -1.28175216e-02 -1.26578473e-02 -4.00261628e-03 -5.55214519e-03
  1.16936397e-03 -1.84838157e-02  5.29195182e-04 -3.30538489e-04
 -1.58542953e-02 -1.09603545e-02  6.47715805e-03 -3.38460272e-03
 -4.39402740e-03 -1.22887213e-02  8.36868305e-03  3.04060448e-02
  1.77788921e-02 -8.86144638e-02 -5.26831508e-01  1.22248620e-01
  9.95073915e-02  3.21735680e-01 -1.33941978e-01 -1.21539168e-01
 -2.41791204e-01  6.27973378e-02 -6.94141164e-02  3.56590375e-03
  3.04501783e-02  3.27980183e-02  3.09267901e-02 -1.45481033e-02
 -2.57777534e-02  4.60877270e-03 -1.92288402e-03 -1.30799040e-02
  5.64795034e-03 -9.52626579e-04  1.24928756e-02 -1.46900350e-03
  1.15120048e-02 -8.61218199e-04 -6.86764810e-03 -4.05404717e-03
  1.21324593e-02 -2.05134265e-02  1.58467107e-02  2.52238545e-03
  1.35678411e-01  1.98152110e-01  1.05678964e+00 -3.95025969e-01
 -6.01541623e-02  1.08071230e-01 -3.18827778e-01 -1.05103344e-01
 -1.13013327e-01 -1.22681528e-01 -1.41741693e-01 -1.21442750e-01
  8.01488534e-02 -2.54671033e-02 -4.89898175e-02 -1.03582412e-01
 -2.29990669e-02 -2.92802155e-02 -2.20709126e-02 -2.64251437e-02
 -2.57466137e-02 -3.71559449e-02 -1.17382193e-02 -2.71482542e-02
 -6.66311905e-02 -2.34743338e-02 -2.28790380e-02 -8.83119274e-03
 -2.18675602e-02  1.28635559e-02 -2.63176020e-02 -5.20265289e-02]","[ 1.52681112e-01  3.62037718e-02  4.01991725e-01 -1.15395077e-01
  1.88386887e-02  1.52494967e-01 -1.55235216e-01 -1.02027446e-01
 -2.31266797e-01  1.53018326e-01  1.48274019e-01  7.13663921e-02
 -3.07365879e-02 -3.38021219e-02 -2.99216900e-03 -2.48474302e-03
  2.16118172e-02  2.86952476e-03 -1.53687969e-02  4.63992311e-03
 -4.82717203e-03  5.37643880e-02  6.66360976e-03 -4.11625952e-03
 -4.95802611e-02 -4.02674836e-04  3.98672000e-03 -2.93037035e-02
  7.76782818e-03  2.30280450e-03  2.21296260e-03 -5.02970070e-05
 -9.94710252e-02 -1.20580621e-01 -8.82475495e-01  2.65858293e-01
  1.42326355e-01  1.47750229e-01  2.13901792e-02  5.35527207e-02
  1.23250827e-01 -1.59205824e-01 -1.51575748e-02 -2.33792197e-02
 -1.39386598e-02  1.84393730e-02 -4.47386177e-03  6.14548475e-02
 -1.44850370e-03 -3.79763567e-03 -1.60380229e-02  5.99385239e-05
  3.33053316e-03  2.05396954e-03 -1.43950330e-02  4.75800503e-03
 -8.90494790e-03  5.35467453e-03 -4.97359177e-03  1.06603466e-03
 -8.78596026e-03  2.56296135e-02 -9.01732780e-03  8.93756282e-03
 -1.25015125e-01 -2.86603838e-01 -1.21724868e+00  6.59971312e-02
 -3.91828492e-02 -4.76004094e-01  1.19917557e-01  2.20497418e-02
 -4.07063425e-01  1.93626985e-01  1.12937532e-01  1.15438886e-01
 -7.37223402e-03  5.42556271e-02 -2.43688002e-04  1.47256069e-02
 -6.57911971e-03  1.84563957e-02  5.91445202e-03  1.75026190e-02
  1.08484738e-02  4.21755947e-03  1.03693679e-02  1.34125073e-03
 -1.87930185e-03  5.01794368e-03  3.46236397e-03 -7.61582516e-03
  1.55423349e-03 -1.19907474e-02  1.57794021e-02  1.28295226e-02
  2.74562985e-02 -3.22954655e-02 -2.14000404e-01  5.28957546e-02
  6.83691204e-02  4.09883559e-02  2.82463729e-02  3.87415439e-02
  1.67827215e-02  8.69243965e-03 -3.80053744e-02 -5.71411755e-03
  8.58757794e-02 -5.77855930e-02  2.43747272e-02 -2.10450098e-01
  3.49800847e-02  3.12075652e-02  2.66361237e-02  1.77564546e-02
  2.61167008e-02  1.42547041e-02  3.49855833e-02  2.12805867e-02
 -1.12755802e-02  1.55393649e-02  2.85888687e-02  2.50014439e-02
  9.58646461e-03  4.47600521e-03  1.35353031e-02 -5.68325743e-02]",275805,audio/signals_f
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",2,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054],32,4,"[ 2.24483293e-02  4.29927893e-02  8.12465847e-01 -3.64745677e-01
 -2.29535803e-01 -6.81085587e-01  2.91634738e-01  1.12875156e-01
  2.43332043e-01 -1.49550438e-01 -7.14775622e-02 -3.69418338e-02
 -3.12179327e-05  1.41110467e-02 -1.34079847e-02 -4.62554023e-03
 -2.49041896e-03 -3.90592730e-03 -6.77685719e-03 -6.93510659e-03
 -7.60527374e-03  2.00174004e-02 -1.67522803e-02 -4.08157939e-03
 -3.31728756e-02 -1.49678411e-02  3.99206113e-03  7.75742345e-04
  7.11968588e-03 -8.40364303e-03 -7.11796433e-03  2.33845087e-04
  1.82562843e-02  2.13667080e-02  2.52942652e-01 -1.57823294e-01
 -9.86351594e-02 -1.45306081e-01  9.15413946e-02  2.02003986e-01
  6.93354905e-02 -8.42761993e-02  5.29957563e-03 -1.12247821e-02
 -3.70120555e-02 -1.17798112e-02 -9.76295583e-03  7.17477053e-02
 -1.28175216e-02 -1.26578473e-02 -4.00261628e-03 -5.55214519e-03
  1.16936397e-03 -1.84838157e-02  5.29195182e-04 -3.30538489e-04
 -1.58542953e-02 -1.09603545e-02  6.47715805e-03 -3.38460272e-03
 -4.39402740e-03 -1.22887213e-02  8.36868305e-03  3.04060448e-02
  1.77788921e-02 -8.86144638e-02 -5.26831508e-01  1.22248620e-01
  9.95073915e-02  3.21735680e-01 -1.33941978e-01 -1.21539168e-01
 -2.41791204e-01  6.27973378e-02 -6.94141164e-02  3.56590375e-03
  3.04501783e-02  3.27980183e-02  3.09267901e-02 -1.45481033e-02
 -2.57777534e-02  4.60877270e-03 -1.92288402e-03 -1.30799040e-02
  5.64795034e-03 -9.52626579e-04  1.24928756e-02 -1.46900350e-03
  1.15120048e-02 -8.61218199e-04 -6.86764810e-03 -4.05404717e-03
  1.21324593e-02 -2.05134265e-02  1.58467107e-02  2.52238545e-03
  1.35678411e-01  1.98152110e-01  1.05678964e+00 -3.95025969e-01
 -6.01541623e-02  1.08071230e-01 -3.18827778e-01 -1.05103344e-01
 -1.13013327e-01 -1.22681528e-01 -1.41741693e-01 -1.21442750e-01
  8.01488534e-02 -2.54671033e-02 -4.89898175e-02 -1.03582412e-01
 -2.29990669e-02 -2.92802155e-02 -2.20709126e-02 -2.64251437e-02
 -2.57466137e-02 -3.71559449e-02 -1.17382193e-02 -2.71482542e-02
 -6.66311905e-02 -2.34743338e-02 -2.28790380e-02 -8.83119274e-03
 -2.18675602e-02  1.28635559e-02 -2.63176020e-02 -5.20265289e-02]","[ 1.52681112e-01  3.62037718e-02  4.01991725e-01 -1.15395077e-01
  1.88386887e-02  1.52494967e-01 -1.55235216e-01 -1.02027446e-01
 -2.31266797e-01  1.53018326e-01  1.48274019e-01  7.13663921e-02
 -3.07365879e-02 -3.38021219e-02 -2.99216900e-03 -2.48474302e-03
  2.16118172e-02  2.86952476e-03 -1.53687969e-02  4.63992311e-03
 -4.82717203e-03  5.37643880e-02  6.66360976e-03 -4.11625952e-03
 -4.95802611e-02 -4.02674836e-04  3.98672000e-03 -2.93037035e-02
  7.76782818e-03  2.30280450e-03  2.21296260e-03 -5.02970070e-05
 -9.94710252e-02 -1.20580621e-01 -8.82475495e-01  2.65858293e-01
  1.42326355e-01  1.47750229e-01  2.13901792e-02  5.35527207e-02
  1.23250827e-01 -1.59205824e-01 -1.51575748e-02 -2.33792197e-02
 -1.39386598e-02  1.84393730e-02 -4.47386177e-03  6.14548475e-02
 -1.44850370e-03 -3.79763567e-03 -1.60380229e-02  5.99385239e-05
  3.33053316e-03  2.05396954e-03 -1.43950330e-02  4.75800503e-03
 -8.90494790e-03  5.35467453e-03 -4.97359177e-03  1.06603466e-03
 -8.78596026e-03  2.56296135e-02 -9.01732780e-03  8.93756282e-03
 -1.25015125e-01 -2.86603838e-01 -1.21724868e+00  6.59971312e-02
 -3.91828492e-02 -4.76004094e-01  1.19917557e-01  2.20497418e-02
 -4.07063425e-01  1.93626985e-01  1.12937532e-01  1.15438886e-01
 -7.37223402e-03  5.42556271e-02 -2.43688002e-04  1.47256069e-02
 -6.57911971e-03  1.84563957e-02  5.91445202e-03  1.75026190e-02
  1.08484738e-02  4.21755947e-03  1.03693679e-02  1.34125073e-03
 -1.87930185e-03  5.01794368e-03  3.46236397e-03 -7.61582516e-03
  1.55423349e-03 -1.19907474e-02  1.57794021e-02  1.28295226e-02
  2.74562985e-02 -3.22954655e-02 -2.14000404e-01  5.28957546e-02
  6.83691204e-02  4.09883559e-02  2.82463729e-02  3.87415439e-02
  1.67827215e-02  8.69243965e-03 -3.80053744e-02 -5.71411755e-03
  8.58757794e-02 -5.77855930e-02  2.43747272e-02 -2.10450098e-01
  3.49800847e-02  3.12075652e-02  2.66361237e-02  1.77564546e-02
  2.61167008e-02  1.42547041e-02  3.49855833e-02  2.12805867e-02
 -1.12755802e-02  1.55393649e-02  2.85888687e-02  2.50014439e-02
  9.58646461e-03  4.47600521e-03  1.35353031e-02 -5.68325743e-02]",275891,audio/signals_f
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",3,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054],32,4,"[-7.04920292e-02 -1.04004674e-01 -1.36341465e+00  3.41720790e-01
  1.33977830e-01 -1.78531408e-02  1.82692885e-01  9.05088931e-02
  1.37805104e-01  4.81858775e-02 -5.77258542e-02  6.25452921e-02
  4.82335761e-02  3.07803843e-02  4.54605594e-02 -2.63502710e-02
  2.04242356e-02  4.52943966e-02  2.44918335e-02  1.96573082e-02
  2.24066805e-02 -1.04541130e-01  1.31418696e-02  2.79868431e-02
  9.76272076e-02  2.32282784e-02  3.34526077e-02  2.21137777e-02
  1.41879916e-02  1.66208297e-02  1.20272292e-02  2.93394383e-02
  5.82880192e-02 -3.13515253e-02 -3.96009386e-02 -1.17054284e-02
  6.58371523e-02  5.00853211e-02 -6.38271570e-02  1.48459062e-01
 -5.57505786e-02  8.01002234e-02 -2.73940209e-02 -3.83896939e-03
  7.12702051e-02  4.28796969e-02  1.52908675e-02  1.37919679e-01
 -2.22634524e-04  5.34017570e-03  3.16105597e-02  5.85756265e-03
  2.56248191e-03  1.60589702e-02 -3.81925609e-03  8.70856829e-03
 -2.91041750e-03  2.27279030e-03 -4.95694578e-04  1.22923469e-02
 -1.56254228e-02 -1.30575057e-02  1.06209265e-02 -1.93879439e-03
 -2.04058085e-02 -6.60144351e-03 -8.13682020e-01  2.85466015e-01
  2.22659901e-01  8.63372087e-01 -2.56833375e-01 -2.54147686e-02
  1.18478924e-01 -9.79871154e-02 -4.49638739e-02 -1.86999738e-02
 -2.35187188e-02 -4.57021892e-02 -6.92648366e-02  2.24326346e-02
 -5.84661067e-02 -8.01428594e-03  8.46109353e-03 -1.53685827e-02
 -1.06124468e-02  1.81045998e-02 -1.49086234e-03 -1.39527712e-02
 -3.98584269e-02 -6.36815373e-03 -1.80751458e-02 -2.06307676e-02
 -3.13782971e-03  8.53012316e-04  5.44717489e-03 -2.62846649e-02
  4.30239029e-02  1.39440387e-01  3.94349635e-01 -2.29438037e-01
 -2.08394229e-03 -1.07276380e-01  5.20071089e-02  5.30378968e-02
  2.94771641e-02 -9.95639265e-02  3.71269695e-02  3.85843329e-02
 -2.35050663e-01 -9.26015526e-03 -3.18787694e-02  1.52084172e-01
 -4.83789109e-02 -1.74516737e-02  2.03777440e-02 -3.62813734e-02
 -5.43786213e-03 -7.29195327e-02 -2.32370403e-02 -2.17545219e-02
  1.50106484e-02 -4.89846431e-03 -8.74922983e-03 -2.39782687e-03
 -1.78582221e-02 -1.15623595e-02 -1.21962698e-02  1.38983056e-01]","[-3.19218189e-02  1.26837581e-01  8.22044253e-01 -2.73594975e-01
 -2.38202184e-01 -3.43682617e-01  3.40598896e-02 -4.45842594e-02
 -2.68870741e-01  2.07757190e-01  3.90757918e-02 -6.22076355e-03
  3.92441079e-02 -3.44993873e-03  2.13856939e-02  3.12553421e-02
 -1.54383592e-02 -1.42663959e-02  5.75984642e-03  5.05920080e-03
 -5.04435692e-03  1.28268823e-01 -9.79623012e-03  1.87544641e-03
  1.70357414e-02 -9.06616542e-03 -4.71778912e-03 -4.55287751e-04
 -9.13819857e-03 -1.85431894e-02  3.18385358e-03 -2.37954110e-02
 -4.13966328e-02 -1.18663691e-01 -5.45564532e-01  1.92052901e-01
  3.11067253e-02 -6.34964556e-03  9.49405432e-02  2.25021943e-01
  1.06476583e-01 -1.29306674e-01 -1.51874218e-02 -6.24089502e-03
 -3.40923145e-02 -9.89564694e-04 -5.01414947e-03 -2.90596902e-01
  1.84462126e-03  3.20701231e-03 -1.23684937e-02 -3.87641555e-03
 -1.54599007e-02 -9.33388527e-03 -3.96168325e-04 -5.16384933e-03
 -1.02873500e-02 -9.39569436e-04 -1.09039154e-02  8.60838126e-03
 -6.39486872e-03 -1.78362094e-02  8.08721222e-03 -1.15704238e-02
  7.34377429e-02  1.86113492e-02  2.83913195e-01 -3.95262688e-02
  1.66973650e-01  2.89155185e-01 -6.09180965e-02  1.20425761e-01
  1.43957525e-01 -7.03916252e-02 -5.66277765e-02  3.24317664e-02
 -2.55978610e-02  3.69933248e-02  2.30933465e-02 -2.86474470e-02
 -2.86993049e-02  1.12144090e-03 -6.65489584e-03 -8.90133716e-03
 -6.08703028e-03  2.51968540e-02 -2.05025934e-02 -2.41808314e-03
  7.67592806e-03 -2.44375016e-03  1.01372581e-02 -1.07127698e-02
  2.80759460e-03  1.13129821e-02  1.32894963e-02  1.02505665e-02
 -1.64521739e-01 -3.43365759e-01 -1.14541388e+00  2.31901437e-01
  5.58612645e-02 -2.71829337e-01  2.41477236e-01  2.48952851e-01
 -1.67298317e-03  1.57737345e-01  3.29180062e-02 -1.98956300e-02
  1.91942826e-01 -8.63146782e-03  2.96110474e-02 -4.31068987e-01
  4.41909134e-02  4.18574139e-02 -1.09614134e-02  3.34074683e-02
  2.73494776e-02  1.98076889e-02  6.36128103e-03  1.67391319e-02
  4.23089005e-02  1.89170521e-03  1.15722772e-02  3.37721556e-02
  2.46326276e-03  1.91773996e-02  1.12470388e-02 -1.11496851e-01]",276279,audio/signals_f
"[ 187  406  625  812 1031 1250 1468 1687 1906 2093 2312 2531 2750 2968
 3156 3375 3593 3812 4031 4218 4437 4656 4875 5093 5312 5500 5718 5937
 6156 6375 6562 6781]",4,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054],32,4,"[-7.04920292e-02 -1.04004674e-01 -1.36341465e+00  3.41720790e-01
  1.33977830e-01 -1.78531408e-02  1.82692885e-01  9.05088931e-02
  1.37805104e-01  4.81858775e-02 -5.77258542e-02  6.25452921e-02
  4.82335761e-02  3.07803843e-02  4.54605594e-02 -2.63502710e-02
  2.04242356e-02  4.52943966e-02  2.44918335e-02  1.96573082e-02
  2.24066805e-02 -1.04541130e-01  1.31418696e-02  2.79868431e-02
  9.76272076e-02  2.32282784e-02  3.34526077e-02  2.21137777e-02
  1.41879916e-02  1.66208297e-02  1.20272292e-02  2.93394383e-02
  5.82880192e-02 -3.13515253e-02 -3.96009386e-02 -1.17054284e-02
  6.58371523e-02  5.00853211e-02 -6.38271570e-02  1.48459062e-01
 -5.57505786e-02  8.01002234e-02 -2.73940209e-02 -3.83896939e-03
  7.12702051e-02  4.28796969e-02  1.52908675e-02  1.37919679e-01
 -2.22634524e-04  5.34017570e-03  3.16105597e-02  5.85756265e-03
  2.56248191e-03  1.60589702e-02 -3.81925609e-03  8.70856829e-03
 -2.91041750e-03  2.27279030e-03 -4.95694578e-04  1.22923469e-02
 -1.56254228e-02 -1.30575057e-02  1.06209265e-02 -1.93879439e-03
 -2.04058085e-02 -6.60144351e-03 -8.13682020e-01  2.85466015e-01
  2.22659901e-01  8.63372087e-01 -2.56833375e-01 -2.54147686e-02
  1.18478924e-01 -9.79871154e-02 -4.49638739e-02 -1.86999738e-02
 -2.35187188e-02 -4.57021892e-02 -6.92648366e-02  2.24326346e-02
 -5.84661067e-02 -8.01428594e-03  8.46109353e-03 -1.53685827e-02
 -1.06124468e-02  1.81045998e-02 -1.49086234e-03 -1.39527712e-02
 -3.98584269e-02 -6.36815373e-03 -1.80751458e-02 -2.06307676e-02
 -3.13782971e-03  8.53012316e-04  5.44717489e-03 -2.62846649e-02
  4.30239029e-02  1.39440387e-01  3.94349635e-01 -2.29438037e-01
 -2.08394229e-03 -1.07276380e-01  5.20071089e-02  5.30378968e-02
  2.94771641e-02 -9.95639265e-02  3.71269695e-02  3.85843329e-02
 -2.35050663e-01 -9.26015526e-03 -3.18787694e-02  1.52084172e-01
 -4.83789109e-02 -1.74516737e-02  2.03777440e-02 -3.62813734e-02
 -5.43786213e-03 -7.29195327e-02 -2.32370403e-02 -2.17545219e-02
  1.50106484e-02 -4.89846431e-03 -8.74922983e-03 -2.39782687e-03
 -1.78582221e-02 -1.15623595e-02 -1.21962698e-02  1.38983056e-01]","[-3.19218189e-02  1.26837581e-01  8.22044253e-01 -2.73594975e-01
 -2.38202184e-01 -3.43682617e-01  3.40598896e-02 -4.45842594e-02
 -2.68870741e-01  2.07757190e-01  3.90757918e-02 -6.22076355e-03
  3.92441079e-02 -3.44993873e-03  2.13856939e-02  3.12553421e-02
 -1.54383592e-02 -1.42663959e-02  5.75984642e-03  5.05920080e-03
 -5.04435692e-03  1.28268823e-01 -9.79623012e-03  1.87544641e-03
  1.70357414e-02 -9.06616542e-03 -4.71778912e-03 -4.55287751e-04
 -9.13819857e-03 -1.85431894e-02  3.18385358e-03 -2.37954110e-02
 -4.13966328e-02 -1.18663691e-01 -5.45564532e-01  1.92052901e-01
  3.11067253e-02 -6.34964556e-03  9.49405432e-02  2.25021943e-01
  1.06476583e-01 -1.29306674e-01 -1.51874218e-02 -6.24089502e-03
 -3.40923145e-02 -9.89564694e-04 -5.01414947e-03 -2.90596902e-01
  1.84462126e-03  3.20701231e-03 -1.23684937e-02 -3.87641555e-03
 -1.54599007e-02 -9.33388527e-03 -3.96168325e-04 -5.16384933e-03
 -1.02873500e-02 -9.39569436e-04 -1.09039154e-02  8.60838126e-03
 -6.39486872e-03 -1.78362094e-02  8.08721222e-03 -1.15704238e-02
  7.34377429e-02  1.86113492e-02  2.83913195e-01 -3.95262688e-02
  1.66973650e-01  2.89155185e-01 -6.09180965e-02  1.20425761e-01
  1.43957525e-01 -7.03916252e-02 -5.66277765e-02  3.24317664e-02
 -2.55978610e-02  3.69933248e-02  2.30933465e-02 -2.86474470e-02
 -2.86993049e-02  1.12144090e-03 -6.65489584e-03 -8.90133716e-03
 -6.08703028e-03  2.51968540e-02 -2.05025934e-02 -2.41808314e-03
  7.67592806e-03 -2.44375016e-03  1.01372581e-02 -1.07127698e-02
  2.80759460e-03  1.13129821e-02  1.32894963e-02  1.02505665e-02
 -1.64521739e-01 -3.43365759e-01 -1.14541388e+00  2.31901437e-01
  5.58612645e-02 -2.71829337e-01  2.41477236e-01  2.48952851e-01
 -1.67298317e-03  1.57737345e-01  3.29180062e-02 -1.98956300e-02
  1.91942826e-01 -8.63146782e-03  2.96110474e-02 -4.31068987e-01
  4.41909134e-02  4.18574139e-02 -1.09614134e-02  3.34074683e-02
  2.73494776e-02  1.98076889e-02  6.36128103e-03  1.67391319e-02
  4.23089005e-02  1.89170521e-03  1.15722772e-02  3.37721556e-02
  2.46326276e-03  1.91773996e-02  1.12470388e-02 -1.11496851e-01]",276352,audio/signals_f
