signals_imag_vect,signals_real_vect,frequencies,topic,timestamp,index,n_frequencies,n_mics
"[ 5.92308939e-01 -9.71879661e-02  3.81485760e-01 -4.22561288e-01
  3.73339862e-01 -4.86092865e-01  2.69942075e-01 -3.32228065e-01
  1.77070007e-01  2.40895599e-01 -1.57698989e-02  7.11009949e-02
 -1.35352537e-01  1.57249808e+00 -2.74719000e-01  1.72259599e-01
  1.49983913e-01 -8.59237462e-02  7.99591094e-02 -2.24115476e-01
  1.24378406e-01  1.06179051e-01  1.74266666e-01 -7.21665993e-02
 -1.70098618e-02 -2.45444477e-04 -2.08431840e-01  4.46837991e-01
 -3.09017301e-03  1.05230175e-02 -1.14327297e-02 -2.77528912e-03
  6.42971992e-01  2.15281725e-01 -2.08740616e+00  3.11175138e-02
  3.68414313e-01 -2.07408890e-01  2.66697288e-01 -1.41477346e-01
  2.85106838e-01 -6.46132112e-01 -1.05277568e-01  2.18842868e-02
  2.96536386e-01  5.93839735e-02 -8.81768987e-02  1.96267635e-01
  2.32269049e-01  2.42403463e-01  4.28030074e-01 -8.38132277e-02
  2.11914986e-01  1.95298940e-01 -3.56648028e-01  1.94128275e-01
  2.11379677e-01 -1.39269549e-02 -7.08037168e-02 -1.76677272e-01
  1.34997591e-02  1.25951245e-01  1.66172847e-01  8.37948397e-02
 -1.14635173e-02  2.20062941e-01  2.57688314e-01  4.72160250e-01
 -4.67558205e-02  5.68878651e-03 -5.03500253e-02 -1.56006292e-02
 -5.32569885e-02  1.13442585e-01  1.46010131e-01  1.34271935e-01
 -2.54054129e-01  1.23733744e-01  4.91597457e-03 -5.22092544e-02
 -6.77297711e-02 -1.45488888e-01  1.15009896e-01 -5.42446636e-02
 -5.47087491e-02 -7.99099132e-02  8.88102204e-02 -1.12157494e-01
 -7.53551424e-02  6.50521368e-02 -3.55727635e-02  3.59792709e-02
  8.22262764e-02 -7.02783540e-02 -5.88830374e-02 -6.56496212e-02
 -2.64189291e+00 -1.13037169e-01 -1.00254679e+00 -4.66269255e-02
 -1.56880021e+00  1.30796492e+00 -1.14121222e+00  8.97952855e-01
 -8.80292654e-01 -5.59218943e-01 -1.45809591e-01 -7.45379478e-02
 -7.12851435e-02 -1.37972623e-01  7.03907311e-01 -6.81353629e-01
 -6.62056088e-01 -1.23085409e-01 -3.76646742e-02  5.67009211e-01
 -5.28926373e-01 -5.22260487e-01 -4.50902164e-01 -1.53436899e-01
 -1.94197133e-01  1.64225131e-01  4.19390082e-01 -3.02673399e-01
 -2.47203067e-01 -2.63080537e-01 -2.18441755e-01 -2.51241595e-01]","[ 0.47941577 -0.00550074 -0.46648836 -0.15168099  0.29295585 -0.26426888
  0.1925956  -0.09926713  0.15890001 -0.28696498 -0.04306077  0.09837203
  0.3551369   2.4428525  -0.16457859  0.18791983  0.13472192  0.2724368
  0.04014973 -0.09402207  0.13627422  0.14675283 -0.18978715  0.19048843
  0.1959068  -0.07869309 -0.04661094  0.14954752  0.13969702  0.15972409
  0.11905725  0.1612066  -0.5364965  -0.9862881  -1.4789764  -0.25950173
 -0.28310987  0.31953728 -0.16720288  0.21682853 -0.10660064 -0.4555037
  0.40845394  0.0566985   0.14868626  0.01812397  0.18438867 -0.04952697
 -0.09237386  0.10043111  0.19437146  0.15484324 -0.02834311 -0.01996636
 -0.26974368  0.06545983  0.09392204  0.09059586  0.15818948 -0.06547581
  0.00925495  0.02729825  0.03960818  0.0150973   0.17207049  0.02316894
  0.25637534  0.2422511   0.1080535  -0.34151208  0.0585931  -0.2403022
  0.03853472  0.1875126   0.06702507 -0.13330764 -0.2457013  -0.0066878
 -0.14784332  0.00335166 -0.01830141 -0.14149271 -0.04526471 -0.19791962
 -0.03578065 -0.09869673  0.10584593 -0.08531919 -0.0652666  -0.2322438
 -0.11661366  0.3549894   0.13756204  0.00950806 -0.03523691  0.03251079
  0.3115136   0.46086448 -0.06214339 -0.28334266  0.2095488  -0.16293572
  0.14630544 -0.08573449  0.17290163 -0.02286374  0.19708386  0.42533135
  0.04718455 -0.09378481 -0.09492051  0.11553977  0.09511778  0.03974112
 -0.18259718  0.01484132  0.12132538  0.06268223 -0.01044682  0.06778751
  0.06255516  0.04519895 -0.04886177  0.06101731 -0.12190536  0.01664587
  0.01655679  0.01463236]","[ 718 2031 1375 2000  750  593  781  562  812 1406 2062 2687 1250 2656
  531  843  875 1218 2718  500  906  937 1437 1187 1156  281  468 1656
 1031 1093 1125 1062]",audio/signals_f,775782,0,32,4
"[ 1.92853004e-01  6.41622722e-01  1.32893062e+00  2.38744497e+00
 -2.24886835e-01  9.88246053e-02 -1.86181605e-01 -3.05687301e-02
  8.13463926e-01  4.32408780e-01 -1.90384269e-01  1.83675736e-02
 -1.64182521e-02 -1.50245237e+00 -1.26105830e-01 -1.74632929e-02
  5.75437963e-01  7.73703605e-02 -7.66556323e-01 -4.71029319e-02
 -8.53146315e-02 -6.32838160e-02  4.65827763e-01  3.27588081e-01
 -5.10285087e-02 -5.09478450e-01 -7.58678764e-02 -9.62202847e-02
  3.48702669e-01 -3.93432111e-01  1.69154748e-01 -1.46754175e-01
 -1.68956518e-02  2.26803854e-01 -2.87154913e-01 -1.26246251e-02
 -3.35058868e-02 -1.63698792e-02 -2.10205019e-02 -4.06911969e-03
 -8.53525400e-02  5.84806204e-02  1.70727074e-03  3.37036550e-02
  1.72561035e-02 -1.11416858e-02 -1.08150244e-02  1.70460939e-02
 -5.01367450e-02  7.74108529e-01  2.61571556e-02  3.13150883e-03
  1.74273103e-02 -2.80889869e-03 -2.42965370e-02  1.96234733e-02
 -1.64531320e-02  1.38590783e-02  3.34028117e-02  1.21090561e-03
 -2.76188701e-02 -2.58326530e-04 -4.19950224e-02  2.41536498e-02
 -8.85070562e-02 -1.23465262e-01 -1.07199892e-01 -1.90273136e-01
  1.00631028e-01 -7.28654787e-02  6.30738139e-02 -3.22066620e-02
 -7.62522817e-02 -7.96460062e-02  4.40765359e-02 -6.57158569e-02
 -9.74472538e-02  1.28099918e-01  8.19331780e-02 -2.54563149e-02
 -7.92259872e-02 -8.34605023e-02  1.03128716e-01 -5.19822761e-02
  2.06415132e-02 -1.23604797e-02 -5.82529232e-02 -7.31515586e-02
  8.72383267e-03  3.21336538e-02  2.06706896e-02  3.56818959e-02
 -1.01526447e-01  2.16203555e-02 -2.29380190e-01 -9.45028514e-02
  1.09103179e+00  6.97080851e-01 -6.26868606e-01 -3.37801635e-01
 -6.19183064e-01  6.93618894e-01 -4.45939779e-01  5.01411915e-01
 -2.77406275e-01  1.91695496e-01 -3.58391464e-01  4.00844723e-01
  1.16491675e-01  3.14818807e-02 -2.68501163e-01  3.56085658e-01
 -1.45763636e-01 -2.46780813e-02  2.78028339e-01  3.08673799e-01
 -1.98528260e-01  2.55220115e-01 -1.32099628e-01  1.36407092e-01
  2.34767169e-01  2.36026257e-01 -1.75228566e-01 -1.50507659e-01
 -1.20967150e-01  2.28166103e-01 -9.14371759e-02  2.53668785e-01]","[-1.36414409e-01 -1.33571371e-01 -4.35989082e-01 -2.00135499e-01
  1.63699925e-01 -1.20554924e-01  1.54405296e-01  1.11708045e-02
 -2.88880169e-01 -2.71608774e-02  7.21761882e-02 -5.60463518e-02
 -7.20690340e-02  4.03686464e-01  9.67762619e-02 -1.61440894e-02
 -2.00878456e-01 -7.31652379e-02  2.16808379e-01  2.35339701e-02
  1.25903264e-01 -2.07181647e-03 -1.24351472e-01 -5.98115958e-02
  3.28898579e-02  1.57841802e-01  7.08141923e-02  1.04847550e-01
 -1.27677470e-01  1.04297332e-01  4.31574196e-01  2.45307609e-02
 -3.74680877e-01  1.38187087e+00  2.26783538e+00  4.51018214e-01
  9.88870636e-02 -1.96897864e-01  6.21967651e-02 -1.49905056e-01
  6.71082854e-01 -8.19156766e-01  6.42929673e-02 -1.84931800e-01
 -4.71241623e-02  1.22544058e-02  2.10442878e-02 -1.41365632e-01
  4.33396429e-01 -5.10521412e-01 -2.48030245e-01 -9.72107649e-02
  3.38671170e-02 -1.01001650e-01  3.05907309e-01 -2.93708771e-01
 -1.25412315e-01 -1.89518303e-01 -1.87150072e-02  7.25558493e-03
  2.63755322e-01 -1.57531828e-01  1.14746809e-01 -3.74500751e-02
 -1.34863019e-01  4.49066646e-02 -2.01686081e-02 -9.93332267e-02
  1.87456995e-01 -1.19920924e-01  1.44532621e-01 -6.68631941e-02
 -8.48852657e-03 -1.37911560e-02  1.16953790e-01 -4.12534103e-02
  5.68905994e-02  1.08654052e-01  1.37583420e-01 -5.02872020e-02
  1.15904137e-02  1.82215013e-02  5.63099347e-02 -4.01204862e-02
  1.38812602e-01 -6.46858886e-02  1.40736625e-02  1.24025382e-02
 -8.99000913e-02  7.07439035e-02  1.48543447e-01  1.33154571e-01
 -1.39526166e-02  3.78918871e-02  2.29513288e-01  9.98151377e-02
  2.57460880e+00 -2.61253572e+00  1.89736903e-01  1.29716945e+00
 -1.59599090e+00  1.52042747e+00 -1.15483510e+00  1.06591666e+00
  1.87032819e-01 -6.26924515e-01 -9.38703418e-01  7.67364323e-01
 -4.19639826e-01 -8.06185752e-02 -8.00211310e-01  6.10309899e-01
  1.98456600e-01  1.21869184e-01  2.30153054e-01  5.13937235e-01
 -6.29208684e-01  4.17955816e-01  1.56479537e-01 -3.58162105e-01
  3.81142199e-01  2.06311464e-01 -5.65981090e-01 -5.74319541e-01
  1.33278370e-01  2.48150334e-01  1.58923313e-01  4.18251038e-01]","[ 718 2031 1375 2000  750  593  781  562  812 1406 2062 2687 1250 2656
  531  843  875 1218 2718  500  906  937 1437 1187 1156  281  468 1656
 1031 1093 1125 1062]",audio/signals_f,775859,1,32,4
"[ 1.92853004e-01  6.41622722e-01  1.32893062e+00  2.38744497e+00
 -2.24886835e-01  9.88246053e-02 -1.86181605e-01 -3.05687301e-02
  8.13463926e-01  4.32408780e-01 -1.90384269e-01  1.83675736e-02
 -1.64182521e-02 -1.50245237e+00 -1.26105830e-01 -1.74632929e-02
  5.75437963e-01  7.73703605e-02 -7.66556323e-01 -4.71029319e-02
 -8.53146315e-02 -6.32838160e-02  4.65827763e-01  3.27588081e-01
 -5.10285087e-02 -5.09478450e-01 -7.58678764e-02 -9.62202847e-02
  3.48702669e-01 -3.93432111e-01  1.69154748e-01 -1.46754175e-01
 -1.68956518e-02  2.26803854e-01 -2.87154913e-01 -1.26246251e-02
 -3.35058868e-02 -1.63698792e-02 -2.10205019e-02 -4.06911969e-03
 -8.53525400e-02  5.84806204e-02  1.70727074e-03  3.37036550e-02
  1.72561035e-02 -1.11416858e-02 -1.08150244e-02  1.70460939e-02
 -5.01367450e-02  7.74108529e-01  2.61571556e-02  3.13150883e-03
  1.74273103e-02 -2.80889869e-03 -2.42965370e-02  1.96234733e-02
 -1.64531320e-02  1.38590783e-02  3.34028117e-02  1.21090561e-03
 -2.76188701e-02 -2.58326530e-04 -4.19950224e-02  2.41536498e-02
 -8.85070562e-02 -1.23465262e-01 -1.07199892e-01 -1.90273136e-01
  1.00631028e-01 -7.28654787e-02  6.30738139e-02 -3.22066620e-02
 -7.62522817e-02 -7.96460062e-02  4.40765359e-02 -6.57158569e-02
 -9.74472538e-02  1.28099918e-01  8.19331780e-02 -2.54563149e-02
 -7.92259872e-02 -8.34605023e-02  1.03128716e-01 -5.19822761e-02
  2.06415132e-02 -1.23604797e-02 -5.82529232e-02 -7.31515586e-02
  8.72383267e-03  3.21336538e-02  2.06706896e-02  3.56818959e-02
 -1.01526447e-01  2.16203555e-02 -2.29380190e-01 -9.45028514e-02
  1.09103179e+00  6.97080851e-01 -6.26868606e-01 -3.37801635e-01
 -6.19183064e-01  6.93618894e-01 -4.45939779e-01  5.01411915e-01
 -2.77406275e-01  1.91695496e-01 -3.58391464e-01  4.00844723e-01
  1.16491675e-01  3.14818807e-02 -2.68501163e-01  3.56085658e-01
 -1.45763636e-01 -2.46780813e-02  2.78028339e-01  3.08673799e-01
 -1.98528260e-01  2.55220115e-01 -1.32099628e-01  1.36407092e-01
  2.34767169e-01  2.36026257e-01 -1.75228566e-01 -1.50507659e-01
 -1.20967150e-01  2.28166103e-01 -9.14371759e-02  2.53668785e-01]","[-1.36414409e-01 -1.33571371e-01 -4.35989082e-01 -2.00135499e-01
  1.63699925e-01 -1.20554924e-01  1.54405296e-01  1.11708045e-02
 -2.88880169e-01 -2.71608774e-02  7.21761882e-02 -5.60463518e-02
 -7.20690340e-02  4.03686464e-01  9.67762619e-02 -1.61440894e-02
 -2.00878456e-01 -7.31652379e-02  2.16808379e-01  2.35339701e-02
  1.25903264e-01 -2.07181647e-03 -1.24351472e-01 -5.98115958e-02
  3.28898579e-02  1.57841802e-01  7.08141923e-02  1.04847550e-01
 -1.27677470e-01  1.04297332e-01  4.31574196e-01  2.45307609e-02
 -3.74680877e-01  1.38187087e+00  2.26783538e+00  4.51018214e-01
  9.88870636e-02 -1.96897864e-01  6.21967651e-02 -1.49905056e-01
  6.71082854e-01 -8.19156766e-01  6.42929673e-02 -1.84931800e-01
 -4.71241623e-02  1.22544058e-02  2.10442878e-02 -1.41365632e-01
  4.33396429e-01 -5.10521412e-01 -2.48030245e-01 -9.72107649e-02
  3.38671170e-02 -1.01001650e-01  3.05907309e-01 -2.93708771e-01
 -1.25412315e-01 -1.89518303e-01 -1.87150072e-02  7.25558493e-03
  2.63755322e-01 -1.57531828e-01  1.14746809e-01 -3.74500751e-02
 -1.34863019e-01  4.49066646e-02 -2.01686081e-02 -9.93332267e-02
  1.87456995e-01 -1.19920924e-01  1.44532621e-01 -6.68631941e-02
 -8.48852657e-03 -1.37911560e-02  1.16953790e-01 -4.12534103e-02
  5.68905994e-02  1.08654052e-01  1.37583420e-01 -5.02872020e-02
  1.15904137e-02  1.82215013e-02  5.63099347e-02 -4.01204862e-02
  1.38812602e-01 -6.46858886e-02  1.40736625e-02  1.24025382e-02
 -8.99000913e-02  7.07439035e-02  1.48543447e-01  1.33154571e-01
 -1.39526166e-02  3.78918871e-02  2.29513288e-01  9.98151377e-02
  2.57460880e+00 -2.61253572e+00  1.89736903e-01  1.29716945e+00
 -1.59599090e+00  1.52042747e+00 -1.15483510e+00  1.06591666e+00
  1.87032819e-01 -6.26924515e-01 -9.38703418e-01  7.67364323e-01
 -4.19639826e-01 -8.06185752e-02 -8.00211310e-01  6.10309899e-01
  1.98456600e-01  1.21869184e-01  2.30153054e-01  5.13937235e-01
 -6.29208684e-01  4.17955816e-01  1.56479537e-01 -3.58162105e-01
  3.81142199e-01  2.06311464e-01 -5.65981090e-01 -5.74319541e-01
  1.33278370e-01  2.48150334e-01  1.58923313e-01  4.18251038e-01]","[ 718 2031 1375 2000  593  750  562  781 1406 2062  531  812 2687 2656
  500  843 1437 2718 1250  875  468  906 1468 2093  937 1218  406  437
 1500 1187 1656 1031]",audio/signals_f,775936,2,32,4
"[ 1.92853004e-01  6.41622722e-01  1.32893062e+00  2.38744497e+00
 -2.24886835e-01  9.88246053e-02 -1.86181605e-01 -3.05687301e-02
  8.13463926e-01  4.32408780e-01 -1.90384269e-01  1.83675736e-02
 -1.64182521e-02 -1.50245237e+00 -1.26105830e-01 -1.74632929e-02
  5.75437963e-01  7.73703605e-02 -7.66556323e-01 -4.71029319e-02
 -8.53146315e-02 -6.32838160e-02  4.65827763e-01  3.27588081e-01
 -5.10285087e-02 -5.09478450e-01 -7.58678764e-02 -9.62202847e-02
  3.48702669e-01 -3.93432111e-01  1.69154748e-01 -1.46754175e-01
 -1.68956518e-02  2.26803854e-01 -2.87154913e-01 -1.26246251e-02
 -3.35058868e-02 -1.63698792e-02 -2.10205019e-02 -4.06911969e-03
 -8.53525400e-02  5.84806204e-02  1.70727074e-03  3.37036550e-02
  1.72561035e-02 -1.11416858e-02 -1.08150244e-02  1.70460939e-02
 -5.01367450e-02  7.74108529e-01  2.61571556e-02  3.13150883e-03
  1.74273103e-02 -2.80889869e-03 -2.42965370e-02  1.96234733e-02
 -1.64531320e-02  1.38590783e-02  3.34028117e-02  1.21090561e-03
 -2.76188701e-02 -2.58326530e-04 -4.19950224e-02  2.41536498e-02
 -8.85070562e-02 -1.23465262e-01 -1.07199892e-01 -1.90273136e-01
  1.00631028e-01 -7.28654787e-02  6.30738139e-02 -3.22066620e-02
 -7.62522817e-02 -7.96460062e-02  4.40765359e-02 -6.57158569e-02
 -9.74472538e-02  1.28099918e-01  8.19331780e-02 -2.54563149e-02
 -7.92259872e-02 -8.34605023e-02  1.03128716e-01 -5.19822761e-02
  2.06415132e-02 -1.23604797e-02 -5.82529232e-02 -7.31515586e-02
  8.72383267e-03  3.21336538e-02  2.06706896e-02  3.56818959e-02
 -1.01526447e-01  2.16203555e-02 -2.29380190e-01 -9.45028514e-02
  1.09103179e+00  6.97080851e-01 -6.26868606e-01 -3.37801635e-01
 -6.19183064e-01  6.93618894e-01 -4.45939779e-01  5.01411915e-01
 -2.77406275e-01  1.91695496e-01 -3.58391464e-01  4.00844723e-01
  1.16491675e-01  3.14818807e-02 -2.68501163e-01  3.56085658e-01
 -1.45763636e-01 -2.46780813e-02  2.78028339e-01  3.08673799e-01
 -1.98528260e-01  2.55220115e-01 -1.32099628e-01  1.36407092e-01
  2.34767169e-01  2.36026257e-01 -1.75228566e-01 -1.50507659e-01
 -1.20967150e-01  2.28166103e-01 -9.14371759e-02  2.53668785e-01]","[-1.36414409e-01 -1.33571371e-01 -4.35989082e-01 -2.00135499e-01
  1.63699925e-01 -1.20554924e-01  1.54405296e-01  1.11708045e-02
 -2.88880169e-01 -2.71608774e-02  7.21761882e-02 -5.60463518e-02
 -7.20690340e-02  4.03686464e-01  9.67762619e-02 -1.61440894e-02
 -2.00878456e-01 -7.31652379e-02  2.16808379e-01  2.35339701e-02
  1.25903264e-01 -2.07181647e-03 -1.24351472e-01 -5.98115958e-02
  3.28898579e-02  1.57841802e-01  7.08141923e-02  1.04847550e-01
 -1.27677470e-01  1.04297332e-01  4.31574196e-01  2.45307609e-02
 -3.74680877e-01  1.38187087e+00  2.26783538e+00  4.51018214e-01
  9.88870636e-02 -1.96897864e-01  6.21967651e-02 -1.49905056e-01
  6.71082854e-01 -8.19156766e-01  6.42929673e-02 -1.84931800e-01
 -4.71241623e-02  1.22544058e-02  2.10442878e-02 -1.41365632e-01
  4.33396429e-01 -5.10521412e-01 -2.48030245e-01 -9.72107649e-02
  3.38671170e-02 -1.01001650e-01  3.05907309e-01 -2.93708771e-01
 -1.25412315e-01 -1.89518303e-01 -1.87150072e-02  7.25558493e-03
  2.63755322e-01 -1.57531828e-01  1.14746809e-01 -3.74500751e-02
 -1.34863019e-01  4.49066646e-02 -2.01686081e-02 -9.93332267e-02
  1.87456995e-01 -1.19920924e-01  1.44532621e-01 -6.68631941e-02
 -8.48852657e-03 -1.37911560e-02  1.16953790e-01 -4.12534103e-02
  5.68905994e-02  1.08654052e-01  1.37583420e-01 -5.02872020e-02
  1.15904137e-02  1.82215013e-02  5.63099347e-02 -4.01204862e-02
  1.38812602e-01 -6.46858886e-02  1.40736625e-02  1.24025382e-02
 -8.99000913e-02  7.07439035e-02  1.48543447e-01  1.33154571e-01
 -1.39526166e-02  3.78918871e-02  2.29513288e-01  9.98151377e-02
  2.57460880e+00 -2.61253572e+00  1.89736903e-01  1.29716945e+00
 -1.59599090e+00  1.52042747e+00 -1.15483510e+00  1.06591666e+00
  1.87032819e-01 -6.26924515e-01 -9.38703418e-01  7.67364323e-01
 -4.19639826e-01 -8.06185752e-02 -8.00211310e-01  6.10309899e-01
  1.98456600e-01  1.21869184e-01  2.30153054e-01  5.13937235e-01
 -6.29208684e-01  4.17955816e-01  1.56479537e-01 -3.58162105e-01
  3.81142199e-01  2.06311464e-01 -5.65981090e-01 -5.74319541e-01
  1.33278370e-01  2.48150334e-01  1.58923313e-01  4.18251038e-01]","[ 718 2031 1375 2000  593  750  562  781 1406 2062  531  812 2687 2656
  500  843 1437 2718 1250  875  468  906 1468 2093  937 1218  406  437
 1500 1187 1656 1031]",audio/signals_f,776013,3,32,4
"[ 0.2800538  -0.24817957  0.01692578 -1.1264827  -0.18645391  0.16294754
 -0.12889323  0.18231246 -0.14443617 -0.00661767  0.12000179 -0.10182892
  0.12817714  1.4200995  -0.07043469 -0.00587574  0.08993533  0.08637739
 -0.05337973  0.1410257   0.04407094 -0.07260498 -0.16069904  0.0368157
 -0.09168519 -0.09503071  0.11478017 -0.05410376  0.00267408  0.07089388
 -0.0704947  -0.02651476 -0.0773513  -0.22303593  0.00792956 -0.07321338
  0.05318572 -0.04025635  0.03351784  0.00734161  0.24440274 -0.0194163
 -0.01714988  0.02505775 -0.04112111 -0.01847437  0.03944859 -0.01570758
 -0.03476743 -0.06326022  0.04251616 -0.02873585 -0.17899552 -0.04251774
 -0.05531377 -0.01812594  0.03597757  0.05935128 -0.03549226  0.07711104
 -0.07674675  0.01139344  0.02195611 -0.00854314  0.23442978  0.08951256
  0.15473041  0.1530254  -0.27373797  0.11041874 -0.23179534  0.08360283
  0.08127079  0.10460981  0.08648342 -0.1312609   0.07561369  0.03592613
 -0.10073515  0.06950454  0.07455297  0.0613781  -0.13393629 -0.15820158
  0.04862901  0.08023652  0.14540163  0.1017888  -0.13989055  0.06822032
  0.04565354 -0.04185747 -0.02578695  0.03656673 -0.14494179  0.07563696
  1.6751077  -0.5626804   0.2222034   0.61320347 -0.8587693   0.9962179
 -0.6617057   0.76346767 -0.0653381   0.2001872   0.54344285 -0.41753387
  0.5830571   0.00171012 -0.3833802   0.14050469  0.52008843 -0.15685955
 -0.2749026   0.10757571  0.05285622 -0.07509111  0.14736569  0.15352373
 -0.21812999 -0.03047631  0.40951574 -0.09681289 -0.01536347  0.37933496
 -0.21652737  0.06768201]","[-2.59566635e-01 -2.53476620e-01  5.77911675e-01 -8.12546849e-01
  1.16924331e-01 -1.48857981e-01  6.61133006e-02 -1.01203054e-01
 -1.36046454e-01  3.71771514e-01  2.56634653e-02  3.62348482e-02
 -8.57170820e-02 -2.70425022e-01  6.33481666e-02  2.32986242e-01
 -1.16686560e-01  1.04120396e-01  6.69272617e-03 -3.22211444e-01
 -5.83666191e-03  2.06719115e-02 -4.97454643e-01  1.70927674e-01
  2.89934650e-02 -9.19904709e-02 -7.50572979e-02  2.99412906e-02
 -3.01198140e-02 -9.71423313e-02 -2.23152749e-02 -7.13061914e-02
  1.41141623e-01 -2.32009888e-02  1.81647956e-01  3.29666585e-02
 -8.79774392e-02  5.51065952e-02 -7.15346709e-02  5.09809926e-02
  5.91463596e-02  4.76145446e-02 -5.20247184e-02 -5.79699501e-02
  6.29170462e-02 -5.55818677e-02 -3.09806243e-02  1.73251331e-03
  2.87947617e-02  1.41108483e-02 -2.77967528e-02 -2.39852220e-02
 -1.15299672e-01 -2.11905092e-02  6.16894774e-02  1.15961134e-02
 -4.66344357e-02  8.13784450e-03  3.74135785e-02 -4.81711626e-02
 -2.21620128e-02  3.00265290e-02  1.46627091e-02 -4.40217555e-04
 -5.89124337e-02 -2.49383412e-02 -8.65416005e-02 -1.83107495e-01
  1.35427773e-01  1.35604599e-02  1.24946341e-01 -3.36846635e-02
 -3.27461958e-03 -6.99145943e-02 -7.92062208e-02  8.93783867e-02
 -2.59855818e-02  7.27090836e-02  9.31979343e-02 -7.02806562e-02
 -1.25190467e-02 -1.61658227e-01  8.12057555e-02  1.35914311e-01
  2.08209641e-03 -4.98327799e-03 -3.27367842e-01 -1.40151326e-02
  1.04962468e-01 -1.52494404e-02  1.07504651e-02 -4.43498082e-02
 -5.96175715e-02 -7.86569808e-03  9.23014656e-02 -4.91469353e-02
 -2.55275965e+00 -2.02764368e+00 -1.06061614e+00  1.18165171e+00
  1.76572812e+00 -1.48479748e+00  1.26113117e+00 -9.31660175e-01
 -6.59144282e-01 -5.75145364e-01  8.84018540e-02  1.09635222e+00
 -7.03937769e-01 -2.33684540e-01  9.00327861e-01 -3.83469105e-01
 -5.56950927e-01  4.86876786e-01  7.55437672e-01  1.50391668e-01
  7.33961761e-02  5.54352701e-01 -1.63682386e-01 -2.57924050e-01
  6.76267684e-01 -3.96761715e-01 -4.22016680e-01  4.70127106e-01
  5.23251057e-01 -3.47909391e-01  7.07912326e-01 -8.44091251e-02]","[ 718 2031 1375 2000  593  750  562  781 1406 2062  531  812 2687 2656
  500  843 1437 2718 1250  875  468  906 1468 2093  937 1218  406  437
 1500 1187 1656 1031]",audio/signals_f,776091,4,32,4
