dx,dy,frequencies,index,mic_positions,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,source_direction-deg,timestamp,topic,yaw_deg,z
0.0,0.0,,0,,,,,,0.0,278356,geometry/pose_raw,74.89636993408203,0.0
0.0,0.0,,1,,,,,,0.0,278363,geometry/pose_raw,74.89629364013672,0.0
0.0,0.0,,2,,,,,,0.0,278371,geometry/pose_raw,74.89617919921875,0.0
0.0,0.0,,3,,,,,,0.0,278377,geometry/pose_raw,74.89655303955078,0.0
0.0,0.0,,4,,,,,,0.0,278388,geometry/pose_raw,74.89735412597656,0.0
,,"[1468 1218 1343  406 1437  500  718 1312 2750  375  625 1500  687 1531
 1625  750 1375  812 1406 1125 1781 1093  531 1062  437 2812  781 1031
  937  843 1156  593]",5,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054],32,4,"[-8.2390299e-03 -7.3159873e-03  4.1123253e-04  1.3758552e-04
  2.3957954e-03 -3.3904775e-03 -2.0280844e-03 -1.3638146e-03
 -4.6626595e-03 -9.9194525e-03 -4.0678149e-03  3.5403229e-03
  1.8627111e-04  2.1779875e-03 -4.0459232e-03 -3.4680632e-03
 -5.5589457e-04 -9.0028829e-04 -1.2100824e-03 -1.7414321e-03
 -3.8174875e-03  2.3346622e-03 -2.4241586e-03 -2.6853471e-03
 -3.8916373e-03  3.8092112e-04 -8.4900745e-04 -2.5028836e-03
 -8.1598095e-04 -1.8688544e-03  5.7964522e-04 -2.1505109e-03
 -2.7569575e-04  8.9946634e-04  2.3033989e-04  1.2036656e-04
  8.3448534e-04  2.5384116e-03  1.1104416e-03  4.6710268e-04
  4.8914637e-05 -9.5832453e-04  6.9086184e-04  3.9996623e-04
  2.2048764e-03  7.3335186e-04 -2.9177580e-04  5.4859987e-04
 -5.0979131e-04  5.0455437e-04 -3.7279140e-04  1.4959511e-04
 -5.3405127e-04  1.3010877e-03  1.7156960e-03 -7.2580704e-04
 -1.5340705e-03  7.2872872e-04  4.9916410e-04 -2.8284246e-04
  1.0016994e-03 -5.3876318e-04  3.3410422e-05  1.8104673e-03
 -2.3217851e-02 -2.3095610e-02  1.2646616e-04  1.0537132e-02
  8.3850734e-03 -1.5113835e-02 -7.3142089e-03 -5.8012553e-03
 -1.3375307e-02 -8.3174510e-03 -1.0190664e-02  1.2303586e-02
  4.1542188e-03  1.1339502e-02 -9.6578030e-03 -8.4076896e-03
 -2.3284580e-03 -1.6328953e-03  4.9487554e-04 -2.5761870e-03
 -7.9151606e-03  7.5053913e-03 -7.5878068e-03 -6.5528341e-03
 -5.1156031e-03  1.8496722e-03  2.1482159e-03 -7.1294559e-03
 -1.9521846e-03 -3.7411768e-03  4.7684605e-03 -5.9929034e-03
 -1.0140090e-02 -1.0605563e-02 -2.6074450e-03  2.7043725e-04
  4.4329688e-03 -3.2994868e-03 -5.7928786e-03 -1.5194607e-03
 -5.1844460e-03 -5.6005935e-03 -6.8509742e-03  5.6453166e-03
  3.9954265e-03  4.9137957e-03 -5.9311679e-03 -4.7485051e-03
  2.3972147e-04 -5.7205034e-04 -1.9919546e-03 -1.1637993e-03
 -4.0852847e-03  3.7518283e-03 -1.5973290e-03 -3.5716884e-03
 -3.2722135e-03  2.4878921e-03  1.5107995e-04 -4.3660672e-03
 -1.9586019e-03 -3.2952582e-04  9.5889688e-04 -3.3321835e-03]","[-9.9592574e-04 -1.3466205e-03 -5.8034649e-03 -3.9139055e-03
  4.6683368e-03 -3.2397113e-03 -3.7862475e-03  3.2408321e-03
  2.0929892e-03 -1.4990678e-03 -2.7823695e-03  1.0245884e-04
  3.8456637e-03 -1.5016976e-03 -1.5106073e-03 -2.1829093e-03
  1.6982399e-03  4.0337774e-03 -2.3052315e-03 -1.1984182e-03
 -7.5268641e-04  9.3596464e-04  6.0353929e-04  1.7157054e-04
 -3.3508739e-03  2.2187736e-03  2.0539018e-03 -1.2582624e-03
 -2.6661810e-03 -4.2603782e-04  9.8502706e-04  5.6459205e-05
 -8.3342486e-04 -8.0767606e-04 -2.0033395e-04 -2.6953125e-03
  3.7915586e-04 -1.0861022e-03 -1.7087539e-03  1.1989637e-03
 -2.4666897e-05 -7.7370019e-04 -3.6496553e-04 -1.5948064e-04
  7.8624801e-04 -3.2679533e-04 -1.7853582e-04 -1.0452627e-03
  1.3948657e-04  1.5586443e-03 -4.9149664e-04  5.0018751e-04
 -6.4075761e-04 -5.4890454e-05 -1.3440220e-03 -6.9947902e-04
 -1.3969215e-03  2.5186953e-04  4.0913362e-04 -8.3700172e-04
 -1.6596618e-03  2.8454015e-04  3.4299627e-04  7.1629486e-04
 -3.9805667e-03 -7.2647166e-03 -1.7943308e-02 -1.4888934e-02
  1.3664998e-02 -5.8814250e-03 -1.2233697e-02  1.2402902e-02
  2.8310728e-03 -4.8412085e-03 -4.7834334e-03  3.6764019e-03
  8.9756530e-03 -2.3202004e-03 -4.9246103e-03 -6.8274597e-03
  9.9707525e-03  1.0626499e-02 -1.0382865e-02 -9.5035145e-03
 -6.2771789e-03  4.4803373e-03 -1.9308855e-03 -2.1928232e-03
 -4.9880720e-03  8.0328332e-03  7.5619337e-03 -1.0707044e-03
 -7.5530414e-03 -6.3191876e-03  2.0099089e-03 -3.1040858e-03
  8.9980185e-04 -1.8765024e-03 -7.4990881e-03 -6.8629999e-03
  4.6231216e-03 -2.8129688e-03 -3.3893432e-03  5.3944215e-03
  4.2247917e-03 -1.1925839e-03 -1.2946227e-03  5.7984464e-04
  3.2797460e-03 -3.5546992e-03 -1.7886987e-03  4.4257301e-04
  4.6564592e-03  4.7885142e-03 -4.6331668e-03 -3.4419606e-03
 -1.9547273e-03  1.7067547e-04  7.5898983e-04 -1.9485259e-03
 -1.5993904e-03  3.4748120e-03  3.1313803e-03  2.0160293e-03
 -3.0466618e-03 -2.5259648e-03  1.6989494e-03 -3.3583902e-03]",,278390,audio/signals_f,,
0.0,0.0,,6,,,,,,0.0,278398,geometry/pose_raw,74.89651489257812,0.0
0.0,0.0,,7,,,,,,0.0,278406,geometry/pose_raw,74.89572143554688,0.0
0.0,0.0,,8,,,,,,0.0,278421,geometry/pose_raw,74.89530181884766,0.0
0.0,0.0,,9,,,,,,0.0,278427,geometry/pose_raw,74.89459991455078,0.0
0.0,0.0,,10,,,,,,0.0,278437,geometry/pose_raw,74.8936538696289,0.0
0.0,0.0,,11,,,,,,0.0,278448,geometry/pose_raw,74.89359283447266,0.0
0.0,0.0,,12,,,,,,0.0,278457,geometry/pose_raw,74.8922119140625,0.0
0.0,0.0,,13,,,,,,0.0,278467,geometry/pose_raw,74.89208984375,0.0
0.0,0.0,,14,,,,,,0.0,278486,geometry/pose_raw,74.89222717285156,0.0
0.0,0.0,,15,,,,,,0.0,278495,geometry/pose_raw,74.89224243164062,0.0
0.0,0.0,,16,,,,,,0.0,278501,geometry/pose_raw,74.89242553710938,0.0
,,"[1468 1218 1343  406 1437  500  718 1312 2750  375  625 1500  687 1531
 1625  750 1375  812 1406 1125 1781 1093  531 1062  437 2812  781 1031
  937  843 1156  593]",17,[ 0.054  0.054  0.054 -0.054 -0.054  0.054 -0.054 -0.054],32,4,"[-8.2390299e-03 -7.3159873e-03  4.1123253e-04  1.3758552e-04
  2.3957954e-03 -3.3904775e-03 -2.0280844e-03 -1.3638146e-03
 -4.6626595e-03 -9.9194525e-03 -4.0678149e-03  3.5403229e-03
  1.8627111e-04  2.1779875e-03 -4.0459232e-03 -3.4680632e-03
 -5.5589457e-04 -9.0028829e-04 -1.2100824e-03 -1.7414321e-03
 -3.8174875e-03  2.3346622e-03 -2.4241586e-03 -2.6853471e-03
 -3.8916373e-03  3.8092112e-04 -8.4900745e-04 -2.5028836e-03
 -8.1598095e-04 -1.8688544e-03  5.7964522e-04 -2.1505109e-03
 -2.7569575e-04  8.9946634e-04  2.3033989e-04  1.2036656e-04
  8.3448534e-04  2.5384116e-03  1.1104416e-03  4.6710268e-04
  4.8914637e-05 -9.5832453e-04  6.9086184e-04  3.9996623e-04
  2.2048764e-03  7.3335186e-04 -2.9177580e-04  5.4859987e-04
 -5.0979131e-04  5.0455437e-04 -3.7279140e-04  1.4959511e-04
 -5.3405127e-04  1.3010877e-03  1.7156960e-03 -7.2580704e-04
 -1.5340705e-03  7.2872872e-04  4.9916410e-04 -2.8284246e-04
  1.0016994e-03 -5.3876318e-04  3.3410422e-05  1.8104673e-03
 -2.3217851e-02 -2.3095610e-02  1.2646616e-04  1.0537132e-02
  8.3850734e-03 -1.5113835e-02 -7.3142089e-03 -5.8012553e-03
 -1.3375307e-02 -8.3174510e-03 -1.0190664e-02  1.2303586e-02
  4.1542188e-03  1.1339502e-02 -9.6578030e-03 -8.4076896e-03
 -2.3284580e-03 -1.6328953e-03  4.9487554e-04 -2.5761870e-03
 -7.9151606e-03  7.5053913e-03 -7.5878068e-03 -6.5528341e-03
 -5.1156031e-03  1.8496722e-03  2.1482159e-03 -7.1294559e-03
 -1.9521846e-03 -3.7411768e-03  4.7684605e-03 -5.9929034e-03
 -1.0140090e-02 -1.0605563e-02 -2.6074450e-03  2.7043725e-04
  4.4329688e-03 -3.2994868e-03 -5.7928786e-03 -1.5194607e-03
 -5.1844460e-03 -5.6005935e-03 -6.8509742e-03  5.6453166e-03
  3.9954265e-03  4.9137957e-03 -5.9311679e-03 -4.7485051e-03
  2.3972147e-04 -5.7205034e-04 -1.9919546e-03 -1.1637993e-03
 -4.0852847e-03  3.7518283e-03 -1.5973290e-03 -3.5716884e-03
 -3.2722135e-03  2.4878921e-03  1.5107995e-04 -4.3660672e-03
 -1.9586019e-03 -3.2952582e-04  9.5889688e-04 -3.3321835e-03]","[-9.9592574e-04 -1.3466205e-03 -5.8034649e-03 -3.9139055e-03
  4.6683368e-03 -3.2397113e-03 -3.7862475e-03  3.2408321e-03
  2.0929892e-03 -1.4990678e-03 -2.7823695e-03  1.0245884e-04
  3.8456637e-03 -1.5016976e-03 -1.5106073e-03 -2.1829093e-03
  1.6982399e-03  4.0337774e-03 -2.3052315e-03 -1.1984182e-03
 -7.5268641e-04  9.3596464e-04  6.0353929e-04  1.7157054e-04
 -3.3508739e-03  2.2187736e-03  2.0539018e-03 -1.2582624e-03
 -2.6661810e-03 -4.2603782e-04  9.8502706e-04  5.6459205e-05
 -8.3342486e-04 -8.0767606e-04 -2.0033395e-04 -2.6953125e-03
  3.7915586e-04 -1.0861022e-03 -1.7087539e-03  1.1989637e-03
 -2.4666897e-05 -7.7370019e-04 -3.6496553e-04 -1.5948064e-04
  7.8624801e-04 -3.2679533e-04 -1.7853582e-04 -1.0452627e-03
  1.3948657e-04  1.5586443e-03 -4.9149664e-04  5.0018751e-04
 -6.4075761e-04 -5.4890454e-05 -1.3440220e-03 -6.9947902e-04
 -1.3969215e-03  2.5186953e-04  4.0913362e-04 -8.3700172e-04
 -1.6596618e-03  2.8454015e-04  3.4299627e-04  7.1629486e-04
 -3.9805667e-03 -7.2647166e-03 -1.7943308e-02 -1.4888934e-02
  1.3664998e-02 -5.8814250e-03 -1.2233697e-02  1.2402902e-02
  2.8310728e-03 -4.8412085e-03 -4.7834334e-03  3.6764019e-03
  8.9756530e-03 -2.3202004e-03 -4.9246103e-03 -6.8274597e-03
  9.9707525e-03  1.0626499e-02 -1.0382865e-02 -9.5035145e-03
 -6.2771789e-03  4.4803373e-03 -1.9308855e-03 -2.1928232e-03
 -4.9880720e-03  8.0328332e-03  7.5619337e-03 -1.0707044e-03
 -7.5530414e-03 -6.3191876e-03  2.0099089e-03 -3.1040858e-03
  8.9980185e-04 -1.8765024e-03 -7.4990881e-03 -6.8629999e-03
  4.6231216e-03 -2.8129688e-03 -3.3893432e-03  5.3944215e-03
  4.2247917e-03 -1.1925839e-03 -1.2946227e-03  5.7984464e-04
  3.2797460e-03 -3.5546992e-03 -1.7886987e-03  4.4257301e-04
  4.6564592e-03  4.7885142e-03 -4.6331668e-03 -3.4419606e-03
 -1.9547273e-03  1.7067547e-04  7.5898983e-04 -1.9485259e-03
 -1.5993904e-03  3.4748120e-03  3.1313803e-03  2.0160293e-03
 -3.0466618e-03 -2.5259648e-03  1.6989494e-03 -3.3583902e-03]",,278507,audio/signals_f,,
0.0,0.0,,18,,,,,,0.0,278508,geometry/pose_raw,74.89189147949219,0.0
0.0,0.0,,19,,,,,,0.0,278517,geometry/pose_raw,74.89081573486328,0.0
0.0,0.0,,20,,,,,,0.0,278533,geometry/pose_raw,74.89171600341797,0.0
0.0,0.0,,21,,,,,,0.0,278540,geometry/pose_raw,74.89118957519531,0.0
0.0,0.0,,22,,,,,,0.0,278548,geometry/pose_raw,74.89242553710938,0.0
0.0,0.0,,23,,,,,,0.0,278557,geometry/pose_raw,74.89286804199219,0.0
0.0,0.0,,24,,,,,,0.0,278567,geometry/pose_raw,74.89320373535156,0.0
0.0,0.0,,25,,,,,,0.0,278580,geometry/pose_raw,74.89258575439453,0.0
0.0,0.0,,26,,,,,,0.0,278587,geometry/pose_raw,74.89189147949219,0.0
0.0,0.0,,27,,,,,,0.0,278597,geometry/pose_raw,74.89370727539062,0.0
0.0,0.0,,28,,,,,,0.0,278615,geometry/pose_raw,74.8936767578125,0.0
0.0,0.0,,29,,,,,,0.0,278621,geometry/pose_raw,74.8926010131836,0.0
0.0,0.0,,30,,,,,,0.0,278630,geometry/pose_raw,74.89411163330078,0.0
0.0,0.0,,31,,,,,,0.0,278637,geometry/pose_raw,74.8936996459961,0.0
0.0,0.0,,32,,,,,,0.0,278648,geometry/pose_raw,74.89421844482422,0.0
0.0,0.0,,33,,,,,,0.0,278659,geometry/pose_raw,74.8948745727539,0.0
0.0,0.0,,34,,,,,,0.0,278668,geometry/pose_raw,74.89550018310547,0.0
0.0,0.0,,35,,,,,,0.0,278680,geometry/pose_raw,74.89546203613281,0.0
0.0,0.0,,36,,,,,,0.0,278688,geometry/pose_raw,74.89469909667969,0.0
0.0,0.0,,37,,,,,,0.0,278698,geometry/pose_raw,74.89574432373047,0.0
0.0,0.0,,38,,,,,,0.0,278706,geometry/pose_raw,74.89623260498047,0.0
0.0,0.0,,39,,,,,,0.0,278718,geometry/pose_raw,74.8958740234375,0.0
0.0,0.0,,40,,,,,,0.0,278740,geometry/pose_raw,74.8960952758789,0.0
0.0,0.0,,41,,,,,,0.0,278746,geometry/pose_raw,74.89592742919922,0.0
0.0,0.0,,42,,,,,,0.0,278754,geometry/pose_raw,74.8951416015625,0.0
0.0,0.0,,43,,,,,,0.0,278760,geometry/pose_raw,74.89617156982422,0.0
0.0,0.0,,44,,,,,,0.0,278766,geometry/pose_raw,74.89598083496094,0.0
0.0,0.0,,45,,,,,,0.0,278777,geometry/pose_raw,74.89631652832031,0.0
0.0,0.0,,46,,,,,,0.0,278792,geometry/pose_raw,74.89628601074219,0.0
0.0,0.0,,47,,,,,,0.0,278799,geometry/pose_raw,74.89735412597656,0.0
0.0,0.0,,48,,,,,,0.0,278808,geometry/pose_raw,74.89706420898438,0.0
0.0,0.0,,49,,,,,,0.0,278817,geometry/pose_raw,74.89681243896484,0.0
0.0,0.0,,50,,,,,,0.0,278826,geometry/pose_raw,74.8967514038086,0.0
0.0,0.0,,51,,,,,,0.0,278839,geometry/pose_raw,74.89834594726562,0.0
0.0,0.0,,52,,,,,,0.0,278847,geometry/pose_raw,74.89778137207031,0.0
0.0,0.0,,53,,,,,,0.0,278856,geometry/pose_raw,74.89823913574219,0.0
