audio_timestamp,dx,dy,frequencies,index,mic_positions,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,source_direction_deg,timestamp,topic,yaw_deg,yaw_rate_deg,z
,0.0,0.0,,0,,,,,,90.0,419172,geometry/pose_raw,-87.67393493652344,0.006787833292037249,0.0
,0.0,0.0,,1,,,,,,90.0,419185,geometry/pose_raw,-87.6729736328125,-0.08905145525932312,0.0
,0.0,0.0,,2,,,,,,90.0,419193,geometry/pose_raw,-87.67304229736328,-0.020918289199471474,0.0
,0.0,0.0,,3,,,,,,90.0,419202,geometry/pose_raw,-87.67266082763672,0.10173121839761734,0.0
,0.0,0.0,,4,,,,,,90.0,419214,geometry/pose_raw,-87.67251586914062,-0.07836590707302094,0.0
,0.0,0.0,,5,,,,,,90.0,419222,geometry/pose_raw,-87.67291259765625,-0.009168521501123905,0.0
,0.0,0.0,,6,,,,,,90.0,419232,geometry/pose_raw,-87.67364501953125,-0.07584534585475922,0.0
463890242,,,"[  93  234  359  500  625  765  906 1031 1171 1296 1437 1578 1703 1843
 1968 2109 2250 2375 2515 2640 2781 2906 3046 3187 3312 3453 3578 3718
 3859 3984 4125 4250]",7,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],32,4,"[ 2.87492238e-02 -3.63205373e-03  9.55672003e-04 -1.02512736e-03
 -8.35225335e-04  4.79563884e-03  2.27213232e-03 -1.08831411e-03
  2.23935116e-03 -2.41713715e-05 -2.20771320e-03 -3.43859603e-04
 -1.64600636e-03 -3.69116722e-04 -1.46695960e-03  1.03998021e-03
  3.18147009e-04 -7.53141067e-05  5.25287353e-04  6.76659285e-04
  8.60488450e-04 -2.06229714e-04 -2.31136248e-04 -6.53266208e-04
  6.46593166e-04  9.82095662e-06 -2.33836065e-04  3.52525560e-04
 -7.56227411e-04  9.34234064e-04  7.56070367e-04  2.11306033e-04
  2.16182582e-02  3.38291458e-04  1.89105887e-03 -1.92119577e-03
 -2.94376980e-04  2.12448207e-03  1.45760330e-03 -1.30219327e-03
  7.52689142e-04 -8.81928368e-04  3.31758172e-04  3.43090971e-04
 -5.68529416e-04 -1.32093279e-04 -4.26242244e-04  3.98815842e-04
 -3.86748638e-04 -9.85633000e-04  3.31336632e-04  5.47094271e-04
  8.32551086e-05 -2.57398235e-04  2.75300321e-04 -1.45770209e-05
  3.18355887e-06  4.12275404e-05  1.29582520e-04  1.16409959e-04
  3.71778384e-04 -2.45199772e-06  1.53201268e-04 -3.55079595e-04
  2.34074611e-02 -2.31516454e-03  8.94197728e-04 -3.00398632e-03
  1.18792101e-04 -2.09251582e-03  6.49183639e-04  1.06296924e-04
  9.87561420e-04 -4.90327657e-04  5.77175932e-04 -8.51918012e-04
 -6.09824609e-04 -3.47175519e-04  2.41465503e-04 -2.98997475e-04
  2.30343081e-04 -6.07935108e-05 -4.08033491e-04 -2.00046547e-04
  1.93407832e-04  3.03321984e-04 -8.22127098e-04 -1.75748646e-04
 -8.41078872e-05 -5.21101116e-04 -5.99914638e-04 -4.08225227e-04
  3.15405312e-04 -2.22516072e-04  4.65627876e-04  8.93402830e-05
  2.64067315e-02  7.80560949e-04  1.20789860e-03 -4.78847185e-04
 -4.53488872e-04 -8.27942335e-04  9.46061802e-04 -1.64388050e-03
  2.77482090e-04 -8.15532985e-06  6.76034324e-05 -2.46431038e-04
  9.77370510e-05  1.06889056e-03  8.53011617e-04 -1.66392667e-04
  3.24437919e-04  1.68494109e-04  7.66576151e-04  2.35409985e-04
  9.23573607e-05 -4.08708758e-04 -3.41669074e-04  4.27815394e-05
  1.41979195e-04 -5.55188017e-05 -2.58222746e-04  2.56708852e-04
 -9.85897612e-04  2.17958732e-04  5.89531497e-04  2.87022471e-04]","[ 1.7600743e+00 -3.3268658e-03 -1.6250854e-02 -7.1771592e-03
  4.6182349e-03 -1.8710899e-03  2.8471225e-03 -1.8964426e-03
  2.0314095e-04 -3.0147508e-03 -1.4442019e-04 -1.6952604e-03
  2.3310436e-03  4.0539197e-04 -9.3653880e-04 -2.0050551e-03
 -2.6009147e-05 -2.0180950e-03  2.9931468e-04 -1.5256177e-03
  1.3049576e-03  3.6455772e-04  5.8284204e-05  5.1865645e-04
 -7.7808695e-04 -2.4157784e-04  2.5021785e-04 -3.2932230e-04
  1.0907245e-03  7.6759534e-05 -1.8147669e-04 -6.2763575e-04
  1.8726035e+00 -4.4046817e-03 -1.8268514e-02 -7.3224893e-03
  4.2045169e-04 -5.1258935e-04  1.3995487e-03  4.7057203e-04
 -6.6259678e-04 -1.3223452e-03 -1.4862871e-05 -2.4946060e-04
  1.3011033e-04  4.5431903e-04 -5.1093369e-04 -8.2131446e-04
 -8.4060489e-04 -5.5399374e-04  1.5289655e-04 -3.9383833e-04
 -5.0019225e-05  9.6874275e-05  1.0711604e-04  2.8082120e-04
 -1.8120946e-04 -5.0174101e-04 -3.1606248e-04  1.5351307e-04
  5.5321341e-04  7.2970899e-04  3.8227497e-04  1.1014049e-04
  1.9199063e+00 -4.9439818e-03 -1.8722676e-02 -8.2077347e-03
 -1.6765567e-03  1.2639037e-03  1.1594660e-03 -8.7748675e-05
 -4.6414789e-04 -1.0214716e-03 -2.7321835e-04  1.1872288e-03
  1.0747431e-03  1.1361050e-03 -4.1242264e-04  6.6324964e-04
  6.9917541e-04  4.5459869e-04  5.1090901e-04  1.9857164e-04
  6.7539257e-04 -3.1057763e-04  8.9764653e-04 -8.9233501e-05
 -4.1935098e-04 -5.8237754e-05 -5.0877081e-04 -3.0099723e-04
  7.3068490e-04  6.7530193e-05 -9.2817332e-05 -2.9570627e-04
  1.8881772e+00 -6.0665002e-03 -1.7878229e-02 -6.4513776e-03
 -2.0048290e-03  5.9681863e-04  1.5186204e-03  7.9462660e-04
  3.0319038e-04 -1.3117280e-03 -4.5706189e-04  2.6527385e-05
 -3.2366047e-04 -3.5883884e-05 -6.7416503e-04 -5.8897730e-04
 -4.6754273e-04 -3.4452270e-04 -3.4781589e-04 -3.0863838e-04
 -9.0398709e-05  5.6860660e-04 -3.4701184e-04 -1.0070002e-03
  1.3508176e-04  1.4735472e-04  1.4076589e-04 -1.3745422e-04
  4.4765981e-04  7.0821727e-05  1.3659948e-04 -6.0576735e-05]",,419234,audio/signals_f,,,
,0.0,0.0,,8,,,,,,90.0,419243,geometry/pose_raw,-87.67430877685547,-0.08017324656248093,0.0
,0.0,0.0,,9,,,,,,90.0,419253,geometry/pose_raw,-87.67584991455078,-0.09976749867200851,0.0
