audio_timestamp,dx,dy,frequencies,index,mic_positions,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,source_direction_deg,timestamp,topic,yaw_deg,yaw_rate_deg,z
3123851460,,,"[1000 1125 1250 1375 1500 1625 1750 1875 2000 2125 2250 2375 2500 2625
 2750 2875 3000 3125 3250 3375 3500 3625 3750 3875 4000 4125 4250 4375
 4500 4625 4750 4875]",0,[-0.054 -0.054  0.054 -0.054 -0.054  0.054  0.054  0.054],32,4,"[-1.68669189e-03  3.35391378e-03  5.04342257e-04  2.26437813e-03
 -1.69983105e-04 -1.64825513e-04  1.70226512e-03 -3.78232100e-04
 -9.66621737e-04  1.30686420e-03  2.19613765e-04  1.40092452e-03
 -1.13022327e-03  9.53231356e-05 -7.60167721e-04  7.53888744e-05
  3.72233172e-03 -8.59537919e-04  2.82432302e-05  2.33364262e-04
  1.94131440e-04  4.04222228e-04 -1.03817810e-03 -2.56957748e-04
 -3.12923174e-03 -1.05648511e-03 -2.60634057e-04 -1.19520060e-03
  3.83654202e-04  2.49482109e-04  8.96889134e-04 -1.83709955e-04
 -1.74004468e-03 -2.83892005e-04  1.01780053e-03  9.01394815e-04
  2.48959637e-04 -3.80279016e-05  1.27385720e-04  3.23782355e-04
  1.10563276e-04  1.13896641e-03 -2.23429510e-04 -8.37114581e-04
 -3.30846466e-04  1.05623971e-04 -5.53357706e-04 -8.06382159e-04
 -2.65089038e-04 -1.03464605e-04  2.58903019e-05  1.45180908e-04
 -6.49970374e-04  3.81208520e-04 -9.67181259e-05 -2.04273325e-04
  5.27686498e-04 -2.57694919e-04 -2.84577436e-06 -3.28781345e-04
  9.33796837e-05 -4.61164804e-04 -3.19089799e-04  5.27148833e-04
  5.20553789e-04  3.65791406e-04 -4.48393752e-04  4.10295732e-04
  3.03727720e-04  5.29139594e-04 -5.70604519e-04  7.12386449e-04
 -1.56068476e-04 -7.31051550e-04  4.45386831e-04  1.63381483e-05
  1.12984824e-04 -7.80935632e-04  4.68564627e-04  1.32512650e-05
  3.97329859e-04 -1.08334224e-03  1.74025598e-03  4.13881149e-04
  4.91313287e-04 -2.65087903e-04 -9.07542999e-05 -2.30942213e-04
 -8.02474155e-04 -1.23190496e-03  2.26146978e-04  3.27226589e-05
 -6.24706969e-04 -8.79769679e-04 -6.36143377e-04 -1.76870963e-04
 -6.69667934e-05 -4.55442641e-04 -6.25391724e-04  1.15112562e-05
  1.27896987e-04 -6.63998362e-04 -5.83335524e-04 -6.14149962e-04
 -3.09852185e-05  9.01326304e-04 -4.07221029e-04 -3.73576418e-04
  1.25239894e-04  1.00568880e-03  4.20255237e-04  9.21074534e-04
 -6.77848409e-04  2.87528237e-04  9.68753739e-05 -1.50433712e-04
  3.49111506e-04 -7.68886704e-04  1.20331220e-04 -5.72730263e-04
  1.53406290e-05 -1.20163406e-03  9.29658185e-04  3.93796887e-04
 -2.49308505e-05 -3.10011063e-04  5.84883499e-04  8.28513294e-04]","[ 7.09235901e-04 -3.99914617e-03  6.90446701e-03 -1.40088471e-03
 -6.51825336e-04  2.00922578e-03  4.58304770e-04  1.20684970e-03
  3.90620873e-04  8.98759637e-04  1.25997438e-04 -6.24091655e-04
  3.39247810e-04 -5.37037813e-05 -1.35659368e-03  1.03722094e-03
  2.54944200e-03  3.12081247e-05 -4.75075620e-04  2.65481882e-04
 -9.92264133e-04 -6.66896696e-04  4.67125355e-04 -5.61750348e-05
  2.40988622e-04  1.06146952e-04 -5.86251786e-04 -5.18854940e-04
 -9.79382661e-04 -4.50799183e-04 -1.40003441e-03 -4.35373659e-04
 -6.85542240e-04 -5.06417768e-04  2.25251517e-03 -5.11156395e-04
 -4.90188133e-04  1.89149199e-04 -3.66923254e-04  1.74697328e-04
  6.55306387e-04  3.25004192e-04  1.77965820e-04 -5.15562831e-04
  6.06805785e-04  8.68146424e-04  7.31012551e-04  1.00297586e-03
  9.70542082e-04 -2.92692188e-04  4.18971933e-04  7.56246081e-05
  3.75481497e-04 -5.27946337e-04 -4.27421706e-04 -5.43310307e-07
 -3.46221728e-03  5.49911754e-04  3.42264684e-04  3.04463028e-04
 -8.04922136e-04  1.03421487e-04  2.35118525e-04 -2.16358923e-04
 -8.65433831e-04 -9.29511662e-05 -9.99987125e-04  4.65861289e-04
  1.85501529e-04  2.33998013e-04 -1.72429928e-03  6.31933362e-05
 -5.60684828e-04  8.40100693e-04  5.03089686e-04 -3.94963368e-04
 -2.36833381e-04  9.41816019e-04 -5.75421902e-04  3.28236812e-04
  1.85643323e-03  3.28520022e-04 -6.31981879e-04  2.22402668e-04
  2.26167860e-04 -9.26543493e-04  5.01717441e-04  8.01227812e-04
 -1.14121265e-03  8.77486600e-04 -1.09935517e-03 -1.07554113e-03
 -6.50615373e-04 -1.34957634e-04 -3.80064768e-04  5.45883260e-04
 -1.31752749e-05  3.15155310e-04  1.76326939e-04 -2.76945357e-04
  8.96844198e-04  4.93577623e-04  7.73716485e-04 -1.66847836e-04
  3.50845803e-04  4.61920106e-04  5.70873497e-04  1.28953587e-04
  5.04284981e-04  5.27517172e-04 -3.38264392e-04 -7.67136342e-04
 -7.16289680e-04  3.38835671e-05 -8.07906254e-05 -3.78743367e-04
  2.66760297e-04 -3.77092219e-04  2.93063466e-04  3.86925531e-04
 -3.23066115e-03  4.11953602e-04  7.41366472e-04  2.86051742e-04
  3.06752103e-04  6.88168919e-04  1.04386214e-04 -2.36291351e-04]",,6893701,audio/signals_f,,,
,0.0,0.0,,1,,,,,,90.0,6893703,geometry/pose_raw,56.182411193847656,-0.2573018968105316,0.0
,0.0,0.0,,2,,,,,,90.0,6893730,geometry/pose_raw,56.18265914916992,-0.0696292370557785,0.0
,0.0,0.0,,3,,,,,,90.0,6893739,geometry/pose_raw,56.182498931884766,-0.13621439039707184,0.0
,0.0,0.0,,4,,,,,,90.0,6893749,geometry/pose_raw,56.18172836303711,-0.0009745524730533361,0.0
,0.0,0.0,,5,,,,,,90.0,6893756,geometry/pose_raw,56.18198776245117,0.06809138506650925,0.0
,0.0,0.0,,6,,,,,,90.0,6893766,geometry/pose_raw,56.18164825439453,-0.0024241700302809477,0.0
,0.0,0.0,,7,,,,,,90.0,6893776,geometry/pose_raw,56.181880950927734,-0.18169446289539337,0.0
,0.0,0.0,,8,,,,,,90.0,6893783,geometry/pose_raw,56.179725646972656,0.030774587765336037,0.0
,0.0,0.0,,9,,,,,,90.0,6893797,geometry/pose_raw,56.179649353027344,-0.1506393700838089,0.0
